  0:  142| [55] [√After Chapter5]
  1:  152| [45] [――第１エリア地下２階、内周棟――]
  2:  157| [45] [その一室に、渡瀬は負傷した洵を横たえた。]
  3:  165| [47] [渡瀬]
  4:  168| [45] [「大丈夫か守部！　聞こえてるか！？」]
  5:  173| [47] [洵]
  6:  174| [45] [「……」]
  7:  179| [45] [声をかけても、洵は目を覚まさなかった。]
  8:  184| [45] [背の傷から血が溢れているのが、服越しにわかる。]
  9:  192| [47] [渡瀬]
 10:  195| [45] [「くそ、早く手当てしなければ……！」]
 11:  200| [45] [そう言った時、宇喜多が張り詰めた声を上げた。]
 12:  280| [47] [宇喜多]
 13:  283| [45] [「よ……よし、隊長さん！　だったら君が守部くんを手当てしている間に、僕が捜索を続けておこう！」]
 14:  291| [47] [渡瀬]
 15:  294| [45] [「なに！？」]
 16:  320| [47] [宇喜多]
 17:  323| [45] [「さっき隊長さんが聞いたと言う『足音』、それを確認したいんだよ」]
 18:  331| [47] [宇喜多]
 19:  334| [45] [「隊長さんは、守部さんの治療に専念したまえ」]
 20:  342| [47] [渡瀬]
 21:  345| [45] [「ダメだおっさん！　単独行動は危険過ぎる！」]
 22:  371| [47] [宇喜多]
 23:  374| [45] [「それはわかるが、捜索の手を止めるのも危険だろう！？　時間は常に出血し続けているんだぞ！」]
 24:  382| [47] [渡瀬]
 25:  385| [45] [「……！」]
 26:  390| [45] [宇喜多の言う事はもっともだった。]
 27:  395| [45] [黙り込む渡瀬に、宇喜多はなおも続ける。]
 28:  421| [47] [宇喜多]
 29:  424| [45] [「隊長さん。確かに君たちから見れば、僕はただの素人かもしれない」]
 30:  432| [47] [宇喜多]
 31:  435| [45] [「だが僕だって、みんなを救いたいという気持ちは同じだ」]
 32:  443| [47] [渡瀬]
 33:  446| [45] [「……しかし、だったらオレが行くべきだと……」]
 34:  472| [47] [宇喜多]
 35:  475| [45] [「いや、傷の手当は君が適役だ。守部くんが目覚めた時、君がそばにいた方が彼女も安心するだろう」]
 36:  483| [47] [宇喜多]
 37:  486| [45] [「それに僕は、君たちよりもこのラボに慣れているからね。１人だってそうそうヘマはしないさ」]
 38:  509| [45] [宇喜多はそう言って笑った。]
 39:  514| [45] [強がっているようにも見えるが――渡瀬はその言葉を信じる事にした。]
 40:  522| [47] [渡瀬]
 41:  525| [45] [「わかった……だがあまり遠くに行くんじゃないぞ」]
 42:  530| [45] [渡瀬は宇喜多に、予備のプロキオンを渡した。]
 43:  556| [47] [宇喜多]
 44:  559| [45] [「では第１エリアは僕が捜索を済ませておこう。後ほど第２エリアで落ち合おうじゃないか」]
 45:  567| [47] [渡瀬]
 46:  570| [45] [「あぁ……くれぐれも気をつけろよ、おっさん」]
 47:  578| [47] [宇喜多]
 48:  581| [45] [「承知した」]
 49:  601| [45] [宇喜多はそう言うと、早足で研究室を出て行った。]
 50:  646| [45] [渡瀬は洵と２人きりになった。]
 51:  651| [45] [さっそく彼女の背に目を向ける。]
 52:  656| [47] [渡瀬]
 53:  657| [45] [（カイローンを塗りたいが……塗るには、服を脱がすしかない……）]
 54:  662| [45] [渡瀬は一瞬ためらった後、洵の体をわずかに起こし――]
 55:  670| [47] [渡瀬]
 56:  673| [45] [「すまん、守部」]
 57:  678| [45] [そう言って制服のファスナーを下ろそうとした時、洵が声を上げた。]
 58:  784| [47] [洵]
