  0:   50| [55] [√Double Chapter 6]
  1:   62| [45] [Watase explained the bomb situation to Natsuhiko and the others.]
  2:   67| [45] [Why disarming it was impossible, and why the lockdown end time had lagged.]
  3:   72| [45] [And how at this rate, everyone would die in the explosion--!]
  4:  119| [47] [Natsuhiko]
  5:  122| [45] ["Wh... what do we do!?"]
  6:  148| [47] [Watase]
  7:  151| [45] ["That's what I'd like us to think about. Is there anything we can do to survive...?"]
  8:  177| [47] [Watase]
  9:  180| [45] ["Please, everybody, lend us your wisdom!"]
 10:  185| [45] [Everyone's faces froze at that statement.]
 11:  190| [45] [--Only about 20 minutes remained until detonation.]
 12:  195| [45] [The nine survivors wracked their brains to come up with a way to survive together.]
 13:  203| [47] [Natsuhiko]
 14:  206| [45] ["All nine of us can move..."]
 15:  232| [47] [Watase]
 16:  235| [45] ["But we pretty much have nothing left that can bring about any major change to the current situation."]
 17:  264| [45] [Watase picked up the gun Kazami had dropped earlier.]
 18:  290| [47] [Watase]
 19:  293| [45] ["Even though we can kill each other with this thing... it has no survival usage whatsoever."]
 20:  298| [45] [Watase put away the gun in his pocket as he said that.]
 21:  324| [47] [Kazami]
 22:  327| [45] ["The only other usable things we have are the engine cutter... and at best, the air jack, right?"]
 23:  353| [47] [Ukita]
 24:  356| [45] ["I don't think either of those things will be of use now, though..."]
 25:  410| [47] [Mashiro]
 26:  413| [45] ["B-but we can't give up!"]
 27:  421| [47] [Mashiro]
 28:  424| [45] ["If we can't do something about the bomb, then let's all look for a way to escape!"]
 29:  478| [47] [Ena]
 30:  481| [45] ["I don't think it'll be easy... Can we really find something in just 20 minutes that we couldn't after six hours...?"]
 31:  535| [47] [Jun]
 32:  538| [45] ["Then could we hack into Brain Cell again and open the bulkheads!?"]
 33:  546| [47] [Natsuhiko]
 34:  549| [45] ["When we stole root authority, it activated something called a 'reactive barrier' which took out Alice Number 2."]
 35:  557| [47] [Natsuhiko]
 36:  560| [45] ["The hacking software my mother prepared for us isn't usable anymore, is it?"]
 37:  614| [47] [Yuuri]
 38:  617| [45] ["But can we try just to make sure...?"]
 39:  625| [47] [Natsuhiko]
 40:  628| [45] ["... Worth a shot, I guess."]
 41:  682| [45] [And so the survivors moved to the control room for the time being.]
 42:  811| [45] [There, they connected Alice Number 2 to Brain Cell.]
 43:  816| [45] [But of course, Brain Cell showed no reaction whatsoever.]
 44:  833| [47] [Natsuhiko]
 45:  836| [45] ["So it really was a one-time chance...!"]
 46:  841| [45] [Once Natsuhiko said that, Salyu murmured softly.]
 47:  921| [47] [Salyu]
 48:  924| [45] ["Alice..."]
 49:  932| [47] [Salyu]
 50:  935| [45] ["There's still Alice Number 1."]
 51:  943| [47] [Natsuhiko]
 52:  946| [45] ["Huh?"]
 53:  972| [47] [Salyu]
 54:  975| [45] ["Dr. Tenkawa installed various software onto Alice."]
 55:  983| [47] [Salyu]
 56:  986| [45] ["Even software whose purposes remain unknown to me."]
 57: 1012| [47] [Salyu]
 58: 1015| [45] ["It might include the hacking software..."]
 59: 1097| [45] [Without waiting for the others' response, Salyu connected Alice Number 1 to Brain Cell.]
 60: 1157| [45] [And then the three control terminals--]
 61: 1201| [47] [Natsuhiko]
 62: 1204| [45] ["Ah...!"]
 63: 1209| [45] [--each displayed the authentication screens.]
 64: 1217| [47] [Natsuhiko]
 65: 1220| [45] ["L-looks like it'll work!"]
 66: 1263| [47] [Mashiro]
 67: 1266| [45] ["But are you sure, Salyu!? If you use her to hack, then she'll break too, you know!?"]
 68: 1292| [47] [Salyu]
 69: 1295| [45] ["... Of course it's painful for me."]
 70: 1303| [47] [Salyu]
 71: 1306| [45] ["Because Alice is a part of me..."]
 72: 1332| [47] [Salyu]
