  0:   41| [55] [√Double Chapter3]
  1:   52| [45] [――その記憶は、宇喜多が被験体Ｎの死体を見ているところから始まった。]
  2:  128| [47] [宇喜多]
  3:  129| [45] [（な……なんと言う事だ……ッ！）]
  4:  134| [45] [彼女の傍らで、宇喜多は呆然と立ちすくんでいた。]
  5:  139| [45] [救いたいと願っていた少女の、無残な姿に愕然として。]
  6:  203| [47] [風見]
  7:  206| [45] [「ば……バイタルチェックを……」]
  8:  211| [45] [風見がそう言って被験体Ｎに駆け寄り、彼女の手首にバイタルチェッカーをはめる。]
  9:  237| [47] [風見]
 10:  240| [45] [「コンディション・オールレッド……」]
 11:  248| [47] [風見]
 12:  251| [45] [「瞳孔散大……」]
 13:  277| [47] [風見]
 14:  280| [45] [「守部、手伝いなさい。心肺蘇生を行います」]
 15:  307| [47] [洵]
 16:  310| [45] [「は、はい」]
 17:  315| [45] [すぐにレスキュー隊員の２人が被験体Ｎの身体を横たえ、心肺蘇生を開始した。]
 18:  373| [45] [心臓マッサージ１５回。]
 19:  378| [45] [人工呼吸２回。]
 20:  383| [45] [心臓マッサージ１５回。]
 21:  388| [45] [人工呼吸２回。]
 22:  393| [45] [だが被験体Ｎの瞳に、生命の光は戻らない。]
 23:  401| [47] [宇喜多]
 24:  404| [45] [「……無理だ」]
 25:  409| [45] [宇喜多はぽつりと言った。]
 26:  417| [47] [宇喜多]
 27:  420| [45] [「もう、死んでる……」]
 28:  425| [45] [――そう。被験体Ｎは死んでいる。]
 29:  430| [45] [それは誰の眼にも明らかな事実だった。]
 30:  435| [45] [なのにレスキューの２人は諦めない。]
 31:  440| [45] [心臓マッサージ１５回、人工呼吸２回。心臓マッサージ１５回、人工呼吸２回。]
 32:  445| [45] [宇喜多はもう１度、彼女らに囁く。]
 33:  453| [47] [宇喜多]
 34:  456| [45] [「君たちは、救えなかったんだ……」]
 35:  461| [45] [そして――]
 36:  469| [47] [宇喜多]
 37:  472| [45] [「……僕も……」]
 38:  477| [45] [その事実を認めたとたん、宇喜多の世界は急に色彩を失った。]
 39:  482| [47] [宇喜多]
 40:  483| [45] [（そう……僕は、彼女を救う事ができなかったのだ……）]
 41:  488| [47] [宇喜多]
 42:  489| [45] [（すまない……）]
 43:  494| [47] [宇喜多]
 44:  495| [45] [（すまない……すまない……すまない……）]
 45:  500| [47] [宇喜多]
 46:  501| [45] [（僕のせいだ……）]
 47:  506| [47] [宇喜多]
 48:  507| [45] [（僕が君を殺したんだ……）]
 49:  512| [47] [宇喜多]
 50:  513| [45] [（僕が君を救い出そうなどと、大それた事を考えたりしなければ……）]
 51:  535| [45] [――宇喜多の思考が加速していくのを、夏彦は呆然と見ていた。]
 52:  540| [47] [夏彦]
 53:  541| [45] [（こ、これは……まずかったか！？）]
 54:  546| [47] [夏彦]
 55:  547| [45] [（記憶修復が不充分だったのか！？）]
 56:  552| [45] [だがその判断ができないまま、夏彦はその記憶を見続ける。]
 57:  588| [45] [――そのとき宇喜多の中で、もう１人の宇喜多が呟いた。]
 58:  593| [47] [宇喜多]
 59:  594| [45] [（いや――果たして本当にそうだろうか？）]
 60:  599| [47] [宇喜多]
 61:  600| [45] [（本当に彼女が死んだのは、僕のせいなのか？）]
 62:  605| [47] [宇喜多]
