  0:   77| [55] [√Before Chapter 1]
  1:   85| [45] [After leaving school, Natsuhiko and Mashiro took a bus to the heart of the city.]
  2:  140| [45] [Right beside the bus stop was the shopping area.]
  3:  145| [45] [There stood a staggering amount of people.]
  4:  232| [47] [Mashiro]
  5:  235| [45] ["Hyah, it's so crowded."]
  6:  259| [47] [Natsuhiko]
  7:  262| [45] ["But we came all this way, so we can't back down now."]
  8:  288| [47] [Mashiro]
  9:  291| [45] ["Yeah, nothing ventured, nothing gained, I guess."]
 10:  324| [45] [Natsuhiko and Mashiro marched into the shopping area in high spirits.]
 11:  347| [45] [--About an hour later--]
 12:  407| [45] [Upon exiting the building, Mashiro stretched as she spoke.]
 13:  433| [47] [Mashiro]
 14:  436| [45] ["Man, I sure splurged, huh?"]
 15:  444| [47] [Natsuhiko]
 16:  447| [45] ["Oh shut up. You bought too many unnecessary things, you know?"]
 17:  452| [45] [Natsuhiko complained, both his arms burdened with bags.]
 18:  457| [45] [In addition to doing the groceries, Mashiro also stopped by a second-hand toy shop in the shopping area and made some purchases there.]
 19:  462| [45] [She bought old anime figures and magazines, data disks, and other various goods beyond Natsuhiko's comprehension.]
 20:  470| [47] [Natsuhiko]
 21:  473| [45] ["Geez. Can't believe you're making me carry all of this..."]
 22:  499| [47] [Mashiro]
 23:  502| [45] ["I couldn't help it! They had so many precious little treasures in there, you know?"]
 24:  528| [47] [Mashiro]
 25:  531| [45] ["Like this April 2020 issue of Animaze!"]
 26:  539| [47] [Mashiro]
 27:  542| [45] ["It has a special feature article on that one now-legendary anime director~"]
 28:  547| [45] [Mashiro started talking about the ten-year-old anime magazine she just bought.]
 29:  574| [47] [Mashiro]
 30:  577| [45] ["The director's masterpiece has got to be the national broadcast anime, 'Psychic Girl Beyond*BEYOND'..."]
 31:  603| [47] [Mashiro]
 32:  606| [45] ["And its super-rare radio drama is included on the magazine's supplemental data disk!"]
 33:  614| [47] [Mashiro]
 34:  617| [45] ["And there's even 30 pages of precious director interviews and production materials!"]
 35:  643| [47] [Mashiro]
 36:  646| [45] ["And they were selling it at list price! How could I -not- buy it!?"]
 37:  654| [47] [Natsuhiko]
 38:  657| [45] ["Hmm... well, that might be amazing, but I really don't understand its value at all."]
 39:  683| [47] [Mashiro]
 40:  686| [45] ["That's no good, Natsuhiko. 'You cannot see the treasure that lies before your eyes, and that is what makes you a truly sad human being'."]
 41:  694| [47] [Natsuhiko]
 42:  697| [45] ["What's that supposed to mean?"]
 43:  723| [47] [Mashiro]
 44:  726| [45] ["It's a famous quote from 'BeyoBEYO'. In anime episode 13."]
 45:  780| [47] [Natsuhiko]
 46:  783| [45] ["Oh, I see... Not that I care."]
 47:  788| [45] [One of Mashiro's bad habits was that she frequently quoted lines from anime and manga.]
 48:  793| [45] [But without the context of the lines, they didn't really leave much of an impression.%NMost of these so-called "famous quotes" of hers were like that.]
 49:  801| [47] [Natsuhiko]
 50:  804| [45] ["Geez... for an upstanding high school girl, you're such an otaku."]
 51:  830| [47] [Mashiro]
 52:  833| [45] ["Heheh. That word's been so overused by the general public that it's obsolete now, you know."]
 53:  849| [47] [Natsuhiko]
 54:  852| [45] ["Well, I guess I do feel a bit jealous that you can have so many hobbies, though."]
 55:  878| [47] [Mashiro]
 56:  881| [45] ["You really don't have any hobbies, do you, Natsuhiko? Why not take this opportunity to get your feet wet?"]
 57:  907| [47] [Mashiro]
 58:  910| [45] ["I think it'd be fun to teach you everything there is to know about manga, movies, games, and anime... teeheehee..."]
 59:  918| [47] [Natsuhiko]
