  0:   65| [55] [√After Chapter 4]
  1:   69| [45] [Watase nodded and was about to leave the room--]
  2:  115| [45] [When the body of the girl crossed his line of sight.]
  3:  120| [47] [Watase]
  4:  121| [45] [(...)]
  5:  126| [45] [A thought suddenly crossed his head, and so he called out to Jun.]
  6:  159| [47] [Watase]
  7:  162| [45] ["... Moribe."]
  8:  188| [47] [Jun]
  9:  191| [45] ["Hmm?"]
 10:  199| [47] [Watase]
 11:  202| [45] ["Are you sure you'll be okay in here all by yourself...?"]
 12:  263| [47] [Jun]
 13:  266| [45] ["Huh? What do you mean by th..."]
 14:  271| [45] [Jun suddenly gulped before she could finish.]
 15:  276| [45] [It seemed she'd only just now remembered she was alone with a body.]
 16:  284| [47] [Watase]
 17:  287| [45] ["Every time you see a body... you get really down, so..."]
 18:  310| [47] [Jun]
 19:  311| [45] ["..."]
 20:  316| [45] [Jun's face froze over at Watase's comment.]
 21:  321| [45] [But-- she quickly shook her head as if to wipe that away.]
 22:  347| [47] [Jun]
 23:  350| [45] ["... Yeah, you're right. I really am weak, huh?"]
 24:  358| [47] [Jun]
 25:  361| [45] ["Makes me remember Dojima and Hiyama..."]
 26:  369| [47] [Watase]
 27:  372| [45] ["You shouldn't be so down on yourself. Anyone would be that way after seeing something like that..."]
 28:  377| [45] [Jun laughed slightly.]
 29:  403| [47] [Jun]
 30:  406| [45] ["... You sure don't look that way. You look totally fine."]
 31:  414| [47] [Watase]
 32:  417| [45] ["I don't think I'd say that..."]
 33:  425| [47] [Jun]
 34:  428| [45] ["But you've seen just as many bodies as we have, yet you don't show any sorrow and just keep leading us on."]
 35:  436| [47] [Jun]
 36:  439| [45] ["You really are way stronger than I am, even without memories."]
 37:  465| [47] [Jun]
 38:  468| [45] ["... I'm sorry for looking down on you when this whole thing began. You really are our captain, amnesia or not."]
 39:  473| [45] [Watase couldn't help but let his true feelings out when he saw Jun look so guilty.]
 40:  481| [47] [Watase]
 41:  484| [45] ["... You've got it all wrong."]
 42:  510| [47] [Jun]
 43:  513| [45] ["Huh?"]
 44:  521| [47] [Watase]
 45:  524| [45] ["I just don't feel sad, that's all."]
 46:  532| [47] [Watase]
 47:  535| [45] ["Dojima and Hiyama died so cruelly, but it just doesn't feel real to me at all... more like something that happened in a TV show..."]
 48:  543| [47] [Watase]
 49:  546| [45] ["So I have no right at all to be called 'strong'."]
 50:  554| [47] [Watase]
 51:  557| [45] ["Maybe I just don't understand the value of life very well to begin with..."]
 52:  562| [45] [Jun then cut in before Watase could say any more.]
 53:  588| [47] [Jun]
 54:  591| [45] ["But you still tried to save Yuuri, remember?"]
 55:  599| [47] [Watase]
 56:  602| [45] ["Huh?"]
 57:  610| [47] [Jun]
