  0:  126| [55] [√After Chapter2]
  1:  133| [47] [渡瀬]
  2:  136| [45] [「だいたい考えてもみろ。カードスロットの修理なんて、オレたちにできると思うか？」]
  3:  162| [47] [宇喜多]
  4:  165| [45] [「それは僕に少し心得がある。機械には多少詳しいつもりなんでね」]
  5:  173| [47] [渡瀬]
  6:  176| [45] [「だが確証はない。そうだろ？」]
  7:  202| [47] [宇喜多]
  8:  205| [45] [「まぁ確かにやってみなければ、何とも言えないが……」]
  9:  231| [47] [洵]
 10:  234| [45] [「じゃあさ、時間もあまりないんだし、ここは２手に分かれない？」]
 11:  242| [47] [洵]
 12:  245| [45] [「あたしが宇喜多さんと一緒に、カードスロットのところに行くからさ」]
 13:  271| [47] [ユウリ]
 14:  274| [45] [「あ、あの……わたしも守部さんたちについて行きます……」]
 15:  300| [47] [風見]
 16:  303| [45] [「では、私と隊長で通路の確認へ向かいましょう。椿山さんはどうなさいますか？」]
 17:  311| [47] [恵那]
 18:  314| [45] [「消火の手伝いなんてできないし、私も守部さんたちについて行くわ」]
 19:  340| [47] [恵那]
 20:  343| [45] [「自分で意見を言っておいて、申し訳ないけれど……」]
 21:  351| [47] [渡瀬]
 22:  354| [45] [「いいさ、そんなこと気にするな」]
 23:  359| [45] [渡瀬はそう言うと、さっそく行動を開始した。]
 24:  501| [45] [連絡通路のセキュリティゲートを開けると、そこには煙と熱気が満ちていた。]
 25:  506| [45] [幸い、見える範囲に炎はない。]
 26:  511| [45] [だが曲がり角の向こうから、荒々しい燃焼音が聞えてくる。]
 27:  516| [45] [それを聞き、風見が強張った顔で言う。]
 28:  550| [47] [風見]
 29:  553| [45] [「隊長……引き返しましょう。ここは危険です」]
 30:  561| [47] [渡瀬]
 31:  564| [45] [「いや、この目で確認しない事には――行くぞ」]
 32:  569| [45] [渡瀬は消火ホースを構えた風見を従えて、連絡通路を奥へと進んだ。]
 33:  605| [45] [曲がり角に近づくほど空気中の熱量が増し、炎の咆哮も次第に大きくなっていく。]
 34:  665| [45] [やがて曲がり角を過ぎると、そこは――]
 35:  799| [47] [渡瀬]
 36:  802| [45] [「っっっ！」]
 37:  807| [45] [――業火の渦巻く世界だった。]
 38:  855| [47] [風見]
 39:  858| [45] [「隊長、下がって！」]
 40:  863| [45] [風見がそう言うや、すぐに放水を開始する。]
 41:  916| [45] [だが彼女がどれほど放水しようとも、火勢はまったく衰えない。]
 42:  924| [47] [風見]
 43:  927| [45] [「隊長、やはり無理です！　撤収しましょう！」]
 44:  935| [47] [渡瀬]
 45:  938| [45] [「いや――」]
 46:  943| [45] [渡瀬は熱波と水蒸気の中に踏み止まると、燃え盛る炎に目を凝らした。]
 47:  948| [45] [火災範囲は、およそ５ｍ――。]
 48:  953| [45] [その向こう側の空間に、第３エリアへ続くセキュリティゲートがある。]
 49: 1016| [47] [渡瀬]
 50: 1017| [45] [（距離は……あのときの水溜りと、だいたい同じくらいだな……）]
 51: 1082| [45] [――ならば、やってやれないことはない。]
 52: 1087| [45] [助走をつけようと後ろに下がった渡瀬に気付き、風見が悲鳴じみた声で言う。]
 53: 1151| [47] [風見]
 54: 1154| [45] [「隊長、何をなさるおつもりですか！？」]
 55: 1197| [47] [渡瀬]
 56: 1200| [45] [「――大丈夫だ！」]
 57: 1220| [45] [渡瀬はそう答えると、３歩の助走で地を蹴った。]
 58: 1237| [47] [渡瀬]
 59: 1240| [45] [「ハッ！」]
 60: 1377| [45] [直後――視界は炎に包まれた。]
 61: 1382| [45] [髪が、肌が、瞬時にジュッと焼け焦げる。]
 62: 1387| [45] [そして、その痛みに歯を食いしばった時――]
