  0:   40| [55] [√Before Chapter 7]
  1:   55| [45] [That was a path that only people authorized by LABO could traverse.]
  2:   60| [45] [A direct 10 km path without any forks or exits.]
  3:   65| [45] [Their footsteps echoed through the overwhelming silence.]
  4:   70| [45] [Eventually, Salyu looked to the side of the street and whispered.]
  5:  139| [47] [Salyu]
  6:  142| [45] ["Natsuhiko, another camera."]
  7:  240| [45] [On the other side of her gaze was a surveillance camera.]
  8:  248| [47] [Natsuhiko]
  9:  251| [45] ["Okay, then, Salyu, if you will."]
 10:  277| [47] [Salyu]
 11:  280| [45] ["Understood. Wait just a bit."]
 12:  310| [45] [Salyu softly stepped toward the surveillance camera post and connected Alice.]
 13:  315| [45] [They had already neutralized seven cameras like this.]
 14:  347| [47] [Mashiro]
 15:  350| [45] ["... We've already been walking for about an hour, huh?"]
 16:  376| [47] [Mashiro]
 17:  379| [45] ["We're still about halfway, huh. Think we should hurry it up a bit?"]
 18:  387| [47] [Natsuhiko]
 19:  390| [45] ["No, let's slow down the pace. We'll get there even later if we use up all our stamina."]
 20:  395| [45] [Salyu returned as Natsuhiko finished speaking.]
 21:  449| [47] [Salyu]
 22:  452| [45] ["Natsuhiko, Mashiro, I'm done."]
 23:  460| [47] [Natsuhiko]
 24:  463| [45] ["Good. Salyu, let's walk from here on."]
 25:  489| [47] [Salyu]
 26:  492| [45] ["That would be wise. Judging by the state the inspection gate was in, I don't believe the terrorists have started heading to LABO yet."]
 27:  535| [45] [The kids walked off into the silence once more.]
 28:  540| [45] [A sense of loneliness overcame them, as if they had walked into a world all their own.]
 29:  605| [47] [Mashiro]
 30:  608| [45] ["... Hey, Natsuhiko."]
 31:  616| [47] [Natsuhiko]
 32:  619| [45] ["Hmm, what?"]
 33:  645| [47] [Mashiro]
 34:  648| [45] ["You said we were going to go directly to LABO and tell them about the existence of a sleeper agent, but who exactly do you intend to tell?"]
 35:  656| [47] [Mashiro]
 36:  659| [45] ["The security guards could secretly be criminals too like what happened with the PRC, right?"]
 37:  667| [47] [Natsuhiko]
 38:  670| [45] ["...!"]
 39:  675| [45] [That indeed was a possibility.]
 40:  680| [45] [The sleeper agent might not be Ukita. There might also be more than one.]
 41:  688| [47] [Natsuhiko]
 42:  691| [45] ["Guess we've got no choice but to use empathy and look for someone we can trust..."]
 43:  696| [45] [Once Natsuhiko said that, Salyu quietly spoke up.]
 44:  729| [47] [Salyu]
 45:  732| [45] ["No... I think we should go see Dr. Tenkawa."]
 46:  784| [47] [Natsuhiko]
 47:  787| [45] ["Why Mom? She didn't listen to us yesterday, remember?"]
 48:  795| [47] [Natsuhiko]
 49:  798| [45] ["There's a high possibility she won't take us seriously again."]
 50:  806| [47] [Salyu]
 51:  809| [45] ["I know."]
 52:  817| [47] [Natsuhiko]
 53:  820| [45] ["She's selfish. She doesn't listen to me... She never has."]
 54:  825| [47] [Salyu]
 55:  826| [45] ["..."]
 56:  834| [47] [Natsuhiko]
 57:  837| [45] ["So why Mom? I can't rely on her for--"]
 58:  845| [47] [Salyu]
 59:  848| [45] ["You should still believe in her, Natsuhiko."]
 60:  853| [45] [Salyu interrupted.]
 61:  858| [45] [She spoke in a tone that wouldn't take no for an answer.]
 62:  866| [47] [Natsuhiko]
 63:  869| [45] ["... Huh?"]
 64:  895| [47] [Salyu]
 65:  898| [45] ["The professor does worry about you, Natsuhiko. You just don't realize how much she does."]
 66:  924| [47] [Salyu]
 67:  927| [45] ["Have you forgotten? The reason I was given the duty to protect you was because of the professor's orders to begin with."]
 68:  935| [47] [Natsuhiko]
 69:  938| [45] ["!"]
 70:  943| [45] [Now that she mentioned it, that was true.]
 71:  948| [45] [He should've known that for days. Ever since Salyu had come to the house. And yet--]
 72:  956| [47] [Salyu]
 73:  959| [45] ["Judging by that point alone, the professor must deeply worry about your safety. Am I wrong?"]
 74:  967| [47] [Natsuhiko]
 75:  970| [45] ["B-but why would Mom do something like that...?"]
 76:  996| [47] [Salyu]
 77:  999| [45] ["I haven't heard the detailed circumstances myself."]
 78: 1025| [47] [Salyu]
 79: 1028| [45] ["But this is what the professor told me right before I arrived at the Tenkawa residence:"]
 80: 1054| [47] [Salyu]
 81: 1057| [45] ["'Not even the strongest fortification can guarantee perfect safety. This town has several holes.'"]
 82: 1065| [47] [Salyu]
 83: 1068| [45] ["'As a Rank S Aptitude Communicator, Natsuhiko is at a higher risk of danger than other Communicators.'"]
 84: 1076| [47] [Salyu]
 85: 1079| [45] ["'But I cannot stay with him at all times. So I want you to protect Natsuhiko for me, Yui.'"]
 86: 1087| [47] [Natsuhiko]
 87: 1090| [45] ["Mom said that...?"]
 88: 1095| [45] [It was hard to believe at first-- but part of it sounded familiar.]
 89: 1100| [47] [Natsuhiko]
 90: 1101| [45] [(Then you mean... that's what that voice meant?)]
 91: 1106| [45] [The mental voice he had heard from his mother yesterday.]
 92: 1111| [45] ["I knew it. He hates me. But until all the work is complete, it'd be best if I avoided him..."]
 93: 1116| [45] [Natsuhiko was rendered speechless as Salyu continued.]
 94: 1142| [47] [Salyu]
 95: 1145| [45] ["... The professor said this too."]
 96: 1153| [47] [Salyu]
 97: 1156| [45] ["'Both Natsuhiko's mind and yours are lacking in some areas. But that's exactly why you can complete each other.'"]
 98: 1164| [47] [Salyu]
 99: 1167| [45] ["'I have high hopes for you, Yui. Hopes that you can give Natsuhiko what I cannot.'"]
100: 1175| [47] [Salyu]
