  0:   41| [55] [√Before Chapter 5]
  1:   61| [45] [--Mashiro guided Natsuhiko and Salyu to a certain place in the outskirts of town.]
  2:  157| [45] [There lay the ruins of a burned down hospital.]
  3:  162| [45] [Soot still clung to the site in places, and shards of glass were scattered about everywhere.]
  4:  170| [47] [Mashiro]
  5:  173| [45] ["This is the Old Rokumei City Hospital Ruins... As I said before, it's the remains of Q's destructive activity."]
  6:  181| [47] [Natsuhiko]
  7:  184| [45] ["This..."]
  8:  189| [45] [This was a place that Natsuhiko certainly did remember.]
  9:  194| [45] [When he was young, he had come here with Yuuri and Mashiro on a dare.]
 10:  272| [47] [Mashiro]
 11:  275| [45] ["Remember now, Natsuhiko?"]
 12:  283| [47] [Natsuhiko]
 13:  286| [45] ["Yeah... though at the time I didn't realize this place had that kind of story behind it..."]
 14:  339| [47] [Salyu]
 15:  342| [45] ["Why is was it burned this badly?"]
 16:  347| [45] [Mashiro took one look around the burned vestiges before answering.]
 17:  400| [47] [Mashiro]
 18:  403| [45] ["Long ago, this was the biggest hospital in the city. All the citizens were familiar with it."]
 19:  429| [47] [Mashiro]
 20:  432| [45] ["But one night 16 years ago... it was set on fire."]
 21:  458| [47] [Mashiro]
 22:  461| [45] ["And the ones who set the fire were said to be Q members. It was the first incident they had caused."]
 23:  514| [47] [Salyu]
 24:  517| [45] ["Did they catch the criminal?"]
 25:  570| [47] [Mashiro]
 26:  573| [45] ["Yeah... at least the one that set fire to this place."]
 27:  581| [47] [Natsuhiko]
 28:  584| [45] ["What do you mean 'at least'?"]
 29:  610| [47] [Mashiro]
 30:  613| [45] ["There wasn't just one criminal."]
 31:  639| [47] [Mashiro]
 32:  642| [45] ["Dozens of fires went off in the city at the same time that night."]
 33:  650| [47] [Mashiro]
 34:  653| [45] ["They're still not sure if they caught all of the criminals."]
 35:  679| [47] [Mashiro]
 36:  682| [45] ["That incident has come to be called 'The Great Rokumei City Arson'."]
 37:  690| [47] [Natsuhiko]
 38:  693| [45] ["The Great Rokumei City Arson..."]
 39:  698| [45] [Natsuhiko faintly remembered hearing about that incident before.]
 40:  703| [45] [Unfortunately, all he remembered was that such a thing had happened.]
 41:  708| [45] [Since there were so many victims in that incident, it was not an easy subject to broach. Furthermore, Natsuhiko never considered actively attempting to research it.]
 42:  716| [47] [Natsuhiko]
 43:  719| [45] ["... But Mashiro, how do you know this was the work of Q?"]
 44:  745| [47] [Mashiro]
 45:  748| [45] ["It was simple enough to find out with a short net search last night."]
 46:  774| [47] [Mashiro]
 47:  777| [45] ["So what I'm about to say might just be secondhand information from the net, but--"]
 48:  803| [47] [Mashiro]
 49:  806| [45] ["Q apparently formed around that time."]
 50:  814| [47] [Mashiro]
 51:  817| [45] ["Since there were many Communicators in the city at the time... it was an obvious target for them."]
 52:  825| [47] [Natsuhiko]
 53:  828| [45] ["Did they already call themselves such a weird name back then?"]
 54:  854| [47] [Mashiro]
 55:  857| [45] ["No. The first name Q took was the Anti-BC League."]
 56:  883| [47] [Mashiro]
 57:  886| [45] ["Anti-BC League members were arrested for the Great Rokumei City Arson, but..."]
 58:  894| [47] [Mashiro]
 59:  897| [45] ["Apparently it wasn't until after those members were discharged from prison that they began to call themselves Q."]
 60:  923| [47] [Mashiro]
 61:  926| [45] ["The reason and origin behind the name are still unknown, though."]
 62:  934| [47] [Natsuhiko]
 63:  937| [45] ["I see... But the old name sounds more terrorist-like to me, though."]
 64:  990| [47] [Salyu]
 65:  993| [45] ["In any case, Mashiro, if the fires happened over 16 years ago, why hasn't this building been demolished yet?"]
 66: 1046| [47] [Mashiro]
 67: 1049| [45] ["Someone probably didn't want it to be demolished... someone who didn't want the effects of the incident to fade away."]
 68: 1109| [45] [They looked around. Sure enough, the place looked like a scene frozen in time.]
 69: 1114| [45] [It had probably been left alone as-is for 16 years.]
