  0:   77| [55] [√Before Chapter 2]
  1:   81| [45] [But-- by the time they reached the house, Natsuhiko noticed something strange.]
  2:   89| [47] [Natsuhiko]
  3:   92| [45] ["Huh?"]
  4:   97| [45] [There was a jet black car parked out in front of his house.]
  5:  123| [47] [Mashiro]
  6:  126| [45] ["Now that's an expensive-looking car. Whose do you think it is?"]
  7:  134| [47] [Natsuhiko]
  8:  137| [45] ["Beats me..."]
  9:  177| [45] [With his head tilted to the side, Natsuhiko walked past the car and entered his home.]
 10:  318| [45] [They took their shoes off at the entrance and headed to the living room when--]
 11:  372| [47] [Natsuhiko]
 12:  375| [45] ["I'm... home!?"]
 13:  380| [45] [Natsuhiko and Mashiro were greeted by an unbelievable sight.]
 14:  511| [47] [Natsuhiko & Mashiro]
 15:  514| [45] ["Salyu!?"]
 16:  690| [45] [Salyu was there in the Tenkawas' living room.]
 17:  759| [45] [Yuuri was standing there next to her with a smile.]
 18:  858| [47] [Mashiro]
 19:  861| [45] ["Wh... what's this!?"]
 20:  869| [47] [Natsuhiko]
 21:  872| [45] ["Salyu, why are you in my house!?"]
 22:  880| [47] [Salyu]
 23:  883| [45] ["Because I'm going to live here starting today."]
 24:  891| [47] [Natsuhiko]
 25:  894| [45] ["Wha!? You too? Why...!?"]
 26:  902| [47] [Natsuhiko]
 27:  905| [45] ["Yuuri, did you hear anything about this?"]
 28:  931| [47] [Yuuri]
 29:  934| [45] ["Mmm~"]
 30:  939| [45] [Yuuri didn't clearly answer whether or not she knew about the situation.]
 31:  944| [45] [Salyu spoke to Natsuhiko without giving Yuuri a single glance.]
 32:  970| [47] [Salyu]
 33:  973| [45] ["The decision's been set in stone. There's no more room for argument."]
 34:  999| [47] [Mashiro]
 35: 1002| [45] ["Set in stone...!?"]
 36: 1010| [47] [Natsuhiko]
 37: 1013| [45] ["Wait, for starters, why does it have to be -our- house?"]
 38: 1039| [47] [Salyu]
 39: 1042| [45] ["Well--"]
 40: 1047| [45] [At that moment, a voice rang out from further inside the room.]
 41: 1055| [47] [???]
 42: 1058| [45] ["It was my suggestion."]
 43: 1084| [47] [Natsuhiko]
 44: 1087| [45] ["!?"]
 45: 1092| [45] [Natsuhiko turned to the voice in disbelief--]
 46: 1399| [47] [Miyoko]
 47: 1402| [45] ["It's been a while, hasn't it, Natsuhiko?"]
