  0:   77| [55] [√Before Chapter 1]
  1:   91| [45] [First period, "Parapsychology"--]
  2:   96| [45] [A particularly important part of Rokumei Academy's curriculum. Its lessons take place in a special "BC room".]
  3:  157| [45] [The course teacher, Ena Tsubakiyama, stood at the podium with her pointer directed at the screen.]
  4:  165| [47] [Ena]
  5:  168| [45] ["--As the ages change, so too do humanity's means of communication."]
  6:  173| [47] [Natsuhiko]
  7:  174| [45] [(This lecture again... Prof. Tsubakiyama really loves this story, huh.)]
  8:  179| [45] [Ena would often tell stories about BC like this. However, today's story was unusually basic information.]
  9:  251| [47] [Ena]
 10:  254| [45] ["Long ago, the humans who communicated their ideas through mere actions and gestures eventually developed the spoken word."]
 11:  262| [47] [Ena]
 12:  265| [45] ["Then writing was born, and not long afterwards, the printing press, the telegraph, the telephone, and the internet... A communication evolution, so to speak."]
 13:  273| [47] [Ena]
 14:  276| [45] ["But at the turn of the century-- human communication came upon a major upheaval."]
 15:  284| [47] [Ena]
 16:  287| [45] ["Indeed, as you all know! That upheaval was the discovery of BC!"]
 17:  299| [45] [Ena controlled the computer as she spoke--]
 18:  374| [45] [--and text appeared on the screen.]
 19:  547| [47] [Ena]
 20:  550| [45] ["Beyond Communication! A new method to convey ideas without the use of language as an intermediary!"]
 21:  558| [47] [Ena]
 22:  561| [45] ["People of the past would simply write it off as ESP, wouldn't they?"]
 23:  569| [47] [Ena]
 24:  572| [45] ["However, this is no matter of the occult."]
 25:  580| [47] [Ena]
 26:  583| [45] ["The word 'occult' itself is derived from the Latin word for 'conceal' or 'hide'. Such a widely accepted phenomenon can no longer be considered part of the occult."]
 27:  625| [45] [Ena was exactly right.]
 28:  630| [45] [People who can use BC, popularly known as "Communicators"--]
 29:  635| [45] [--have made their existence known worldwide for the past 16 years or so.]
 30:  643| [47] [Ena]
 31:  646| [45] ["The historical turning point was in 2014. The year BC's existence was more or less proven scientifically."]
 32:  654| [47] [Ena]
 33:  657| [45] ["And just like clockwork, several Communicators started to be born worldwide that same year."]
 34:  714| [45] [New text appeared on the screen as Ena spoke.]
 35:  720| [45] [2014 was the year Natsuhiko and Mashiro were born.]
