  0:   14| [55] [√Before Chapter 3]
  1:   18| [45] [As they sipped some after-dinner coffee, Natsuhiko and the girls sighed contentedly.]
  2:  176| [47] [Natsuhiko]
  3:  179| [45] ["Ahh... that was delicious..."]
  4:  187| [47] [Yuuri]
  5:  190| [45] ["Mm~... My tummy's so full..."]
  6:  232| [47] [Salyu]
  7:  235| [45] ["... I saw the vastness of space."]
  8:  240| [45] [Even Salyu spoke incomprehensibly as her eyes drooped.]
  9:  266| [47] [Mashiro]
 10:  269| [45] ["That's great~ I made a lot of dishes I've never made before, so I was a little worried."]
 11:  295| [47] [Mashiro]
 12:  298| [45] ["'I learned by imitation, but it turned out great!'"]
 13:  321| [45] [Mashiro tensed her voice as she spoke, causing Salyu to tilt her head in confusion.]
 14:  347| [47] [Salyu]
 15:  350| [45] ["Mashiro, sometimes you seem to change the way you talk... Was that supposed to be a male voice?"]
 16:  376| [47] [Mashiro]
 17:  379| [45] ["Ugh, you called me out so calmly. That's kinda embarrassing, you know...?"]
 18:  384| [45] [Natsuhiko thought that if it really were that embarrassing, she should've just not said it at all. Regardless, he joined in the conversation.]
 19:  392| [47] [Natsuhiko]
 20:  395| [45] ["Ah, don't mind that. Mashiro just has this habit of quoting lines from manga and anime."]
 21:  421| [47] [Mashiro]
 22:  424| [45] ["Man, I'm so ashamed. But I can't help it because I love that stuff."]
 23:  500| [47] [Yuuri]
 24:  503| [45] ["What about you, Salyu? I've heard that manga and anime are popular in France."]
 25:  581| [47] [Natsuhiko]
 26:  584| [45] ["True. So what about you, Salyu?"]
 27:  610| [47] [Salyu]
 28:  613| [45] ["Huh?"]
 29:  621| [47] [Natsuhiko]
 30:  624| [45] ["Do you have any interest in manga or anime?"]
 31:  647| [45] [They asked even though it didn't look likely. Salyu thought for a second before answering.]
 32:  673| [47] [Salyu]
 33:  676| [45] ["I haven't watched or read either, but... I do read novels."]
 34:  702| [47] [Mashiro]
 35:  705| [45] ["Ah, that's right. You were even reading a book in the classroom, right? What kinds of novels do you like?"]
 36:  731| [47] [Salyu]
 37:  734| [45] ["Sci-fi."]
 38:  760| [47] [Mashiro]
 39:  763| [45] ["Sigh fidelity?"]
 40:  771| [47] [Salyu]
 41:  774| [45] ["Science fiction. I particularly like the ones from the last century."]
 42:  800| [47] [Natsuhiko]
 43:  803| [45] ["Huh... didn't think you were into that kinda thing."]
 44:  811| [47] [Mashiro]
 45:  814| [45] ["Ah, I've read some of those too~ Just the juvenile-ish ones, though."]
 46:  840| [47] [Salyu]
 47:  843| [45] ["Like the ones by 'Alice'?"]
