  0:   56| [55] [√After Chapter3]
  1:   63| [47] [渡瀬]
  2:   66| [45] [「――よし、完璧だ！」]
  3:  128| [47] [洵]
  4:  131| [45] [「や……やった！　やったやったやったよぉ！」]
  5:  136| [45] [隙間は狭いが、体の大きな渡瀬でも充分通れそうだ。]
  6:  141| [45] [その向こうの暗がりに、リフトのコントロールパネルらしきものが見える。]
  7:  168| [47] [ユウリ]
  8:  171| [45] [「よかった……！」]
  9:  199| [47] [恵那]
 10:  202| [45] [「ね？　これでもう安心よ」]
 11:  321| [47] [宇喜多]
 12:  324| [45] [「どうやら、上手く行ったようだね？」]
 13:  332| [47] [風見]
 14:  335| [45] [「えぇ、すみませんでした宇喜多さん。民間の方に手伝っていただいて」]
 15:  361| [47] [宇喜多]
 16:  364| [45] [「いやなに、ここから脱出できるなら何でもするさ」]
 17:  369| [45] [問題のゲートが通れるようになった事で、みんなの表情は明るかった。]
 18:  458| [45] [渡瀬の顔にも、自然と笑みが浮かぶ。]
 19:  463| [47] [渡瀬]
 20:  464| [45] [（よかった……ようやく、脱出経路が確保できた）]
 21:  469| [45] [要救助者はまだ全員見つかったわけではないが、これで少なくともユウリ・恵那・宇喜多を脱出させる事はできる。]
 22:  474| [45] [そうすればＡＤの数ももう心配ない。外からレスキュー隊の仲間を呼ぶ事もできるだろう。]
 23:  479| [45] [渡瀬は安堵しつつ、メンバーの顔を見回し――]
 24:  572| [45] [そして風見に歩み寄り、囁いた。]
 25:  580| [47] [渡瀬]
 26:  583| [45] [「やったな、橘」]
 27:  609| [47] [風見]
 28:  612| [45] [「え……」]
 29:  620| [47] [渡瀬]
 30:  623| [45] [「お前のおかげだ。みんなをここまで引っ張ってくれたからだよ」]
 31:  649| [47] [風見]
 32:  652| [45] [「い、いえ……隊長のお力があればこそです」]
 33:  657| [45] [風見は照れているのか、頬をかすかに赤らめて言う。]
 34:  723| [45] [そして洵に笑いかけた。]
 35:  731| [47] [渡瀬]
 36:  734| [45] [「やったな、守部！」]
 37:  760| [47] [洵]
 38:  763| [45] [「うん！」]
 39:  789| [47] [洵]
 40:  792| [45] [「それもこれも、全部このエンジンカッターのお陰だね？」]
 41:  800| [47] [渡瀬]
 42:  803| [45] [「お前、本当にそれが好きだな。目が怖いぞ」]
 43:  829| [47] [洵]
 44:  832| [45] [「てへっ、よく言われるよ」]
 45:  837| [45] [洵は照れたように笑い、渡瀬も笑みを返す。]
 46:  903| [45] [そして恵那に歩み寄り、言った。]
 47:  911| [47] [渡瀬]
 48:  914| [45] [「先生、今までありがとな」]
 49:  940| [47] [恵那]
 50:  943| [45] [「え……？」]
 51:  951| [47] [渡瀬]
 52:  954| [45] [「ここまで色々と、オレのことを励ましてくれただろ？」]
 53:  980| [47] [恵那]
 54:  983| [45] [「……いいのよ別に、そんなこと」]
 55:  991| [47] [渡瀬]
