  0:   51| [55] [√After Chapter 1]
  1:   65| [45] [Once they had left the staircase behind them, Kazami walked towards a nearby room and began talking.]
  2:  127| [47] [Kazami]
  3:  130| [45] ["This is our makeshift base."]
  4:  156| [47] [Kazami]
  5:  159| [45] ["Whenever you want to enter a room, all you have to do is press this button here and the door will open right up."]
  6:  170| [45] [Kazami pressed a button next to the door, causing it to open up just as she'd said it would.]
  7:  219| [45] [On the other side was a small office about 9 meters long.]
  8:  224| [45] [Various pieces of machinery-- apparently the equipment that Kazami and Jun had brought with them-- were lying in a corner.]
  9:  287| [47] [Kazami]
 10:  290| [45] ["I'll explain the structure of LABO to you first, Captain. Please come over here."]
 11:  298| [47] [Watase]
 12:  301| [45] ["Yeah, much appreciated."]
 13:  306| [45] [Kazami took a pen from the desk and drew a simple map on the back of a piece of paper.]
 14:  407| [47] [Kazami]
 15:  410| [45] ["This round area located in the center is a special advanced experiment area where the supposedly melted down nuclear reactor is located-- it's known as 'Area N'."]
 16:  418| [47] [Kazami]
 17:  421| [45] ["Area N is surrounded by six other areas."]
 18:  429| [47] [Kazami]
 19:  432| [45] ["Each area has an inner ring and an outer ring, with the former being slightly smaller than the latter."]
 20:  458| [47] [Kazami]
 21:  461| [45] ["Furthermore, each area has four floors in total-- two surface floors and two basement floors--"]
 22:  469| [47] [Kazami]
 23:  472| [45] ["However, as I informed you earlier, all the entrances and exits that lead to the surface are blocked by bulkheads."]
 24:  480| [47] [Watase]
 25:  483| [45] ["I see... meaning we can only access floors B1 and B2."]
 26:  491| [47] [Watase]
 27:  494| [45] ["So where are we now?"]
 28:  520| [47] [Kazami]
 29:  523| [45] ["Right here--"]
 30:  586| [47] [Kazami]
 31:  589| [45] ["Floor B2, in Area 2's inner ring."]
 32:  597| [47] [Kazami]
 33:  600| [45] ["We found you lying right around here, in the inner ring of Area 1."]
 34:  681| [47] [Kazami]
 35:  684| [45] ["Moribe and I conducted a search of Areas 1 and 2 in the two hours since the bulkheads came down..."]
 36:  692| [47] [Kazami]
 37:  695| [45] ["But we were unable to find any other survivors apart from you and Ms. Yuuri. And naturally, the same goes for any escape routes."]
 38:  776| [47] [Kazami]
 39:  779| [45] ["Both areas have an emergency staircase that leads to the surface, but we've confirmed that they've all been sealed off by bulkheads."]
 40:  787| [47] [Kazami]
 41:  790| [45] ["And with the exception of one located in Area 2's inner ring, all of the staircases have collapsed due to the explosions."]
 42:  853| [47] [Watase]
