  0:   86| [55] [√After Chapter 1]
  1:  100| [45] [The frozen image depicted three children.]
  2:  105| [45] [There was a boy with glasses and a blonde girl. They couldn't make out the face of the last one, but it appeared to be a girl as well.]
  3:  110| [45] [They were all wearing what appeared to be school uniforms.]
  4:  115| [45] [It was then that Ena and Jun both spoke at the same time.]
  5:  123| [47] [Ena]
  6:  126| [45] ["It can't be! Why are Mr. Tenkawa and the others here!?"]
  7:  134| [47] [Jun]
  8:  137| [45] ["Huh!? Then those two are Mashiro and Louise!?"]
  9:  145| [47] [Watase]
 10:  148| [45] ["Huh? The two of you know them?"]
 11:  156| [47] [Ena]
 12:  159| [45] ["Of course I do! I'm the long-term sub for their homeroom teacher."]
 13:  167| [47] [Jun]
 14:  170| [45] ["I just happened to get to know those kids last week..."]
 15:  178| [47] [Watase]
 16:  181| [45] ["What!?"]
 17:  280| [45] [Watase's surprise only furthered with Ukita's following comment.]
 18:  288| [47] [Ukita]
 19:  291| [45] ["Truth is, I'm familiar with those kids myself."]
 20:  299| [47] [Watase]
 21:  302| [45] ["How so?"]
 22:  310| [47] [Ukita]
 23:  313| [45] ["Well, not only do I live next door to that boy, but his mother happens to be one of my coworkers here. That's how."]
 24:  321| [47] [Watase]
 25:  324| [45] ["Then did they come to see his mother?"]
 26:  350| [47] [Ukita]
 27:  353| [45] ["Sorry... but I don't know the answer to that either..."]
 28:  361| [47] [Ukita]
 29:  364| [45] ["Anyway, there are several other images just like this one. And the last one--"]
 30:  390| [47] [Ukita]
 31:  393| [45] ["Was taken in Area 5 at 7:12 AM."]
 32:  398| [45] [When he heard that, Watase instantly understood what Ukita was getting at.]
 33:  406| [47] [Watase]
 34:  409| [45] ["Wait... if they were down here at 7:12 AM, and the bulkheads were lowered at 7 AM..."]
 35:  435| [47] [Ukita]
 36:  438| [45] ["Right. That means that there are at least three others aside from us who are trapped here in LABO."]
 37:  446| [47] [Watase]
 38:  449| [45] ["What...!?"]
 39:  471| [45] [Watase looked back to the image on the monitors.]
 40:  476| [47] [Watase]
 41:  477| [45] [(What were they doing here?)]
 42:  482| [45] [Did they really come here to visit the boy's mother? Or was there some other reason--]
 43:  490| [47] [Watase]
 44:  493| [45] ["Hey, Teach... what're their names?"]
 45:  502| [47] [Ena]
 46:  505| [45] ["The boy is 'Natsuhiko Tenkawa'."]
 47:  515| [47] [Ena]
 48:  518| [45] ["The two girls are 'Mashiro Toba' and 'Louise Yui Sannomiya'."]
 49:  523| [47] [Watase]
 50:  524| [45] ["..."]
 51:  529| [45] [All those names sounded vaguely familiar to him.]
 52:  534| [45] [He felt a kinship from them, like he'd known them all for a long time.]
 53:  539| [47] [Watase]
 54:  540| [45] [(Could it be...)]
 55:  545| [47] [Watase]
 56:  546| [45] [(That I went down to the basement to save these kids?)]
 57:  605| [45] [He turned to Ukita as he pondered that.]
 58:  613| [47] [Watase]
 59:  616| [45] ["Are you sure that those kids are still trapped here?"]
 60:  642| [47] [Ukita]
 61:  645| [45] ["Well, I certainly can't confirm that, but I'm pretty sure of it."]
 62:  650| [45] [Ukita pointed to a phone in the corner of the room.]
 63:  676| [47] [Ukita]
 64:  679| [45] ["The emergency phone is dead, and my PDA isn't getting any reception."]
 65:  706| [47] [Jun]
 66:  709| [45] ["We tried those both ourselves, but it didn't work out either."]
 67:  714| [45] [Ena suddenly perked her head up once she heard that.]
 68:  742| [47] [Ena]
 69:  745| [45] ["I've got an idea. Can anyone here use 'BC'?"]
 70:  753| [47] [Watase]
 71:  756| [45] ["Huh... 'Bee See'?"]
 72:  782| [47] [Ena]
 73:  785| [45] ["Right, like telepathy."]
 74:  811| [47] [Ena]
 75:  814| [45] ["If we can use that to get in contact with the outside, then I think we can learn more about what's going on."]
