  0:   65| [55] [√After Chapter4]
  1:   69| [45] [渡瀬がうなずき、その小部屋を出ようとした時――]
  2:  115| [45] [例の少女の遺体が、またも視界に入った。]
  3:  120| [47] [渡瀬]
  4:  121| [45] [（……）]
  5:  126| [45] [それが気になり、渡瀬は洵に声をかける。]
  6:  159| [47] [渡瀬]
  7:  162| [45] [「……守部」]
  8:  188| [47] [洵]
  9:  191| [45] [「ん？」]
 10:  199| [47] [渡瀬]
 11:  202| [45] [「お前、大丈夫か……？　この部屋で１人っきりで……」]
 12:  263| [47] [洵]
 13:  266| [45] [「え、それってどういう意味……っ」]
 14:  271| [45] [洵はそう言いかけ、息を呑んだ。]
 15:  276| [45] [遺体の存在を思い出したらしい。]
 16:  284| [47] [渡瀬]
 17:  287| [45] [「お前、今まで遺体を見た時……ずいぶん、参っていたから……」]
 18:  310| [47] [洵]
 19:  311| [45] [「……」]
 20:  316| [45] [渡瀬が言うと、洵は表情を強張らせた。]
 21:  321| [45] [だが――すぐにそれを振り切るように、頭を振る。]
 22:  347| [47] [洵]
 23:  350| [45] [「……あーダメだ。確かにけっこう弱ってるね、あたし」]
 24:  358| [47] [洵]
 25:  361| [45] [「先輩たちの姿、思い出しちゃって……」]
 26:  369| [47] [渡瀬]
 27:  372| [45] [「仕方ないさ。あんな光景見たら、誰だって……」]
 28:  377| [45] [渡瀬が言うと、洵はかすかに笑った。]
 29:  403| [47] [洵]
 30:  406| [45] [「……隊長は、平気みたいだね」]
 31:  414| [47] [渡瀬]
 32:  417| [45] [「平気って事はないが……」]
 33:  425| [47] [洵]
 34:  428| [45] [「だけどたくさんの死を見てもさ、悲しみなんかおくびにも出さず、あたしたちを引っ張ってさ」]
 35:  436| [47] [洵]
 36:  439| [45] [「やっぱり隊長は、あたしよりずっと強いよ。記憶喪失でも変わりなくね」]
 37:  465| [47] [洵]
 38:  468| [45] [「……最初の頃、偉そうなこと言ってごめんね。やっぱり隊長は隊長だよ」]
 39:  473| [45] [申し訳なさそうに言う洵に、渡瀬は思わず本音を漏らした。]
 40:  481| [47] [渡瀬]
 41:  484| [45] [「……違うんだよ、守部」]
 42:  510| [47] [洵]
 43:  513| [45] [「違うって？」]
 44:  521| [47] [渡瀬]
 45:  524| [45] [「オレはただ、悲しめないだけなんだ」]
 46:  532| [47] [渡瀬]
 47:  535| [45] [「堂島たちの無残な姿を見ても、ちっとも現実味が感じられなくて……まるでモニターの向こうの出来事みたいで……」]
 48:  543| [47] [渡瀬]
 49:  546| [45] [「そんなオレが、強いなんて言われる資格はない」]
 50:  554| [47] [渡瀬]
 51:  557| [45] [「そもそも命の価値だって、ろくに理解できてないのかもしれない……」]
 52:  562| [45] [そう言いかけた渡瀬の言葉を、洵が遮った。]
 53:  588| [47] [洵]
 54:  591| [45] [「だけどさ、それでも隊長はユウリちゃんを助けようとしたじゃん？」]
 55:  599| [47] [渡瀬]
 56:  602| [45] [「え？」]
 57:  610| [47] [洵]
 58:  613| [45] [「命の価値を理解してない人が、あんなに必死に人を助けようとするもんか」]
 59:  621| [47] [洵]
 60:  624| [45] [「隊長は記憶を失って、先輩たちの事も忘れちゃって……だから悲しめなかっただけでしょ」]
 61:  632| [47] [渡瀬]
 62:  635| [45] [「だが……お前や橘はこの子を見て、ものすごく心を痛めていたじゃないか？」]
 63:  643| [47] [渡瀬]
 64:  646| [45] [「オレにはやっぱり、そこまでは……」]
 65:  651| [45] [渡瀬が少女の遺体に目をやると、洵もちらりとそれを見て呟いた。]
 66:  677| [47] [洵]
 67:  680| [45] [「うん……副隊長ほどじゃないけど、やっぱりね」]
 68:  688| [47] [洵]
 69:  691| [45] [「……この子は凪沙に、少し似ているから……」]
 70:  699| [47] [渡瀬]
 71:  702| [45] [「……！？」]
 72:  707| [45] [渡瀬はその言葉に、強烈なひっかかりを感じた。]
 73:  712| [45] [『凪沙』とは、１０年近く前に死んだ風見の妹。]
 74:  717| [45] [それがこの少女に『似ている』と、洵が言ったという事は――]
 75:  725| [47] [渡瀬]
 76:  728| [45] [「も、守部……お前もその凪沙って子と、知り合いだったのか？」]
 77:  754| [47] [洵]
 78:  757| [45] [「知り合い？　そんなもんじゃないよ」]
 79:  765| [47] [洵]
 80:  768| [45] [「凪沙はあたしの、親友だったんだ」]
 81:  776| [47] [渡瀬]
 82:  779| [45] [「……！」]
 83:  784| [45] [その言葉に、渡瀬は息を呑む。洵は沈んだ表情で続けた。]
 84:  810| [47] [洵]
 85:  813| [45] [「……いや、親友って言うか妹みたいな存在かな。年齢もちょっと離れてたしね」]
 86:  821| [47] [洵]
 87:  824| [45] [「副隊長がお姉ちゃんで、凪沙が妹。あたしたちは３人姉妹みたいな感じだった」]
 88:  850| [47] [洵]
 89:  853| [45] [「だから凪沙の事を引きずってるのは、あたしも副隊長と同じだよ……」]
 90:  861| [47] [洵]
 91:  864| [45] [「この子を見てると思い出すんだ。ずっと昔、凪沙の葬儀で、あの子の死に顔を見た時の事を……」]
 92:  872| [47] [渡瀬]
 93:  875| [45] [「だったらやっぱり、オレがついていようか……？」]
 94:  898| [47] [洵]
 95:  899| [45] [「……」]
 96:  907| [47] [渡瀬]
 97:  910| [45] [「レスキュー隊だからって、いつもいつも気を張ってなければならないってわけじゃないだろ？」]
 98:  915| [45] [渡瀬が問いに、洵は一瞬考え込むような表情を見せたが――]
 99:  920| [45] [すぐに目に力を込めて、答えた。]
100:  946| [47] [洵]
101:  949| [45] [「……隊長、いろいろ気遣ってくれてありがとう」]
102:  957| [47] [洵]
103:  960| [45] [「だけどその申し出を受けたら、あたしはレスキュー隊員じゃなくなっちゃうよ」]
104:  968| [47] [洵]
105:  971| [45] [「隊長は早く宇喜多さんのところに行ってあげて。あたしは大丈夫だから」]
106:  979| [47] [渡瀬]
107:  982| [45] [「……っ」]
108:  987| [45] [渡瀬はまだ心配だったが――しかし洵の意思をむげにするわけにもいかない。]
109:  992| [45] [だから渡瀬も意を決し、彼女に言った。]
110: 1000| [47] [渡瀬]
111: 1003| [45] [「わかった……でも何かあったら、いつでも呼べ」]
112: 1029| [47] [洵]
113: 1032| [45] [「了解！」]
114: 1037| [45] [いつもと変わらぬ言葉を交わし、渡瀬はその小部屋を出た。]
