  0:   92| [55] [√Double Chapter 7]
  1:  106| [47] [Natsuhiko]
  2:  109| [45] ["--September 16, 2030. An incident occurred in Rokumei City's 6th Laboratory of Atomic and Biological Organization."]
  3:  117| [47] [Natsuhiko]
  4:  120| [45] ["In just three hours after the onset of the incident, 7 of the 16 persons inside the facility passed away."]
  5:  128| [47] [Natsuhiko]
  6:  131| [45] ["The remaining 6 civilians and 3 rescue workers spent another six hours locked inside the facility..."]
  7:  139| [47] [Natsuhiko]
  8:  142| [45] ["And nine hours after the onset of the incident, at 6:17 PM, a large explosion partially destroyed the facility."]
  9:  150| [47] [Natsuhiko]
 10:  153| [45] ["But as a result of the rescue workers' actions in the face of death, all 6 civilians were safely rescued--"]
 11:  161| [47] [Natsuhiko]
 12:  164| [45] ["... That's probably how the story of today's incident will be told."]
 13:  172| [47] [Natsuhiko]
 14:  175| [45] ["It's such a simple story to tell. The vast majority of people probably won't see a single problem with it."]
 15:  183| [47] [Natsuhiko]
 16:  186| [45] ["With the exception of the individuals directly affected..."]
 17:  202| [47] [Natsuhiko]
 18:  205| [45] ["... The truth of the incident was engulfed in flames and buried under the debris."]
 19:  221| [47] [Natsuhiko]
 20:  224| [45] ["But I still don't believe in their deaths."]
 21:  240| [47] [Natsuhiko]
 22:  243| [45] ["I know they're still alive."]
 23:  259| [47] [Natsuhiko]
 24:  262| [45] ["This story of the nine survivors has not finished yet...!"]
 25:  430| [85] [　%N　%N]
 26:  433| [45] [√D Normal Ending #1 [Guidance of Sirius]]
 27:  436| [85] [　]
 28:  439| [45] [The result of the three rescue workers remaining in LABO.]
 29:  442| [85] [　]
 30:  445| [45] [You may be able to avert this fate by making a decision that ties to another possibility at the SSS input just before this ending.]
 31:  448| [85] [　]
 32:  451| [45] [Otherwise, by looking into Ukita's, Jun's, Ena's, and Salyu's memories in more depth with the RAM System, the information energy in LABO can be raised to extremely high concentrations.]
 33:  454| [45] [Doing so can perhaps unlock even more fates.]
