  0:   50| [55] [√Double Chapter 6]
  1:   62| [45] [Everyone's eyes widened at Natsuhiko's declaration.]
  2:   89| [47] [Watase]
  3:   92| [45] ["All of us survive... together?"]
  4:  100| [47] [Natsuhiko]
  5:  103| [45] ["Yes."]
  6:  108| [45] [For six to survive, three had to stay behind--]
  7:  113| [45] [That was a premise that Natsuhiko did not want to accept.]
  8:  121| [47] [Natsuhiko]
  9:  124| [45] ["Sacrificing some to save others...?"]
 10:  132| [47] [Natsuhiko]
 11:  135| [45] ["I'm sick and tired of that notion!"]
 12:  161| [47] [Watase]
 13:  164| [45] ["What!?"]
 14:  172| [47] [Natsuhiko]
 15:  175| [45] ["Watase, you see... I've been living nine years of peace thanks to Yuuri sacrificing her life."]
 16:  183| [47] [Natsuhiko]
 17:  186| [45] ["I've been allowed to live nine years in an illusion thanks to Mashiro's dedication."]
 18:  194| [47] [Natsuhiko]
 19:  197| [45] ["I'm truly grateful for those two, but--"]
 20:  205| [47] [Natsuhiko]
 21:  208| [45] ["Are you telling me to just accept that some people will have to be sacrificed!?"]
 22:  269| [47] [Watase]
 23:  272| [45] ["...!"]
 24:  305| [45] [Natsuhiko spoke to the others as well.]
 25:  313| [47] [Natsuhiko]
 26:  316| [45] ["Everyone else here is the same as me... We've all had our lives saved by someone else's sacrifice."]
 27:  324| [47] [Natsuhiko]
 28:  327| [45] ["We've all lost something precious because of someone else's sacrifice."]
 29:  335| [47] [Natsuhiko]
 30:  338| [45] ["How many times must we repeat that cycle?"]
 31:  343| [47] [All]
 32:  346| [45] ["..."]
 33:  351| [45] [Everyone's faces froze at those words.]
 34:  356| [45] [Every individual in the room had lost something in that same way.]
 35:  361| [45] [However--]
 36:  401| [47] [Watase]
 37:  404| [45] ["Easier said than done! Do you have any way to actually pull that off!?"]
 38:  412| [47] [Natsuhiko]
 39:  415| [45] ["No, I don't! But I'm saying we shouldn't just give up and accept that 'some people will have to be sacrificed'!"]
 40:  442| [47] [Watase]
 41:  445| [45] ["You're running your mouth off irrationally here, dumbass!"]
 42:  471| [47] [Watase]
 43:  474| [45] ["Easier said than done! Do you have any way to actually pull that off!?"]
 44:  482| [47] [Natsuhiko]
 45:  485| [45] ["You're the dumbass, Watase!"]
 46:  493| [47] [Natsuhiko]
 47:  496| [45] ["I'm saying we shouldn't just give up and accept that 'some people will have to be sacrificed'!"]
 48:  504| [47] [Natsuhiko]
 49:  507| [45] ["'Sacrificing yourself' is the same damn thing! Don't give up on life!"]
 50:  515| [47] [Natsuhiko]
 51:  518| [45] ["Remember what Wataru said? Fight on until the very end!"]
 52:  544| [47] [Natsuhiko]
 53:  547| [45] ["If you wanna give up, then you can do that later, right!?"]
 54:  608| [47] [Watase]
 55:  611| [45] ["..."]
 56:  619| [47] [Natsuhiko]
 57:  622| [45] ["It's the instinct of the human individual to try and survive regardless of the situation, right?"]
 58:  630| [47] [Natsuhiko]
 59:  633| [45] ["Then isn't it the logic of the human community to try and survive together, without sacrificing anyone!?"]
 60:  641| [47] [Natsuhiko]
 61:  644| [45] ["Everyone here wants to live!"]
 62:  652| [47] [Natsuhiko]
 63:  655| [45] ["So isn't it only obvious for us to try and survive as a whole!?"]
 64:  660| [45] [Even if it were an idealistic thought detached from reality...]
 65:  665| [45] [Even if it were nothing more than an impossible delusion...]
 66:  670| [45] [That was what Natsuhiko desired.]
 67:  747| [45] [--He suddenly remembered.]
 68:  752| [45] [He remembered all of the unsightly sides of humans he had seen today.]
 69:  805| [45] [Watase, whose mind had been ruled by hatred.]
 70:  855| [45] [Jun, who tried to harm others in the name of justice.]
 71:  905| [45] [Ukita, who doubted the comrades who shared his will.]
 72:  955| [45] [Ena, who opened her heart to no one.]
 73: 1005| [45] [Kazami, who tried to take the life of the one she loved under the pretext of protecting him.]
 74: 1056| [45] [--And every one of them had held dangerous weapons.]
 75: 1061| [45] [Every one of them was frightening.]
 76: 1066| [45] [And once again, everybody--]
 77: 1309| [45] [--had become unable to fully trust one another.]
 78: 1361| [45] [--Humans are terrifying.]
 79: 1366| [45] [Humans are filled with malice.]
 80: 1371| [45] [Humans are bringers of despair.]
 81: 1376| [45] [That's what he had once thought.]
 82: 1427| [45] [But beyond those sides of humans--]
 83: 1432| [45] [He had seen many beautiful, precious sides to them too.]
 84: 1484| [45] [--There, Natsuhiko saw the light.]
 85: 1534| [45] [Even in the deepest depths of despair, people were able to hold the will to survive.]
 86: 1584| [45] [People could rush to save others, even at the risk of their own lives.]
 87: 1634| [45] [Even in the darkness of doubt and malice, people could believe. People could love.]
 88: 1684| [45] [... For that itself was hope.]
