  0:   13| [55] [√Before Chapter 1]
  1:   21| [45] [--Eventually, dinner came to a close.]
  2:   26| [45] [And after a little time spent chatting, it was time for Mashiro to go home.]
  3:  112| [47] [Mashiro]
  4:  115| [45] ["Well, Natsuhiko, Yuuri, see you tomorrow."]
  5:  120| [45] [She made her usual farewell.]
  6:  146| [47] [Yuuri]
  7:  149| [45] ["Thanks for today again, Mashiron."]
  8:  157| [47] [Natsuhiko]
  9:  160| [45] ["I should walk you home at least once in a while, shouldn't I?"]
 10:  186| [47] [Mashiro]
 11:  189| [45] ["Nah, it's fine, it's fine. We're right in the same neighborhood, anyway."]
 12:  215| [47] [Mashiro]
 13:  218| [45] ["Okay, good night, you two~"]
 14:  257| [45] [Mashiro returned their words with a smile as she left the house.]
 15:  280| [45] [--Once Mashiro left, there wasn't much for them to do.]
 16:  285| [45] [They basically just relaxed until nighttime came.]
 17:  293| [47] [Natsuhiko]
 18:  296| [45] ["All right... I guess I'll go take a shower."]
 19:  322| [47] [Yuuri]
 20:  325| [45] ["Okay, go ahead~"]
 21:  330| [45] [Yuuri would apparently take her baths during the daytime in consideration for Natsuhiko.]
 22:  338| [47] [Natsuhiko]
 23:  341| [45] ["Okay, then if you'll excuse me."]
 24:  346| [45] [And with that, Natsuhiko headed to the bathroom.]
 25:  465| [45] [After a simple shower--]
 26:  477| [45] [He brushed his teeth and went back to the living room...]
 27:  599| [45] [And Yuuri was there reading a book, waiting for him.]
 28:  625| [47] [Yuuri]
 29:  628| [45] ["Ah, welcome back, Hikorin~"]
 30:  636| [47] [Natsuhiko]
 31:  639| [45] ["I'm back."]
 32:  665| [47] [Yuuri]
 33:  668| [45] ["Hikorin, want to go sleep already? Or are you up for a little chat?"]
 34:  676| [47] [Natsuhiko]
 35:  679| [45] ["A chat sounds good. Guess I'll go warm up some hot milk then."]
 36:  705| [47] [Yuuri]
 37:  708| [45] ["Ah, I'll have some too~"]
 38:  716| [47] [Natsuhiko]
 39:  719| [45] ["Roger."]
 40:  770| [45] [Natsuhiko answered affirmatively and headed to the kitchen.]
 41:  775| [45] [Both Natsuhiko and Yuuri loved hot milk.]
 42:  780| [45] [Natsuhiko warmed up hot milk for two and returned to the living room.]
 43:  855| [47] [Natsuhiko]
 44:  858| [45] ["Here you go."]
 45:  884| [47] [Yuuri]
 46:  887| [45] ["Thanks~"]
 47:  908| [45] [Natsuhiko and Yuuri sat on the sofas surrounding the table.]
 48:  916| [47] [Natsuhiko]
 49:  919| [45] ["How'd you spend your day today, Yuuri?"]
 50:  945| [47] [Yuuri]
 51:  948| [45] ["Well, I did a little knitting."]
 52:  953| [45] [Now that she mentioned it, Natsuhiko remembered that Yuuri had started knitting this summer.]
 53:  958| [45] [To make presents for Natsuhiko and Mashiro, apparently.]
 54:  966| [47] [Natsuhiko]
 55:  969| [45] ["Oh, how's that going?"]
 56:  995| [47] [Yuuri]
 57:  998| [45] ["I dunno... hopefully I'll be done by winter."]
 58: 1006| [47] [Natsuhiko]
 59: 1009| [45] ["Hahah, I'll look forward to it, then."]
 60: 1035| [47] [Yuuri]
 61: 1038| [45] ["Mmm... I'll work hard to meet your expectations."]
 62: 1043| [45] [Yuuri smiled upon hearing Natsuhiko's reply.]
 63: 1048| [45] [Natsuhiko enjoyed spending time having a quiet conversation with Yuuri after Mashiro went home.]
 64: 1074| [47] [Yuuri]
 65: 1077| [45] ["Oh, also, I read two books today, and I got started on the third."]
 66: 1085| [47] [Natsuhiko]
 67: 1088| [45] ["Oh, what kind of books?"]
 68: 1114| [47] [Yuuri]
 69: 1117| [45] ["The first one was by a South American author... a wondrous tale following a certain family from prosperity to downfall."]
 70: 1125| [47] [Yuuri]
 71: 1128| [45] ["The second one was an anthology focused on the theme of dreams. One story was about a man who waited for a hundred years after a woman died."]
 72: 1136| [47] [Natsuhiko]
 73: 1139| [45] ["I see, so the keywords were stuff like 'dreams' and 'illusions', huh."]
 74: 1165| [47] [Yuuri]
 75: 1168| [45] ["Or perhaps even 'solitude' and 'promises', maybe?"]
