  0:   39| [55] [√Before Chapter 5]
  1:   66| [45] [Natsuhiko and Salyu spoke as they looked at the map posted at the bus stop.]
  2:   74| [47] [Natsuhiko]
  3:   77| [45] ["How do you suppose we search for one girl in a town this big?"]
  4:   85| [47] [Salyu]
  5:   88| [45] ["Have you tried calling her?"]
  6:   96| [47] [Natsuhiko]
  7:   99| [45] ["Yeah. But she wouldn't pick up."]
  8:  104| [47] [Salyu]
  9:  105| [45] ["..."]
 10:  175| [45] [Salyu pondered for a second before coming up with an answer.]
 11:  201| [47] [Salyu]
 12:  204| [45] ["If you can't reach her by phone, then how about using telepathy?"]
 13:  212| [47] [Natsuhiko]
 14:  215| [45] ["Huh!?"]
 15:  241| [47] [Salyu]
 16:  244| [45] ["When we first met at the scene of that accident, you used powerful telepathy."]
 17:  252| [47] [Salyu]
 18:  255| [45] ["Can't you use that to contact Mashiro without having to know where she is?"]
 19:  263| [47] [Natsuhiko]
 20:  266| [45] ["... Telepathy, huh."]
 21:  271| [45] [According to Ukita, Natsuhiko's telepathy apparently reached as far as a kilometer away.]
 22:  276| [45] [And he knew Mashiro's characteristic brain waveform quite well after all the practice they had done.]
 23:  281| [45] [But Natsuhiko had never consciously used telepathy on his own.]
 24:  289| [47] [Natsuhiko]
 25:  292| [45] ["Can I do it...?"]
 26:  318| [47] [Salyu]
 27:  321| [45] ["Mashiro said that the trick to using telepathy was to focus on the words you want to convey from the bottom of your heart."]
 28:  347| [47] [Salyu]
 29:  350| [45] ["It might be amateurish thinking on my part, but I think you can do it now that you're sincerely worried about Mashiro."]
 30:  358| [47] [Natsuhiko]
 31:  361| [45] ["Yeah... maybe I can."]
 32:  369| [47] [Natsuhiko]
 33:  372| [45] ["Okay, got it! I'll give it a try!"]
 34:  377| [45] [Natsuhiko resolved himself and placed a finger to his temple.]
 35:  382| [45] [It was the same basic stance Mashiro had used to facilitate telepathy.]
 36:  408| [47] [Salyu]
 37:  411| [45] ["Okay. I'll cheer you on. Go for it, Natsuhiko."]
 38:  419| [47] [Natsuhiko]
 39:  422| [45] ["Sorry, please be quiet for a second. I need to concentrate."]
 40:  448| [47] [Salyu]
 41:  451| [45] ["... Okay."]
 42:  463| [45] [Salyu fell silent.]
 43:  468| [45] [In the midst of the soft sound of the pouring rain, Natsuhiko concentrated with all his mind.]
 44:  473| [45] [He couldn't dare use mass untargeted telepathy. He absolutely needed to make sure his message had directionality.]
 45:  478| [47] [Natsuhiko]
 46:  479| [45] [(--First I need to make myself keenly aware of Mashiro's characteristic brain waveform.)]
 47:  530| [45] [Her waveform was Type 2.]
 48:  535| [45] [The waveform associated with gentle people who try their hardest to help others.]
 49:  540| [45] [He thought of her and focused hard on the words he wanted to tell her.]
