  0:   20| [55] [√After Chapter 3]
  1:   28| [45] [The team climbed down the rope at the staircase and returned to the factory on B2--]
  2:   78| [45] [--only to find the others running towards them.]
  3:  158| [47] [Jun]
  4:  161| [45] ["Captain! What happened!?"]
  5:  169| [47] [Ena]
  6:  172| [45] ["We heard this strange thump..."]
  7:  180| [47] [Watase]
  8:  183| [45] ["Oh, it was no big deal. Just the connecting passageway collapsing, that's all."]
  9:  211| [47] [Kazami]
 10:  214| [45] ["More importantly, did you find any survivors?"]
 11:  240| [47] [Jun]
 12:  243| [45] ["Well... no."]
 13:  321| [47] [Kazami]
 14:  324| [45] ["Captain! Did something happen!?"]
 15:  332| [47] [Ena]
 16:  335| [45] ["We heard this strange thump..."]
 17:  343| [47] [Watase]
 18:  346| [45] ["Oh, it was no big deal. Just the connecting passageway collapsing, that's all."]
 19:  374| [47] [Jun]
 20:  377| [45] ["Anyways, did you guys find the survivors?"]
 21:  403| [47] [Ena]
 22:  406| [45] ["Unfortunately... no."]
 23:  484| [47] [Kazami]
 24:  487| [45] ["Captain! Did something happen?"]
 25:  495| [47] [Jun]
 26:  498| [45] ["We heard this loud thump!"]
 27:  506| [47] [Watase]
 28:  509| [45] ["Oh, it was no big deal. Just the connecting passageway collapsing, that's all."]
 29:  537| [47] [Ena]
 30:  540| [45] ["Anyway, did you find those kids?"]
 31:  566| [47] [Jun]
 32:  569| [45] ["Well... no."]
 33:  688| [47] [Ukita]
 34:  691| [45] ["We made sure to leave no stone unturned, but we found not even a trace of the survivors."]
 35:  699| [47] [Yuuri]
 36:  702| [45] ["Um, did you find anyone in the inner ring...?"]
 37:  710| [47] [Watase]
 38:  713| [45] ["No, no one on our end either."]
 39:  718| [45] [The group had already finished exploring all the areas in LABO.]
 40:  723| [45] [But they hadn't found the survivors anywhere-- not even any bodies of them.]
 41:  731| [47] [Watase]
 42:  734| [45] ["Then... I guess there's no doubt about it."]
 43:  762| [47] [Kazami]
 44:  765| [45] ["Huh?"]
 45:  773| [47] [Watase]
 46:  776| [45] ["They already escaped through the cargo lift!"]
 47:  805| [47] [Kazami]
 48:  808| [45] ["Yes, that would make sense...!"]
 49:  813| [45] [Jun and the others looked confused at Watase's proclamation.]
 50:  839| [47] [Jun]
