  0:   46| [55] [√After Chapter 2]
  1:   54| [45] [--The group entered Area 4's inner ring on floor B1.]
  2:   59| [45] [What they found there was essentially the spitting image of Area 3.]
  3:   64| [45] [Jun checked her Procyon.]
  4:  126| [47] [Jun]
  5:  129| [45] ["Contamination level is at '2164 mSv' right now... so it really is climbing up and up."]
  6:  137| [47] [Watase]
  7:  140| [45] ["Then we need to hur--"]
  8:  145| [45] [But before Watase could say any more,]
  9:  156| [45] [a voice suddenly came out of his PDA.]
 10:  167| [47] [Commander]
 11:  170| [45] ["--... his is Sirius Commander Murakami. Kasasagi, do you r-- ...sagi, do you read me?"]
 12:  178| [47] [Watase]
 13:  181| [45] ["Th-the radio!?"]
 14:  205| [45] [Kazami quickly reacted to Watase's surprise.]
 15:  213| [47] [Kazami]
 16:  216| [45] ["I reported you were unharmed earlier, which is probably why he's contacting you and not me."]
 17:  224| [47] [Kazami]
 18:  227| [45] ["Please answer him."]
 19:  235| [47] [Watase]
 20:  238| [45] ["Y-yeah!"]
 21:  335| [45] [Watase frantically took his PDA out and replied.]
 22:  343| [47] [Watase]
 23:  346| [45] ["Y-Yeah, this is Kasasagi, over."]
 24:  351| [47] [Commander]
 25:  354| [45] ["--sasagi... been trying to reach you for a...--... finally got thro..."]
 26:  359| [45] [The radio waves were clearly in worse condition than they'd been in the earlier call.]
 27:  364| [45] [The commander started relaying orders with what little he could get through.]
 28:  369| [47] [Commander]
 29:  372| [45] ["--...eport your status!"]
 30:  380| [47] [Watase]
 31:  383| [45] ["R-right! Actually, uh, we found bodies..."]
 32:  388| [47] [Commander]
 33:  391| [45] ["... was that!? Didn't catch all--"]
 34:  399| [47] [Watase]
 35:  402| [45] ["We found three corpses in the facility!"]
 36:  410| [47] [Watase]
 37:  413| [45] ["And they'd all been murdered! One of them was Dojima...!"]
 38:  418| [47] [Commander]
 39:  421| [45] ["What!?"]
 40:  429| [47] [Watase]
 41:  432| [45] ["Can you hear me!? We found the bodies of Dojima and two researchers! They'd all been murdered!"]
 42:  437| [47] [Commander]
 43:  440| [45] ["...urdered!? ...--"]
 44:  448| [47] [Watase]
 45:  451| [45] ["There were bullet holes in the bodies! The killer might have escaped the facility!"]
 46:  459| [47] [Watase]
 47:  462| [45] ["Please check to make sure that none of the people who exited the facility have guns on them!"]
 48:  467| [47] [Commander]
 49:  470| [45] ["Had--....-- gun--...--"]
 50:  478| [47] [Watase]
 51:  481| [45] ["Can you hear me!? I repeat!"]
 52:  489| [47] [Watase]
 53:  492| [45] ["Please check to make sure that none of the people who exited the facility have guns on them!"]
 54:  497| [47] [Commander]
 55:  500| [45] ["--... Check--...--... for guns, right!? --derstood, leave it-- ..."]
 56:  505| [45] [It seemed he'd managed to get the abnormality of the situation through to the commander.]
 57:  510| [47] [Commander]
 58:  513| [45] ["--...reaking up aga--...--... have a message for you."]
 59:  518| [45] [The commander went for a change of plans, speaking without waiting for any responses.]
 60:  523| [47] [Commander]
 61:  526| [45] ["... of LABO's-- ...vivors...-- ..."]
 62:  531| [47] [Commander]
 63:  534| [45] ["--mongst the surv--...--...--... protect-- ...e--"]
 64:  542| [47] [Watase]
 65:  545| [45] ["What!?"]
 66:  550| [47] [Commander]
 67:  553| [45] ["Put-- ...riority--... on protecting the g...--...--"]
 68:  561| [47] [Watase]
 69:  564| [45] ["I can't hear you, Commander! Please repeat that!"]
 70:  569| [47] [Commander]
 71:  572| [45] ["--gir... nam...--! ..."]
 72:  577| [47] [Commander]
 73:  580| [45] ["...--... protect her...--..."]
 74:  588| [47] [Watase]
 75:  591| [45] ["Protect a girl!? Are you talking about Yuuri!?"]
 76:  596| [47] [Commander]
 77:  599| [45] ["Counting on y--... --rk together with Tachibana and Moribe ...--...--...--..."]
 78:  607| [47] [Watase]
 79:  610| [45] ["You're telling me to work with them to rescue the survivors, aren't you!?"]
 80:  615| [45] [Watase glanced at Kazami and Jun, who both gave him deep nods.]
 81:  623| [47] [Watase]
 82:  626| [45] ["Got it, just leave it to me!"]
 83:  631| [47] [Commander]
 84:  634| [45] ["--ounting o-- ...--...--..."]
 85:  639| [47] [Commander]
 86:  642| [45] ["--...--"]
 87:  647| [45] [The transmission cut there.]
 88:  652| [45] [Watase put his PDA away and turned to the rest of the group.]
 89:  681| [47] [Watase]
 90:  684| [45] ["... Did you guys catch all that?"]
 91:  710| [47] [Kazami]
