  0:   87| [55] [√After Chapter 5]
  1:   94| [47] [Watase]
  2:   97| [45] ["Wh-what the hell...!?"]
  3:  123| [47] [Ukita]
  4:  126| [45] ["So not only did you not find a body, but you didn't even stop like you said you did.%NWhy did you lie, hmm?"]
  5:  134| [47] [Watase]
  6:  137| [45] ["...!"]
  7:  142| [45] [Watase couldn't answer that question.]
  8:  168| [47] [Ukita]
  9:  171| [45] ["That's not all that's strange either. There's also the video's timestamp."]
 10:  180| [47] [Ukita]
 11:  183| [45] ["'1:49 PM'. It seems you left the stairwell at this time--"]
 12:  191| [47] [Ukita]
 13:  194| [45] ["However, you did not return to the factory until '1:55 PM'."]
 14:  203| [47] [Ukita]
 15:  206| [45] ["'1:52 PM'. It seems you left the stairwell at this time--"]
 16:  214| [47] [Ukita]
 17:  217| [45] ["However, you did not return to the factory until '1:58 PM'."]
 18:  226| [47] [Ukita]
 19:  229| [45] ["'1:55 PM'. It seems you left the stairwell at this time--"]
 20:  237| [47] [Ukita]
 21:  240| [45] ["However, you did not return to the factory until '2:01 PM'."]
 22:  249| [47] [Ukita]
 23:  252| [45] ["'1:58 PM'. It seems you left the stairwell at this time--"]
 24:  260| [47] [Ukita]
 25:  263| [45] ["However, you did not return to the factory until '2:04 PM'."]
 26:  272| [47] [Watase]
 27:  275| [45] ["What!?"]
 28:  301| [47] [Jun]
 29:  304| [45] ["Mr. Ukita, is that true!?"]
 30:  330| [47] [Ukita]
 31:  333| [45] ["Yes, I checked my watch when he came back, so I'm sure of it."]
 32:  338| [45] [Now that he thought about it, Ukita did say,]
 33:  343| [45] ["You sure took quite some time. Did something happen?" when they regrouped in the factory.]
 34:  348| [45] [Watase had thought the time lag had been because he'd been shocked and out of it from finding a body, but--]
 35:  420| [47] [Ukita]
 36:  423| [45] ["There is no way that it takes six minutes to get from the inner ring to the factory."]
 37:  431| [47] [Ukita]
 38:  434| [45] ["Where were you and what were you doing in that six minute blank?"]
 39:  442| [47] [Watase]
 40:  445| [45] ["W-well... I was really out of it after seeing that body..."]
 41:  453| [47] [Watase]
 42:  456| [45] ["When I came to my senses, I was walking down the inner ring's hallway... but as for where and what I was doing..."]
 43:  482| [47] [Ukita]
 44:  485| [45] ["But that's not true. The archive footage even shows that there was no body in the first place!"]
 45:  500| [47] [Watase]
 46:  503| [45] ["No, I know what I saw...!"]
 47:  508| [45] [His memory of finding Yuuri's body was still crystal clear in Watase's mind.]
 48:  513| [45] [But his "subjective" memory had been smashed into pieces by Ukita's rebuttal-- and the "objective" video footage.]
 49:  539| [47] [Jun]
 50:  542| [45] ["Wh-what's the meaning of this, Captain...?"]
 51:  568| [47] [Ukita]
 52:  571| [45] ["Do you even need to ask? I believe it is quite obvious: he was lying."]
 53:  597| [47] [Kazami]
 54:  600| [45] ["Ly...ing...?"]
 55:  608| [47] [Ukita]
 56:  611| [45] ["Right. He came back to the factory late on the excuse that he 'saw' a body that was never actually there."]
 57:  637| [47] [Ukita]
 58:  640| [45] ["He probably took that opportunity to steal the AD under our noses."]
 59:  654| [47] [Watase]
 60:  657| [45] ["...!"]
 61:  662| [45] [Watase instinctively fell quiet.]
 62:  667| [45] [His memory of finding the body was crystal clear-- but his "subjective" memory had been smashed into pieces by the "objective" video footage.]
 63:  693| [47] [Jun]
 64:  696| [45] ["Wh-what's the meaning of this, Captain... why would you ever lie like that?"]
 65:  722| [47] [Ukita]
 66:  725| [45] ["Why, you ask? I believe it is quite obvious."]
 67:  733| [47] [Ukita]
 68:  736| [45] ["He used that as an excuse to show up late to the factory..."]
 69:  762| [47] [Ukita]
 70:  765| [45] ["Then probably took that opportunity to steal the AD under our noses."]
 71:  857| [47] [All]
 72:  860| [45] ["!!"]
 73:  865| [45] [Everyone gasped at Ukita's accusation.]
 74:  873| [47] [Watase]
 75:  876| [45] ["N-no! I never did anything like that!"]
 76:  980| [47] [Ukita]
 77:  983| [45] ["Then what were you doing for six minutes? You knew we were in a race against time, yes?"]
 78:  991| [47] [Watase]
 79:  994| [45] ["..."]
 80:  999| [45] [Watase instinctively fell quiet, overwhelmed by confusion.]
 81: 1026| [47] [Jun]
 82: 1029| [45] ["What's wrong, Captain...? Say something..."]
 83: 1055| [47] [Jun]
 84: 1058| [45] ["Were you... were you lying to us...?"]
 85: 1066| [47] [Watase]
 86: 1069| [45] ["N-no..."]
 87: 1077| [47] [Watase]
 88: 1080| [45] ["I swear that I don't know what happened..."]
 89: 1106| [47] [Ukita]
 90: 1109| [45] ["I see now, so you can't even trust yourself? So you're chalking all this up to your memory impairment. Very well, so be it."]
 91: 1135| [47] [Ukita]
 92: 1138| [45] ["But you know... that is also an admission that nothing you have said up until this point can be trusted."]
 93: 1146| [47] [Watase]
 94: 1149| [45] ["What...?"]
 95: 1157| [47] [Ukita]
 96: 1160| [45] ["When we were arguing over the disappearance of the AD earlier, you were the one who scolded us. You looked confident that you weren't the culprit."]
 97: 1186| [47] [Ukita]
 98: 1189| [45] ["But how are we supposed to trust the words of a man who hallucinated seeing a body?"]
 99: 1197| [47] [Ukita]
100: 1200| [45] ["Isn't it possible that you hid the AD somewhere and simply forgot about it?"]
101: 1208| [47] [Watase]
102: 1211| [45] ["Th-that's impossible! No chance in hell! I'm sane!"]
103: 1237| [47] [Ukita]
104: 1240| [45] ["Sane? Then that must mean you're a liar instead."]
105: 1248| [47] [Ukita]
106: 1251| [45] ["You lied about finding a body, and you're probably lying about not stealing the AD too."]
107: 1259| [47] [Watase]
108: 1262| [45] ["Ugh..."]
109: 1267| [45] [It was then that Watase realized it.]
110: 1272| [45] [Whether he was sane or not, it didn't change the fact that either way, his words were no longer trustworthy.]
111: 1298| [47] [Kazami]
112: 1301| [45] ["P-please wait... the question here is why he would ever tell such a bizarre lie like that..."]
113: 1327| [47] [Ukita]
114: 1330| [45] ["Who knows? But if you think of it that way, then that makes everything about him suspicious."]
115: 1356| [47] [Ukita]
116: 1359| [45] ["Like, for example-- were the memories that he claimed he 'got back' really true to begin with?"]
117: 1367| [47] [Watase]
118: 1370| [45] ["Wha...!?"]
119: 1378| [47] [Ukita]
120: 1381| [45] ["You claimed you went down to the basement to rescue survivors. But perhaps that's yet another lie--"]
121: 1389| [47] [Ukita]
122: 1392| [45] ["And in reality, you came down for a completely different purpose."]
123: 1400| [47] [Watase]
124: 1403| [45] ["Wh-what different purpose...?"]
125: 1429| [47] [Ukita]
126: 1432| [45] ["Isn't it obvious? To kill."]
127: 1440| [47] [Watase]
128: 1443| [45] ["!!"]
129: 1448| [45] [Watase gasped with shock. Ukita continued.]
130: 1456| [47] [Ukita]
131: 1459| [45] ["Yes, this was not an act of terrorism, but rather a systematic murder."]
132: 1485| [47] [Ukita]
133: 1488| [45] ["Take this theory for example: you wanted to kill your coworker 'Dojima' for some reason..."]
134: 1496| [47] [Ukita]
135: 1499| [45] ["So you decided to murder him during a dispatch to a disaster site."]
136: 1525| [47] [Ukita]
137: 1528| [45] ["If he died at a site with a particularly nasty fire, his corpse would have been burned up. Then his death would have been dismissed as an accident."]
138: 1536| [47] [Ukita]
139: 1539| [45] ["Once you came up with this scheme, you took this incident as the perfect opportunity to put your plan into motion."]
140: 1611| [47] [Ukita]
141: 1614| [45] ["But those two researchers witnessed what you'd done. So you killed them to silence them."]
142: 1622| [47] [Watase]
143: 1625| [45] ["...!"]
144: 1651| [47] [Ukita]
145: 1654| [45] ["Hiyama barely managed to escape, but in the end he got burned to death."]
146: 1680| [47] [Ukita]
147: 1683| [45] ["And if we think of it that way, then perhaps Yuuri and that girl who died by the lift... were also witnesses."]
148: 1709| [47] [Ukita]
149: 1712| [45] ["Oh, and that's right, Louise-- you know, the one who runs away from you every time she sees you-- may also be a witness."]
150: 1727| [47] [Watase]
151: 1730| [45] ["Stop already! That's all bullshit! Why the hell would I ever do any of that!?"]
152: 1756| [47] [Ukita]
153: 1759| [45] ["I don't have proof that you did it. But there's also no proof that you -didn't- do it."]
154: 1785| [47] [Ukita]
155: 1788| [45] ["That is something that you yourself have acknowledged repeatedly, yes?"]
156: 1796| [47] [Watase]
157: 1799| [45] ["Khh..."]
158: 1813| [47] [Watase]
159: 1816| [45] ["A-are you serious...? No way, that can't be true, can it...?!"]
160: 1842| [47] [Ukita]
161: 1845| [45] ["Oh? Does this mean that even you suspect that it's the truth?"]
162: 1853| [47] [Watase]
163: 1856| [45] ["...!"]
164: 1861| [45] [It had been for a second-- only a mere second-- but he had indeed suspected that.]
165: 1866| [47] [Watase]
166: 1867| [45] [(Th-that's right... now that I think about it, a lot of things were strange from the beginning.)]
167: 1872| [47] [Watase]
168: 1873| [45] [(The reason Salyu kept running away was because... she was running from -me-?)]
169: 1878| [47] [Watase]
170: 1879| [45] [(... No way... Is that true...?)]
