  0:   45| [55] [√Before Chapter 6]
  1:   70| [45] [--Rokumei City Central Fire Station]
  2:   81| [45] [Natsuhiko, Mashiro, and Salyu got off the taxi in front of a building they had never visited before.]
  3:   86| [45] [They weren't entirely sure of how the fire department was organized, but the rescue squad members were probably here too.]
  4:  148| [47] [Salyu]
  5:  151| [45] ["The fire station... So that means we're here to see Jun Moribe?"]
  6:  159| [47] [Natsuhiko]
  7:  162| [45] ["Exactly. But it's kind of a gamble, though."]
  8:  189| [47] [Mashiro]
  9:  192| [45] ["I hope Jun's around..."]
 10:  197| [45] [But considering what had happened so far, they had no room for optimism.]
 11:  202| [47] [Natsuhiko]
 12:  203| [45] [(We might get the same reaction we got from Prof. Tsubakiyama... so we need to be careful.)]
 13:  208| [47] [Natsuhiko]
 14:  209| [45] [(I don't know if I can pull it off or not, but I'll try using empathy too.)]
 15:  214| [47] [Natsuhiko]
 16:  215| [45] [(I can't just make Mashiro do all the work...!)]
 17:  220| [45] [And with that thought in mind, they stepped foot onto the premises, prompting a cheerful voice to call out to them.]
 18:  277| [47] [Jun]
 19:  280| [45] ["Huh~? Well, if it isn't Natsuhiko, Mashiro, and Louise. What's up?"]
 20:  288| [47] [Natsuhiko]
 21:  291| [45] ["Ah, hello, Jun!"]
 22:  348| [47] [Mashiro]
 23:  351| [45] ["It's been a while!"]
 24:  359| [47] [Salyu]
 25:  362| [45] ["Hello."]
 26:  367| [45] [Oddly enough, Salyu seemed to have "read the atmosphere" and greeted her courteously.]
 27:  393| [47] [Jun]
 28:  396| [45] ["Yup, great to see such well-mannered kids."]
 29:  422| [47] [Jun]
 30:  425| [45] ["So, what brings you guys to these parts? You didn't come all the way here to see little old me, now did you?"]
 31:  433| [47] [Natsuhiko]
 32:  436| [45] ["Actually, we did."]
 33:  462| [47] [Jun]
 34:  465| [45] ["Wait, seriously?"]
 35:  491| [47] [Mashiro]
 36:  494| [45] ["You see, there's something we want to talk to you about..."]
 37:  544| [45] [The kids explained the circumstances to the cheerful and casual Jun.]
 38:  549| [45] [They told her about the terrorists boiling with hatred in the city.]
 39:  554| [45] [They told her about the possibility those terrorists could conduct destructive activities in various parts of town.]
 40:  568| [45] [--And at the end of their explanation, Jun asked them with a serious look on her face.]
 41:  594| [47] [Jun]
 42:  597| [45] ["... Is that true?"]
 43:  605| [47] [Natsuhiko]
 44:  608| [45] ["It might sound like a joke... but it's true."]
 45:  616| [47] [Jun]
 46:  619| [45] ["Yeah... You guys sound like you're for real."]
 47:  624| [45] [As Jun made a bitter face, Mashiro asked her again.]
 48:  650| [47] [Mashiro]
 49:  653| [45] ["Jun, do you believe us?"]
 50:  679| [47] [Jun]
 51:  682| [45] ["Well~ If I had to go just by your story alone, it'd be hard to believe right off the bat, you know?"]
 52:  690| [47] [Jun]
 53:  693| [45] ["But there -have- been some things that have been bugging me lately, see..."]
 54:  719| [47] [Salyu]
 55:  722| [45] ["What do you mean?"]
 56:  748| [47] [Jun]
 57:  751| [45] ["Well, they've been deploying us way too much lately."]
 58:  759| [47] [Jun]
 59:  762| [45] ["There's been such a spike in the sheer number of incidents alone that it just feels unnatural."]
 60:  770| [47] [Natsuhiko]
 61:  773| [45] ["Jun, do you think those accidents and incidents could be connected to terrorism?"]
 62:  799| [47] [Jun]
 63:  802| [45] ["I never thought about it at all, but hearing your story sure makes me think so."]
 64:  828| [47] [Jun]
 65:  831| [45] ["The atmosphere at work has gotten so tense lately. I wonder if everyone else has started to think something was off?"]
 66:  839| [47] [Natsuhiko]
 67:  842| [45] ["I see..."]
 68:  847| [45] [As he listened to Jun's answer--]
 69:  930| [45] [--Natsuhiko concentrated with all his mind.]
 70:  935| [45] [First he searched for Jun's characteristic brain waveform and quickly identified it.]
 71:  940| [47] [Natsuhiko]
 72:  941| [45] [(Jun's a "Type 8", huh.)]
