  0:   16| [55] [√After Chapter 5]
  1:   84| [45] [Watase headed for the stairwell first after he parted with Kazami.]
  2:   89| [45] [His goal was to find what'd caused that explosion earlier.]
  3:  133| [45] [However--]
  4:  138| [47] [Watase]
  5:  139| [45] [(There's nothing here...)]
  6:  144| [45] [He searched the stairwell as much as he could, but there didn't appear to be anything explosive in there.]
  7:  149| [45] [The fire extinguisher had sent shivers down his spine when he'd seen it earlier for some reason, so he'd checked it out--]
  8:  154| [45] [But it had already been smashed up into pieces, none of which held any clues.]
  9:  159| [47] [Watase]
 10:  160| [45] [(Besides, why would a fire cause an extinguisher to blow up anyway...?)]
 11:  165| [47] [Watase]
 12:  166| [45] [(... Then maybe there was a gas leak or something...?)]
 13:  171| [45] [But without his knowledge of fire investigations, Watase didn't know any more than that.]
 14:  176| [47] [Watase]
 15:  177| [45] [(It's bugging me, but I don't have enough time for this...)]
 16:  182| [45] [He decided to give up for the time being and continue searching elsewhere.]
 17:  283| [45] [--Area 2, inner ring, B2--]
 18:  288| [45] [Watase immediately began his search of the block.]
 19:  293| [45] [Only Kazami and Jun had searched the place the first time through. This was also where their makeshift base was set up.]
 20:  298| [45] [It had been ages since anyone had last checked the area out.]
 21:  303| [47] [Watase]
 22:  304| [45] [(There's also enough room to believe that the survivors are constantly on the move...)]
 23:  309| [45] [Watase quickly carried out his search with those thoughts in mind--]
 24:  355| [47] [Watase]
 25:  358| [45] ["Hmm...?"]
 26:  363| [45] [But a nameplate labelling one of the rooms caught Watase's eye.]
 27:  369| [45] ["Reference Room".]
 28:  374| [45] [A room he'd never visited before.]
 29:  379| [47] [Watase]
 30:  380| [45] [(Could there be a hint about an escape route in here...?)]
 31:  385| [45] [Ukita had just warned him not to go poking his nose in too deeply, but this wasn't the kind of situation that allowed him to heed that warning.]
 32:  390| [45] [Watase headed into the room with that thought in mind.]
 33:  463| [45] [It was a small room about 5 meters in width.]
 34:  468| [45] [That entire space was almost completely filled with steel bookshelf upon steel bookshelf.]
 35:  473| [45] [There was a switch attached to each shelf, meaning it was most likely a movable type of bookcase.]
 36:  478| [47] [Watase]
 37:  479| [45] [(Yuuri's... not here, huh.)]
 38:  539| [45] [--Area 2, inner ring, B2.]
 39:  544| [45] [Watase was now directly opposite of Area 5, where he and the others had split up.]
 40:  549| [45] [He had half expected to find Kazami's team wandering around here--%Nbut they were nowhere to be seen.]
 41:  554| [47] [Watase]
 42:  555| [45] [(I sure hope they didn't get into any weird sort of trouble like we did...)]
 43:  560| [45] [If he maintained his assumption that Jun's injury had been no accident, then it was only natural for him to worry about the others.]
 44:  565| [47] [Watase]
 45:  566| [45] [(No, it's okay. Tachibana's more than capable of dealing with whatever's thrown her way.)]
 46:  571| [45] [Watase shook his head and resumed his search.]
 47:  576| [45] [Only Kazami and Jun had searched the place the first time through. This was also where their makeshift base was set up.]
 48:  581| [45] [It had been ages since anyone had last checked the area out.]
 49:  586| [47] [Watase]
 50:  587| [45] [(There's also more than enough room to believe that the survivors are constantly on the move...)]
 51:  592| [45] [Watase quickly carried out his search with those thoughts in mind--]
 52:  638| [47] [Watase]
 53:  641| [45] ["Hmm...?"]
 54:  646| [45] [But a nameplate labelling one of the rooms caught Watase's eye.]
 55:  652| [45] ["Reference Room".]
 56:  657| [45] [A room he'd never visited before.]
 57:  662| [47] [Watase]
 58:  663| [45] [(Could there be a hint about an escape route in here...?)]
 59:  668| [45] [Watase headed into the room with that thought in mind.]
 60:  741| [45] [It was a small room about 5 meters in width.]
 61:  746| [45] [That entire space was almost completely filled with steel bookshelf upon steel bookshelf.]
 62:  751| [45] [There was a switch attached to each shelf, meaning it was most likely a movable type of bookcase.]
 63:  756| [47] [Watase]
 64:  757| [45] [(Yuuri's... not here, huh.)]
 65:  817| [45] [--Area 2, inner ring, B2.]
 66:  822| [45] [Watase was now directly opposite of Area 5, where he and the others had split up.]
 67:  884| [47] [Ena]
 68:  887| [45] ["I was expecting that we'd be regrouping with Lieutenant Tachibana's team right about here, but..."]
 69:  895| [47] [Watase]
 70:  898| [45] ["They're not here, huh?"]
 71:  924| [47] [Ena]
 72:  927| [45] ["Maybe something bad happened to them like it did with us..."]
 73:  935| [47] [Watase]
 74:  938| [45] ["Oh come on, Tachibana and Moribe will be fine. Those two wouldn't let a little accident or two get the better of them."]
 75:  964| [47] [Ena]
 76:  967| [45] ["True... Then we should search the place before them while we're at it, don't you think?"]
 77: 1010| [45] [Watase nodded and walked off with Ena.]
 78: 1015| [45] [Only Kazami and Jun had searched the place the first time through. This was also where their makeshift base was set up.]
 79: 1020| [45] [It had been ages since anyone had last checked the area out.]
 80: 1025| [47] [Watase]
 81: 1026| [45] [(There's also enough room to believe that the survivors are constantly on the move...)]
 82: 1031| [45] [Watase quickly carried out his search with those thoughts in mind--]
 83: 1077| [47] [Watase]
 84: 1080| [45] ["Hmm...?"]
 85: 1085| [45] [But a nameplate labelling one of the rooms caught Watase's eye.]
 86: 1112| [47] [Ena]
 87: 1115| [45] ["This is the... 'Reference Room'?"]
 88: 1120| [45] [That was indeed what the nameplate said.]
 89: 1128| [47] [Watase]
 90: 1131| [45] ["Could there be a hint about an escape route in this room...?"]
 91: 1157| [47] [Ena]
 92: 1160| [45] ["Maybe. Let's go take a look for ourselves."]
 93: 1193| [45] [Ena said that, then opened the door.]
 94: 1266| [45] [It was a small room about 5 meters in width.]
 95: 1271| [45] [That entire space was almost completely filled with steel bookshelf upon steel bookshelf.]
 96: 1276| [45] [There was a switch attached to each shelf, meaning it was most likely a movable type of bookcase.]
 97: 1302| [47] [Ena]
 98: 1305| [45] ["Doesn't look like... there's anyone here either, does it?"]
 99: 1313| [47] [Watase]
100: 1316| [45] ["Yeah, it doesn't..."]
101: 1355| [45] [Once he'd confirmed that, Watase's eyes turned to the bookshelf.]
102: 1360| [45] [A crammed line of books and essays were sitting there.]
103: 1365| [45] ["An Introduction to the Informational Field Theory/Author: Miyoko Tenkawa"]
104: 1370| [45] ["Elementary Particles, Information, and Consciousness/Author: Miyoko Tenkawa"]
105: 1375| [45] ["ESP Synchronization Hypothesis/Author: Antoine Courbet  Translator: Miyoko Tenkawa"]
106: 1380| [45] ["Cerebrum: Labyrinth of Physiology/Author: Ryoken Kashiwagi"]
107: 1385| [45] ["Unbinding from Pseudoscience: The Future and Prospects of Parapsychology/Author: Koki Sumida"]
108: 1390| [45] ["Before Crime * After Days/Author: Chikage Sonomura"]
