  0:   44| [55] [√Double Chapter 2]
  1:   56| [45] [------]
  2:   61| [45] [----]
  3:   66| [45] [--]
  4:  130| [47] [Natsuhiko]
  5:  131| [45] [(--...!)]
  6:  136| [45] [--Natsuhiko returned to reality once more.]
  7:  141| [45] [What he first saw was Watase.]
  8:  146| [45] [He had collapsed onto the floor face-down.]
  9:  154| [47] [Natsuhiko]
 10:  157| [45] ["C... Captain Kasasagi!?"]
 11:  162| [47] [Watase]
 12:  163| [45] ["..."]
 13:  168| [45] [Watase seemed to have fainted after Natsuhiko had erased his memory.]
 14:  173| [45] [When Natsuhiko tried to shake him awake--]
 15:  181| [47] [Watase]
 16:  184| [45] ["... Guh... ugh...!"]
 17:  228| [45] [Watase got up with a groan.]
 18:  251| [45] [And then he glared at Natsuhiko.]
 19:  256| [47] [Natsuhiko]
 20:  257| [45] [(The malice didn't disappear!?)]
 21:  262| [45] [Natsuhiko quickly covered Yuuri.]
 22:  267| [45] [But-- Watase muttered in confusion.]
 23:  293| [47] [Watase]
 24:  296| [45] ["Wha... what happened...?"]
 25:  304| [47] [Natsuhiko]
 26:  307| [45] ["'What happened'--?"]
 27:  335| [47] [Watase]
 28:  338| [45] ["I hated your guts just a second ago... but that hatred suddenly disappeared?"]
 29:  368| [45] [At those words, Natsuhiko and Yuuri looked at each other.]
 30:  376| [47] [Natsuhiko]
 31:  379| [45] ["We did it... It worked!"]
 32:  411| [47] [Yuuri]
 33:  414| [45] ["Yeah! Captain Kasasagi's finally free from the malice!"]
 34:  447| [47] [Watase]
 35:  450| [45] ["H-hey! What do you mean, 'free from the malice'?"]
 36:  476| [47] [Watase]
 37:  479| [45] ["Explain what's going on!"]
 38:  487| [47] [Natsuhiko]
 39:  490| [45] ["Well, actually--"]
 40:  535| [45] [Natsuhiko explained the circumstances to the dumbfounded Watase.]
 41:  540| [45] [What they had learned from his memories. What had happened inside his brain.]
 42:  545| [45] [How Subject N had manipulated his memories and infected him with malice...]
 43:  569| [45] [After Watase had heard it all, he took a deep breath and spoke.]
 44:  577| [47] [Watase]
 45:  580| [45] ["... So that's what happened, huh."]
 46:  588| [47] [Natsuhiko]
 47:  591| [45] ["So... how are you feeling, Captain Kasasagi?"]
 48:  617| [47] [Watase]
 49:  620| [45] ["... Like I just woke up from a long nightmare."]
 50:  646| [47] [Watase]
 51:  649| [45] ["But in any case, my memory's mostly returned to normal and the hatred ruling my mind's gone too."]
 52:  654| [45] [Watase's tone of voice was calm and composed. The madness had faded from his eyes.]
 53:  681| [47] [Yuuri]
 54:  684| [45] ["Thank goodness...!"]
 55:  689| [45] [Yuuri sighed in relief and Natsuhiko felt a weight off his shoulders as well.]
 56:  694| [45] [Everything seemed to be good, considering Watase had returned to his original self brimming with a sense of justice.]
 57:  702| [47] [Natsuhiko]
 58:  705| [45] ["Then... can I ask for your cooperation?"]
 59:  737| [47] [Watase]
 60:  740| [45] ["My cooperation?"]
 61:  748| [47] [Natsuhiko]
 62:  751| [45] ["I want your cooperation to protect Yuuri and aid in her escape."]
 63:  759| [47] [Natsuhiko]
 64:  762| [45] ["I want to set Yuuri free."]
 65:  785| [47] [Watase]
 66:  786| [45] ["..."]
 67:  809| [45] [A suspenseful silence spread through the shelter once more.]
 68:  814| [45] [Finally, Watase made up his mind and spoke up.]
 69:  842| [47] [Watase]
 70:  845| [45] ["... I'm sorry, Natsuhiko. I can't do that."]
 71:  871| [47] [Natsuhiko]
 72:  874| [45] ["Huh!?"]
 73:  900| [47] [Yuuri]
 74:  903| [45] ["Captain Kasasagi, why...?"]
 75:  935| [47] [Watase]
 76:  938| [45] ["Even if my malice has disappeared, now that I have my memories back... I'm still part of 'Q'."]
 77:  943| [45] [Natsuhiko twitched at those words.]
 78:  948| [45] [Now that he thought about it, Watase's goal wasn't just to rescue the test subjects.]
 79:  953| [45] [His end goal was strictly to use the test subjects as living witnesses against LABO's crimes against humanity.]
 80:  958| [45] [But if that were the case, then that meant that even if Yuuri escaped, it didn't necessarily mean she was free, naturally.]
 81:  963| [45] [It was most likely that Q would take custody of her and have her cooperate with their activities.]
 82:  968| [45] [As Natsuhiko realized that possibility, Watase continued.]
 83:  976| [47] [Watase]
 84:  979| [45] ["I have a mission. A mission I must carry out no matter what."]
 85:  987| [47] [Natsuhiko]
 86:  990| [45] ["Kidnapping Yuuri?"]
 87: 1016| [47] [Watase]
 88: 1019| [45] ["Yeah."]
 89: 1045| [47] [Yuuri]
 90: 1048| [45] ["No, you can't mean that...!"]
 91: 1074| [47] [Yuuri]
 92: 1077| [45] ["You're really a gentle person on the inside, so why must you persist in such a thing?"]
 93: 1085| [47] [Natsuhiko]
 94: 1088| [45] ["Exactly! I don't care how you sugarcoat it by calling it a mission. That doesn't change how it's terrorism!"]
 95: 1114| [47] [Watase]
 96: 1117| [45] ["I understand that."]
 97: 1125| [47] [Natsuhiko]
 98: 1128| [45] ["No, you don't understand at all. While your memories were gone, you desperately tried to save everyone, didn't you?"]
 99: 1136| [47] [Natsuhiko]
100: 1139| [45] ["That was who you are by nature."]
101: 1147| [47] [Natsuhiko]
102: 1150| [45] ["I'm sure that was the true you. The one who succeeded Wataru's dying wish to become a rescue worker!"]
103: 1176| [47] [Watase]
104: 1179| [45] ["Don't say that name like you knew her. You think you understand me?"]
105: 1187| [47] [Natsuhiko]
106: 1190| [45] ["Of course I do. Our minds were once one, after all!"]
107: 1213| [45] [Watase's eyes widened at those words.]
108: 1221| [47] [Natsuhiko]
109: 1224| [45] ["You wanted to save lives, didn't you? That desire was always on your mind ever since Wataru's death."]
110: 1250| [47] [Watase]
111: 1253| [45] ["... Yeah."]
112: 1261| [47] [Natsuhiko]
113: 1264| [45] ["So please, just forget about your terrorist mission or whatever. You can still start over again, can't--"]
114: 1269| [45] [Watase interrupted Natsuhiko with a depressed murmur.]
115: 1295| [47] [Watase]
116: 1298| [45] ["Maybe if my comrades hadn't died."]
117: 1321| [47] [Natsuhiko]
118: 1324| [45] ["...!"]
119: 1381| [47] [Watase]
120: 1384| [45] ["... Two of my comrades died for this mission."]
121: 1438| [47] [Watase]
122: 1441| [45] ["Those two-- Dojima and Hiyama-- were precious squadmates to me."]
123: 1495| [47] [Watase]
124: 1498| [45] ["We shared the same kind of upbringing, we shared the same job, we shared the same meals, and we saved each other's necks time and time again."]
125: 1506| [47] [Watase]
126: 1509| [45] ["'Friends' doesn't even begin to describe them. We were kindred souls. Partners. Family--..."]
127: 1563| [47] [Watase]
128: 1566| [45] ["... So you see, Natsuhiko, I have to fulfill this mission. If I don't, they'll have died for nothing."]
129: 1571| [45] [Watase's sad words left Natsuhiko speechless.]
130: 1576| [45] [But even so, he squeezed out an earnest reply.]
131: 1584| [47] [Natsuhiko]
132: 1587| [45] ["You're... wrong."]
133: 1622| [47] [Watase]
134: 1625| [45] ["How can you say I'm wrong? You saw my past, didn't you?"]
135: 1633| [47] [Watase]
136: 1636| [45] ["Then you should be able to understand why I'm resorting to all this."]
137: 1644| [47] [Watase]
138: 1647| [45] ["Conventional methods won't change a goddamn thing."]
139: 1652| [45] [Watase was right.]
140: 1657| [45] [Natsuhiko understood Watase's feelings. Whether he wanted to or not.]
141: 1662| [45] [However--]
142: 1695| [47] [Natsuhiko]
143: 1696| [45] [(But still... he really has changed...)]
144: 1701| [45] [Regardless of whether or not he was affected by the malice contagion, once Watase had regained his memory, the "amnesiac Watase" had disappeared.]
145: 1706| [45] [But at that moment, Yuuri spoke up.]
146: 1714| [47] [Yuuri]
147: 1717| [45] ["I understand your point..."]
148: 1746| [45] [Natsuhiko looked at Yuuri in shock as she made a brooding face.]
149: 1754| [47] [Yuuri]
150: 1757| [45] ["Let's make a deal, Captain Kasasagi."]
151: 1790| [47] [Watase]
152: 1793| [45] ["A deal?"]
153: 1801| [47] [Yuuri]
154: 1804| [45] ["Yes. Once this incident is over--"]
155: 1812| [47] [Yuuri]
156: 1815| [45] ["I'll entrust myself to your care."]
157: 1841| [47] [Natsuhiko & Watase]
158: 1844| [45] ["What!?"]
159: 1852| [47] [Yuuri]
160: 1855| [45] ["Hand me over to Q or whatever you please."]
161: 1863| [47] [Yuuri]
162: 1866| [45] ["But in return, cooperate to make sure everyone escapes."]
163: 1874| [47] [Natsuhiko]
164: 1877| [45] ["Wh... what are you saying, Yuuri!?"]
165: 1882| [45] [Natsuhiko tried to stop her, but Yuuri wouldn't pull back.]
166: 1908| [47] [Yuuri]
167: 1911| [45] ["It's okay, Hikorin."]
168: 1919| [47] [Yuuri]
169: 1922| [45] ["If I endure this, then nobody else has to get hurt..."]
170: 1927| [45] [Yuuri spoke with a smile.]
171: 1932| [47] [Natsuhiko]
172: 1933| [45] [(No... there's no way I can approve of this deal!)]
173: 1938| [45] [But Natsuhiko could think of no other way to earn Watase's cooperation.]
174: 1943| [45] [Natsuhiko fell silent as Watase spoke up in a low voice.]
175: 1969| [47] [Watase]
176: 1972| [45] ["Yuuri, I accept your deal."]
177: 1980| [47] [Watase]
178: 1983| [45] ["I promise to get everyone out of here alive."]
179: 2009| [47] [Yuuri]
180: 2012| [45] ["Please do, Captain Kasasagi."]
181: 2017| [45] [The deal was made without Natsuhiko having a say in any of it.]
182: 2022| [47] [Natsuhiko]
183: 2023| [45] [(D-dammit... What do I do...!?)]
184: 2028| [45] [Even if the two of them had consented to the deal, there was no way he could just sit back and watch as Watase took Yuuri away.]
185: 2033| [45] [By no means could Natsuhiko turn a blind eye.]
186: 2143| [47] [Natsuhiko]
187: 2144| [45] [(I-I guess I've got no choice... If Watase insists on prioritizing that mission of his, then...!)]
188: 2155| [45] [--Then there was a way to put a stop to him.]
189: 2166| [45] [Indeed. There was something Natsuhiko could do.]
190: 2177| [47] [Natsuhiko]
191: 2178| [45] [(... If I just erase Watase's memory one more time...)]
