  0:   46| [55] [√Before Chapter 7]
  1:   67| [45] [Just then, the door opened and someone rushed inside.]
  2:  100| [47] [Mashiro]
  3:  103| [45] ["Natsuhiko!?"]
  4:  108| [45] [It was Mashiro.]
  5:  116| [47] [Mashiro]
  6:  119| [45] ["Natsuhiko, I heard a scream. What happened!?"]
  7:  124| [45] [Natsuhiko answered the worried Mashiro with a hollow voice.]
  8:  132| [47] [Natsuhiko]
  9:  135| [45] ["... Yuuri..."]
 10:  161| [47] [Mashiro]
 11:  164| [45] ["Huh...? Did something happen to Yuuri?"]
 12:  172| [47] [Natsuhiko]
 13:  175| [45] ["... She disappeared..."]
 14:  201| [47] [Mashiro]
 15:  204| [45] ["She disappeared...? W-wasn't she with you?"]
 16:  239| [47] [Mashiro]
 17:  242| [45] ["Did she run off somewhere?"]
 18:  247| [45] [Mashiro looked around the room.]
 19:  252| [45] [--She was playing along.]
 20:  257| [45] [Just like she always had--]
 21:  262| [47] [Natsuhiko]
 22:  263| [45] [(... Then Mashiro must be reading my...!)]
 23:  268| [45] [Once Natsuhiko realized that fact, he slumped powerlessly against the wall.]
 24:  276| [47] [Natsuhiko]
 25:  279| [45] ["Kh... khahah... hahahahahah..."]
 26:  284| [45] [He started giggling to himself.]
 27:  289| [45] [It was a frightening voice that sent shivers down his own spine.]
 28:  315| [47] [Mashiro]
 29:  318| [45] ["...!?"]
 30:  326| [47] [Mashiro]
 31:  329| [45] ["H-hey, what happened!? You're acting kind of strange!"]
 32:  334| [47] [Natsuhiko]
 33:  335| [45] ["..."]
 34:  363| [47] [Mashiro]
 35:  366| [45] ["Hey! What's wrong!?"]
 36:  371| [45] [Mashiro reached out and tried to touch Natsuhiko.]
 37:  435| [45] [But Natsuhiko pushed her hand away.]
 38:  443| [47] [Natsuhiko]
 39:  446| [45] ["Kgh... Isn't it a little late to say that?"]
 40:  472| [47] [Mashiro]
 41:  475| [45] ["... Huh?"]
 42:  483| [47] [Natsuhiko]
 43:  486| [45] ["I've been acting strange for years, haven't I...?"]
 44:  491| [45] [Mashiro's face stiffened at those words.]
 45:  517| [47] [Mashiro]
 46:  520| [45] ["Years...!?"]
 47:  528| [47] [Mashiro]
 48:  531| [45] ["Natsuhiko, did you--"]
