  0:   51| [55] [√Double Chapter 1]
  1:   63| [45] [Natsuhiko found himself disgusted by Watase's word choice.]
  2:   68| [47] [Natsuhiko]
  3:   69| [45] [(Allies, huh... I can't say I completely agree with that word--)]
  4:   92| [47] [Natsuhiko]
  5:   93| [45] [(--but Watase certainly is the one I can trust the most right now.)]
  6:  100| [45] [--Indeed. Natsuhiko had the best seat in the house to witness the amnesiac Watase's desperate struggle. So he could attest to his reliability.]
  7:  105| [45] [Now that they were face-to-face like this, things could finally begin.]
  8:  144| [47] [Natsuhiko]
  9:  145| [45] [(Let's investigate each matter one at a time, including whether or not a "monster" exists here...)]
 10:  150| [47] [Natsuhiko]
 11:  151| [45] [(First, what's the current situation? Who's friend and who's foe?)]
 12:  156| [45] [Could Natsuhiko consider anyone else an ally besides Watase?]
 13:  208| [45] [At the very least, Salyu was probably on his side. Other than her--]
 14:  258| [47] [Natsuhiko]
 15:  259| [45] [(It doesn't look like any words are getting through to Jun.)]
 16:  309| [47] [Natsuhiko]
 17:  310| [45] [(And Mr. Ukita appears to be the same way.)]
 18:  360| [47] [Natsuhiko]
 19:  361| [45] [(And the latest one to turn violent is Ms. Tachibana, huh...)]
 20:  366| [45] [Those three were completely deranged. Trying to talk things out with them would likely be a fruitless endeavor.]
 21:  416| [47] [Natsuhiko]
 22:  417| [45] [(... But Prof. Tsubakiyama seemed quite composed in comparison.)]
 23:  422| [45] [However, there were too many mysteries surrounding Ena.]
 24:  472| [45] [Why did she have a gun? Why was she in LABO? Natsuhiko had no idea.]
 25:  522| [47] [Natsuhiko]
 26:  523| [45] [(Then there's that girl who called herself Yuuri... What about her?)]
 27:  528| [45] [He knew next to nothing about this "Yuuri".]
 28:  533| [45] [The girl mysteriously appeared and mysteriously disappeared.]
 29:  538| [47] [Natsuhiko]
 30:  539| [45] [(Who in the world is she...?)]
 31:  596| [47] [Natsuhiko]
 32:  597| [45] [(... No, don't tell me she's... the "monster"...!?)]
 33:  647| [47] [Natsuhiko]
 34:  648| [45] [(I-Is that even possible...!?)]
 35:  653| [45] [The moment that thought crossed his mind,]
 36:  658| [45] [he suddenly heard something in his head--]
 37:  727| [85] [{--Hikorin}]
 38:  728| [86] [???]
 39:  729| [86] [{--Hikorin}]
 40:  757| [45] [--A familiar voice.]
 41:  772| [47] [Natsuhiko]
 42:  775| [45] ["!?"]
 43:  841| [45] [Natsuhiko gasped as the echoing voice continued inside his brain.]
 44:  898| [85] [{Hikorin, save me...!}]
 45:  899| [86] [???]
 46:  900| [86] [{Hikorin, save me...!}]
 47:  928| [45] [There was no mistaking it. That was BC. And it sounded like Yuuri's voice.]
 48:  936| [47] [Natsuhiko]
 49:  939| [45] [{Y-Yuuri!?}]
 50:  996| [85] [{Huh... Hikorin!?}]
 51:  997| [86] [Yuuri]
 52:  998| [86] [{Huh... Hikorin!?}]
 53: 1026| [45] [An attempt at telepathy on Natsuhiko's part garnered a response from Yuuri.]
 54: 1034| [47] [Natsuhiko]
 55: 1037| [45] [{Are-- are you Yuuri!? You are, aren't you!?}]
 56: 1066| [47] [Yuuri]
 57: 1069| [45] [{Y... yeah.}]
 58: 1093| [47] [Yuuri]
 59: 1096| [45] [{I know you might find it hard to believe, though...}]
 60: 1104| [47] [Natsuhiko]
 61: 1107| [45] [{Then is this voice your telepathy!?}]
 62: 1131| [47] [Yuuri]
 63: 1134| [45] [{Yeah... You see, I'm a Communicator.}]
 64: 1139| [45] [After a short, silent pause, she continued.]
 65: 1163| [47] [Yuuri]
 66: 1166| [45] [{... I know it doesn't make any sense coming from me when I'm supposed to have died nine years ago...}]
 67: 1190| [47] [Yuuri]
 68: 1193| [45] [{... but please... believe in me, Hikorin.}]
 69: 1198| [47] [Yuuri]
 70: 1201| [45] [{You see, I'm actually still alive...}]
 71: 1206| [47] [Yuuri]
 72: 1209| [45] [{And I knew you were here in this facility.}]
 73: 1233| [47] [Yuuri]
 74: 1236| [45] [{This whole time, I've been thinking... if only I could see you...!}]
 75: 1241| [45] [The tone of her voice perfectly matched that of the one Yuuri used in his memories.]
 76: 1246| [45] [No, it was more than just that.]
 77: 1251| [45] [The emotions conveyed with her telepathy and the contents of her words--%Nboth seemed to indicate that Yuuri was indeed the owner of that voice.]
 78: 1256| [47] [Natsuhiko]
 79: 1257| [45] [(Yuuri...!)]
 80: 1262| [45] [Various emotions ebbed and flowed within Natsuhiko's mind.]
 81: 1267| [45] [He was convinced that she was no monster.]
 82: 1272| [45] [There were countless things he wanted to tell her. Countless things he wanted to ask her.%NBut Natsuhiko stayed his heart and responded.]
 83: 1280| [47] [Natsuhiko]
 84: 1283| [45] [{Of course, Yuuri...}]
 85: 1291| [47] [Natsuhiko]
 86: 1294| [45] [{Of course I believe you. I believe anything you say.}]
 87: 1302| [47] [Natsuhiko]
 88: 1305| [45] [{I've wanted to see you all this time, too.}]
 89: 1364| [47] [Yuuri]
 90: 1367| [45] [{...!}]
 91: 1391| [47] [Yuuri]
 92: 1394| [45] [{Th... thank you, Hikorin.}]
 93: 1399| [45] [Her telepathy conveyed to Natsuhiko how touched she felt.]
 94: 1404| [45] [So he continued as a means to give her some peace of mind.]
 95: 1412| [47] [Natsuhiko]
 96: 1415| [45] [{By the way, Yuuri, are you safe?}]
