  0:   43| [55] [√Before Chapter5]
  1:   76| [47] [夏彦]
  2:   77| [45] [（――……）]
  3:   82| [45] [――その長かった１日は、ほんの寸時の間に想起された。]
  4:   87| [45] [夏彦の穏やかな日常が壊れ……]
  5:   92| [45] [そしてましろたちと共に、事件の渦中に飛び込んだ日の出来事が。]
  6:   97| [47] [夏彦]
  7:   98| [45] [（そうだよ……悠里のもとを離れてでも、そうしようって決めたんだ）]
  8:  136| [45] [だが悠里も結局巻き込まれ、いまましろと共に、夏彦の前にいる。]
  9:  141| [45] [通路の前後は共に炎に塞がれ、逃げ場はない。]
 10:  146| [45] [しかし、それでも――]
 11:  234| [47] [悠里]
 12:  237| [45] [「……ねぇひこりん。よく考えて、いま進むべき道を」]
 13:  242| [45] [その言葉が、夏彦の心を焚きつけた。]
 14:  247| [47] [夏彦]
 15:  248| [45] [（その通りだ……もし危険でも、正しい道を進むんだ）]
 16:  253| [47] [夏彦]
 17:  254| [45] [（じゃなきゃ、過去を乗り越える事なんてできない！）]
 18:  259| [45] [夏彦はましろの手を握り、言った。]
 19:  267| [47] [夏彦]
 20:  270| [45] [「諦めるな……行くぞましろ！」]
 21:  332| [47] [ましろ]
 22:  335| [45] [「え？　ど、どこに！？」]
 23:  343| [47] [夏彦]
 24:  346| [45] [「別の道を使うんだ！　第５エリアに続く道は、ここだけじゃない！」]
 25:  351| [45] [夏彦は脳裏に、先ほど見た地図を思い浮かべた。]
 26:  359| [47] [夏彦]
 27:  362| [45] [「ここは第４エリア外周棟と第５エリア外周棟をつなぐ道だ」]
 28:  370| [47] [夏彦]
 29:  373| [45] [「こっちの道がダメでも、内周棟の道は生きているかもしれない……」]
 30:  399| [47] [ましろ]
 31:  402| [45] [「そ、それじゃ第４エリア内周棟に行く事ができれば……？」]
 32:  410| [47] [夏彦]
 33:  413| [45] [「あぁ。もう１度第４エリアの炎を突っ切り、内周棟から第５エリアに入ろう」]
 34:  421| [47] [夏彦]
 35:  424| [45] [「ここでじっとしているよりは、生き残れる可能性が高い！」]
 36:  450| [47] [ましろ]
 37:  453| [45] [「う……うん！」]
 38:  458| [45] [ましろは戸惑うような表情を浮かべたが、すぐに力強く答えた。]
 39:  481| [45] [そんな夏彦たちを、悠里は見守るように微笑んでいる。]
 40:  489| [47] [夏彦]
 41:  492| [45] [「よし……行こう、２人とも」]
 42:  791| [45] [夏彦は２人の手を引いて、第４エリア側のゲートを開けた。]
 43:  891| [45] [そうして再び、炎上する第４エリア外周棟に飛び込んだ。]
 44:  896| [45] [夏彦は、悠里とましろの手を握って言う。]
 45:  904| [47] [夏彦]
 46:  907| [45] [「２人とも、最初から目を瞑っとけ！　そしてぼくの手を絶対離すな！」]
 47:  915| [47] [夏彦]
 48:  918| [45] [「ぼくについてくれば、絶対逃げられる！」]
 49:  944| [47] [ましろ]
 50:  947| [45] [「わ、わかったよ！」]
 51:  973| [47] [悠里]
 52:  976| [45] [「ひこりん、気をつけてね！」]
 53: 1043| [45] [夏彦はうなずき、そして２人の手を引いて走った。]
 54: 1066| [45] [ましろは怯えているせいか、足取りが不確かだった。]
 55: 1071| [45] [だが悠里は意外にも落ち着いており、夏彦とぴったり歩調を合わせて着いてくる。]
 56: 1076| [45] [おかげで夏彦の負担も少なく、安心して走れたのだが――]
 57: 1081| [45] [やがて夏彦も目を煙にやられ、涙がぼろぼろとあふれてきた。]
 58: 1100| [47] [夏彦]
 59: 1101| [45] [（くっ……耐えろ！）]
 60: 1106| [47] [夏彦]
 61: 1107| [45] [（ここでぼくが立ち止まったら、ましろも悠里も死んじまうんだ！）]
 62: 1112| [45] [滲む視界の中、夏彦は必死で駆け――]
 63: 1176| [45] [そして連絡通路を抜け、]
 64: 1238| [45] [第４エリア内周棟に逃げ込んだ。]
 65: 1243| [45] [内周棟は外周棟と違い、火の気はなかった。]
 66: 1251| [47] [夏彦]
 67: 1254| [45] [「助かった……もう大丈夫だぞ、２人とも！」]
 68: 1301| [45] [大きく息をつく夏彦に、ましろと悠里が言う。]
 69: 1327| [47] [ましろ]
 70: 1330| [45] [「あ、ありがとう夏彦……！」]
 71: 1356| [47] [悠里]
 72: 1359| [45] [「危ないところだったね……！」]
 73: 1367| [47] [夏彦]
 74: 1370| [45] [「あぁ、でもまだ完全には安心できない。第５エリアに行くまでは……」]
 75: 1375| [45] [夏彦が言うと、ましろの表情が張り詰めた。]
 76: 1416| [47] [ましろ]
 77: 1419| [45] [「そ、そうだね……こっちの連絡通路は無事かな」]
 78: 1445| [47] [悠里]
 79: 1448| [45] [「無事でありますように……！」]
 80: 1453| [45] [祈るような気持ちで、連絡通路に足を踏み入れる。]
 81: 1564| [45] [だがこちらの道は、火も煙も全く見えなかった。]
 82: 1572| [47] [夏彦]
 83: 1575| [45] [「よし、行ける！」]
 84: 1616| [47] [ましろ]
 85: 1619| [45] [「やった！」]
 86: 1627| [47] [悠里]
 87: 1630| [45] [「早く第５エリアへ！」]
 88: 1635| [45] [夏彦たちは勇んで駆け出した。]
 89: 1745| [45] [第５エリアの内周棟に入った夏彦たちは、そのまま非常階段へ向かった。]
 90: 1750| [47] [夏彦]
 91: 1751| [45] [（放送では第５・第６エリアの階段は無事だと言っていた……！）]
 92: 1756| [47] [夏彦]
 93: 1757| [45] [（あれからけっこう時間が経つけど……無事であってくれ！）]
 94: 1762| [45] [そう思い、階段室に駆け込んだが――]
 95: 1826| [47] [夏彦]
 96: 1829| [45] [「……！」]
 97: 1834| [45] [扉の向こうにあったのは、崩れ落ちた階段だった。]
 98: 1911| [47] [ましろ]
 99: 1914| [45] [「そ、そんな……ここもダメなの……！？」]
100: 1922| [47] [悠里]
