  0:   45| [55] [√Double Chapter7]
  1:   53| [45] [――やがて闇の中に、彼の声が響いた。]
  2:   61| [47] [渡瀬]
  3:   64| [45] [「……夏彦、大丈夫か？」]
  4:  142| [45] [その声を聞き、ぼくは目を開けた。]
  5:  147| [45] [悠里と接続されていた五感が復帰し、視界に渡瀬の姿が映る。]
  6:  155| [47] [夏彦]
  7:  158| [45] [「……大丈夫。ただ心が痛んだだけだ」]
  8:  166| [47] [夏彦]
  9:  169| [45] [「ほんの少しでも、彼女の記憶に傷をつけてしまった」]
 10:  177| [47] [夏彦]
 11:  180| [45] [「もう自分の都合のために、この能力を使いたくはなかったんだけどな……」]
 12:  206| [47] [渡瀬]
 13:  209| [45] [「……そうか」]
 14:  214| [45] [そう言う彼の足元には、悠里が横たわっていた。]
 15:  219| [45] [記憶消去のショックで気を失った彼女は、渡瀬に抱きとめられ、地面に横たえられたらしい。]
 16:  245| [47] [渡瀬]
 17:  248| [45] [「本当にすまない、夏彦。何もかもお前の望むところではなかっただろう」]
 18:  256| [47] [渡瀬]
 19:  259| [45] [「俺と共に行くことも含めて……」]
 20:  264| [45] [その問いかけにぼくは、わずかな沈黙の後に答える。]
 21:  272| [47] [夏彦]
 22:  275| [45] [「いや……そうとも言い切れないさ」]
 23:  301| [47] [渡瀬]
 24:  304| [45] [「何？」]
 25:  312| [47] [夏彦]
 26:  315| [45] [「今になってようやく、お前や宇喜多のおじさんの気持ちが、ぼくにも理解できたんだ」]
 27:  323| [47] [夏彦]
 28:  326| [45] [「人知れず踏みにじられた人がいたなら……そしてこのままじゃ、そんな事がいつまでも繰り返されるのだとしたら……」]
 29:  334| [47] [夏彦]
 30:  337| [45] [「たとえこの手を罪に染めてでも、それを正したい」]
 31:  345| [47] [夏彦]
 32:  348| [45] [「お前もそう思ったんだよな、渡瀬？」]
 33:  374| [47] [渡瀬]
 34:  377| [45] [「……あぁ」]
 35:  385| [47] [夏彦]
 36:  388| [45] [「もっともぼくには、Ｑがどんな組織なのかわからない。実は鹿鳴市以上に罪に塗れた、悪のテロ組織なのかもしれない」]
 37:  396| [47] [夏彦]
 38:  399| [45] [「だからＱに心を許しはしない。ただぼくは果たすべき役目のために、お前と一緒に行くんだ」]
 39:  425| [47] [渡瀬]
 40:  428| [45] [「もちろんだ、夏彦。お前をテロリストになんかしないし、危険な目にも遭わせない」]
 41:  436| [47] [渡瀬]
 42:  439| [45] [「誘いをかけた俺の責任だ。これからは俺がお前を、全力で護る」]
 43:  447| [47] [夏彦]
 44:  450| [45] [「……義理堅いのは相変わらずか。まぁ一応頼りにはしておくよ」]
 45:  476| [47] [渡瀬]
