  0:   51| [55] [√After Chapter2]
  1:   55| [45] [渡瀬はため息をついて、恵那に言った。]
  2:   63| [47] [渡瀬]
  3:   66| [45] [「……先生……」]
  4:   74| [47] [恵那]
  5:   77| [45] [「ん？」]
  6:   85| [47] [渡瀬]
  7:   88| [45] [「ごめんな……あんたの生徒、救助できなかったよ……」]
  8:   96| [47] [恵那]
  9:   99| [45] [「……っ」]
 10:  104| [45] [恵那は息を呑み、それから微笑んだ。]
 11:  112| [47] [恵那]
 12:  115| [45] [「いいのよ……身を挺して、ここまでやってくれたんだし」]
 13:  123| [47] [恵那]
 14:  126| [45] [「それに三ノ宮さんが地下にいるって確証が取れただけでも、一歩前進よ」]
 15:  134| [47] [渡瀬]
 16:  137| [45] [「しかし、彼女は汚染区域に逃げ込んだ……被曝している可能性がある」]
 17:  145| [47] [恵那]
 18:  148| [45] [「待って、それについても希望があるかもしれないわ」]
 19:  153| [45] [恵那はそう言って、懐から何かを取り出した。]
 20:  198| [45] [それは使用済みの、ＡＤのアンプルだった。]
 21:  210| [47] [渡瀬]
 22:  213| [45] [「それは？」]
 23:  221| [47] [恵那]
 24:  224| [45] [「階段のあたりに落ちてたの」]
 25:  232| [47] [恵那]
 26:  235| [45] [「これを使ったのが三ノ宮さんだとしたら、彼女の安全はある程度保証されているわ」]
 27:  243| [47] [渡瀬]
 28:  246| [45] [「汚染区域に居続けなければ、大丈夫か……」]
 29:  251| [45] [だが楽観はできない。恐らく彼女は、プロキオンを持ってないはずだ。]
 30:  256| [45] [そう思っていると、恵那が言葉を継いだ。]
 31:  264| [47] [恵那]
 32:  267| [45] [「……大丈夫よ、隊長さん。実はあの娘はね、あらゆる事に秀でた天才児なの」]
 33:  275| [47] [渡瀬]
 34:  278| [45] [「天才児？」]
 35:  286| [47] [恵那]
 36:  289| [45] [「そうよ。彼女ならきっと生き残る手段を、自ら模索できるはずだわ」]
 37:  297| [47] [渡瀬]
 38:  300| [45] [「そうか……それは確かに、希望だな」]
 39:  305| [45] [かすかな希望にすぎなくても――そう信じるべきだと渡瀬は思った。]
 40:  310| [45] [そして恵那を安心させるためにも、言葉を続ける。]
 41:  318| [47] [渡瀬]
 42:  321| [45] [「……それにしても先生、あんたは立派な人だな」]
 43:  329| [47] [恵那]
 44:  332| [45] [「どうしたの急に？　おだてたって何も出ないわよ？」]
 45:  340| [47] [渡瀬]
 46:  343| [45] [「いや、本心さ」]
 47:  351| [47] [渡瀬]
 48:  354| [45] [「さっき下の階で、あの生徒を見た時、『私も行くわ』って言ってただろう」]
 49:  362| [47] [渡瀬]
 50:  365| [45] [「あんな炎の中に、生徒のために飛び込もうとする教師……立派じゃないか」]
 51:  373| [47] [恵那]
 52:  376| [45] [「あんなの三ノ宮さんの顔を見た瞬間、とっさに『助けなきゃ』って思っただけよ」]
 53:  384| [47] [恵那]
