  0:   95| [55] [√Double Chapter 5]
  1:  219| [47] [Watase]
  2:  222| [45] ["Gaagh... agh...!"]
  3:  227| [45] [--The rope wrapped around his neck was digging into his throat.]
  4:  258| [45] [Kazami put all her strength into her grip as she strangled Watase from behind.]
  5:  263| [45] [She had apparently taken the rescue rope Watase had left in Area 6's inner ring and brought it with her.]
  6:  268| [45] [All for the sake of killing Watase.]
  7:  321| [47] [Kazami]
  8:  324| [45] ["It hurts, doesn't it...? Then I'll put you to rest soon...!"]
  9:  329| [45] [Kazami's voice sounded pained.]
 10:  334| [45] [Though Watase was barely conscious, he was still able to make that out.]
 11:  347| [47] [Watase]
 12:  348| [45] [(... Why...?)]
 13:  353| [47] [Watase]
 14:  354| [45] [(What does Kazami think I did to her...!?)]
 15:  359| [45] [Kazami then spoke right after Watase had that thought.]
 16:  364| [45] [It was almost like she read his mind.]
 17:  372| [47] [Kazami]
 18:  375| [45] ["You don't understand...? I'm doing this all for you."]
 19:  395| [45] [He could never understand.]
 20:  400| [45] [Kazami's deranged thoughts were beyond Watase's comprehension.]
 21:  405| [45] [When he realized he was about to die without understanding a thing--]
 22:  410| [45] [Watase heard a voice in the corner of his mind.]
 23:  467| [85] [{--... se.}]
 24:  468| [86] [???]
 25:  469| [86] [{--... se.}]
 26:  497| [47] [Watase]
 27:  498| [45] [(... An auditory hallucination...!?)]
 28:  503| [45] [No, that wasn't it.]
 29:  635| [47] [Natsuhiko]
 30:  638| [45] [{Watase! Wha... rong, ... you okay!?}]
 31:  643| [45] [It was telepathy from Natsuhiko.]
 32:  648| [45] [His voice was faint due to all the white noise filtering it out, but Watase could just barely make out his concerned shouts.]
 33:  653| [47] [Watase]
 34:  654| [45] [(Na... Natsuhiko...!)]
 35:  679| [47] [Natsuhiko]
 36:  682| [45] [{... chibana!? Ms. Tachibana is trying to kill...--...!?}]
 37:  687| [47] [Watase]
 38:  688| [45] [(Y... yeah...)]
 39:  713| [47] [Natsuhiko]
 40:  716| [45] [{Hang in... -... Prof. Tsubakiyama and Jun...--... be there soon!}]
 41:  721| [45] [Watase tried to hold out for them, but it didn't look like they'd make it in time.]
 42:  726| [47] [Watase]
 43:  727| [45] [(I'm... sorry...)]
 44:  732| [45] [Watase mentally apologized to him.]
 45:  737| [47] [Watase]
 46:  738| [45] [(It looks like... this is the end of the line... for me...!)]
 47:  763| [47] [Natsuhiko]
 48:  766| [45] [{Wha...!}]
