  0:  159| [55] [√After Chapter1]
  1:  167| [47] [渡瀬]
  2:  168| [45] [（このままじゃ、橘までオレの巻き添えに……！）]
  3:  173| [45] [そう思った時、炎の向こうから声が聞こえた。]
  4:  206| [47] [洵]
  5:  209| [45] [「――２人とも、無事！？」]
  6:  214| [45] [見れば洵が、炎の向こうからこちらを見ている。]
  7:  219| [45] [渡瀬はとっさに叫んでいた。]
  8:  227| [47] [渡瀬]
  9:  230| [45] [「も、守部！　こっちに消火ホースをよこしてくれ！」]
 10:  238| [47] [洵]
 11:  241| [45] [「はいっ！」]
 12:  255| [45] [洵が火の中の消火ホースを拾い、アンダースローで放る。]
 13:  266| [45] [金属のノズルが床をすべり、渡瀬の手元へ届く。]
 14:  304| [45] [その間にも炎は広がり、通路が黒煙に満ちた。]
 15:  309| [45] [立っているだけで肌が焼け、呼吸をする度に肺が痛む。]
 16:  317| [47] [渡瀬]
 17:  320| [45] [「ぐっ、ごほッ……」]
 18:  353| [47] [風見]
 19:  356| [45] [「いけません、隊長！　ここは私が！」]
 20:  364| [47] [渡瀬]
 21:  367| [45] [「大丈夫だ！　このくらいの炎、オレにだって！」]
 22:  397| [45] [渡瀬は強引に炎の前に進み出ると、消火ホースのノズルを回した。]
 23:  445| [47] [渡瀬]
 24:  448| [45] [「――ッ！！」]
 25:  453| [45] [想像を遥かに超える水圧に、渡瀬は一瞬面を食らった。]
 26:  458| [45] [気を抜けばたちまち暴れ出しかねない消火ホースを、力任せに押さえ込む。]
 27:  466| [47] [渡瀬]
 28:  469| [45] [「く……喰らえ！！」]
 29:  475| [45] [放水が、燃え盛る炎へ突き刺さった。]
 30:  480| [45] [だが――]
 31:  535| [47] [渡瀬]
 32:  536| [45] [（き……消えない！？）]
 33:  541| [45] [そこかしこで蒸気が上がるものの、炎の勢いは一向に衰えなかった。]
 34:  549| [47] [渡瀬]
 35:  552| [45] [「く、くそっ！！」]
 36:  563| [45] [渡瀬は闇雲にホースを振る。]
 37:  568| [45] [それでも炎はますます勢いを増して、猛然と襲いかかってくる。]
 38:  573| [45] [炎が揺らぎ、渡瀬の左手を撫でた。]
 39:  714| [47] [渡瀬]
 40:  717| [45] [「熱ぁッ！」]
 41:  722| [45] [手袋越しに熱が伝わり、手の甲が焼ける。]
 42:  727| [45] [渡瀬は思わずホースを取り落とした。]
 43:  732| [47] [渡瀬]
 44:  733| [45] [（だ……ダメだ！）]
 45:  784| [45] [そう思いつつも、慌ててホースを拾おうとした時――]
 46:  810| [47] [風見]
 47:  813| [45] [「どきなさい隊長！」]
 48:  818| [45] [後ろから襟をつかまれ、渡瀬は乱暴に引き戻された。]
 49:  847| [47] [渡瀬]
 50:  850| [45] [「っ！？」]
 51:  858| [47] [風見]
 52:  861| [45] [「だから私がと言ったのです！　あなたは、もっと後ろへ下がって！」]
 53:  876| [47] [渡瀬]
 54:  879| [45] [「わ、わかった――」]
 55:  936| [47] [渡瀬]
 56:  939| [45] [「い、いや、しかし……」]
 57:  965| [47] [風見]
 58:  968| [45] [「聞こえないんですか！　下がりなさい！」]
 59:  983| [47] [渡瀬]
 60:  986| [45] [「わ――わかった！」]
 61:  997| [47] [渡瀬]
 62: 1000| [45] [「ま、待て！　もう少しオレにやらせてくれ！」]
 63: 1040| [45] [渡瀬はそう叫び、ホースを拾った。]
 64: 1048| [47] [風見]
 65: 1051| [45] [「な、何を言ってるんですか！？」]
 66: 1056| [45] [風見がそう叫んだが――]
 67: 1061| [47] [渡瀬]
 68: 1062| [45] [（大丈夫だ！　オレだってレスキュー隊員なんだ！）]
 69: 1067| [47] [渡瀬]
 70: 1068| [45] [（いちいち橘の助けを借りていたら、成長できない！）]
 71: 1073| [45] [渡瀬はそう己に言い聞かせると――]
 72: 1081| [47] [渡瀬]
 73: 1084| [45] [「うおおおおおおおーっ！」]
 74: 1089| [45] [今も炎が噴出している、部屋の中へ突進した。]
 75: 1180| [45] [そう言った時、渡瀬は自分の右手に何かがひっかかっているのに気づいた。]
 76: 1225| [47] [渡瀬]
 77: 1226| [45] [（っ？）]
 78: 1231| [45] [それは鎖が切れたロケットだった。]
 79: 1236| [45] [さっき体当たりした拍子に、風見が落としたものらしい。]
 80: 1241| [45] [渡瀬はとっさにそれをポケットにしまい、視線を前に戻した。]
 81: 1301| [47] [風見]
 82: 1304| [45] [「いいですか、放水というのはこうやるのです」]
 83: 1309| [45] [風見は落ち着いた声で言うと、ホースを素早く操った。]
 84: 1314| [45] [放水が炎の際を狙い撃ちし、炎が押し戻されて行く。]
 85: 1322| [47] [渡瀬]
 86: 1325| [45] [「上手い……！」]
 87: 1384| [45] [渡瀬の感嘆の声を聞き、風見が冷静な声で答える。]
 88: 1392| [47] [風見]
 89: 1395| [45] [「『火の動きを読み、水で押さえ込め。そして炎の根元を断て』」]
 90: 1421| [47] [風見]
 91: 1424| [45] [「そんな事も忘れた人に、このホースを持つ資格はありません」]
 92: 1438| [45] [風見は冷たく言いながら、ホースを素早く振った。]
 93: 1443| [45] [水がまるで生き物のようにうねり、眼前の炎に降りかかる。]
 94: 1448| [45] [先ほどまであれほど猛威を奮っていた炎が、見る間に小さくなっていき――]
 95: 1497| [45] [そしてやがて、消えていった。]
 96: 1566| [47] [風見]
 97: 1569| [45] [「――鎮火確認」]
 98: 1574| [45] [風見は放水を止め、ぽつりと呟く。]
 99: 1579| [45] [すぐに洵が駆け戻ってきて、渡瀬たちに声をかけた。]
100: 1606| [47] [洵]
101: 1609| [45] [「危なかったねぇ、２人とも」]
102: 1617| [47] [渡瀬]
103: 1620| [45] [「あぁ……橘と守部のおかげで、なんとか助かったよ……」]
104: 1646| [47] [風見]
105: 1649| [45] [「それは何よりですが、隊長――」]
106: 1654| [45] [そして渡瀬の胸倉を、いきなり掴んで言った。]
107: 1662| [47] [風見]
108: 1665| [45] [「隊長！　なぜちゃんとサーモグラフィを確認せず、ＯＫを出したのですか！」]
109: 1673| [47] [渡瀬]
110: 1676| [45] [「す、すまない……ＡＤを早く手に入れなければと思い、焦ってしまったんだ……」]
111: 1702| [47] [風見]
112: 1705| [45] [「焦った！？　焦ったから失敗したとでも！？」]
113: 1713| [47] [風見]
114: 1716| [45] [「そんな甘い考えで、この仕事が務まるとお思いですか！」]
115: 1724| [47] [風見]
116: 1727| [45] [「そのざまでは要救助者を助ける事はおろか、ご自分の命も護れませんよ！？」]
117: 1735| [47] [渡瀬]
118: 1738| [45] [「す、すまん……」]
119: 1746| [47] [風見]
120: 1749| [45] [「それにどうして、すぐに私の指示に従わなかったのですか！」]
121: 1757| [47] [渡瀬]
122: 1760| [45] [「そ、それは……だがあの時はとっさに、お前を護らなきゃと思って……」]
123: 1786| [47] [風見]
124: 1789| [45] [「私を護る……？　生意気言わないで下さい」]
125: 1797| [47] [風見]
126: 1800| [45] [「いつもの隊長ならともかく、今のあなたにそんな力はありません」]
127: 1805| [45] [その言葉に、渡瀬はカチンと来た。]
128: 1813| [47] [渡瀬]
129: 1816| [45] [「そういう言い方はないだろ！　オレはオレなりに一生懸命――」]
130: 1842| [47] [風見]
131: 1845| [45] [「『オレはオレなりに』、ですって……ッ！？」]
132: 1850| [45] [そう言うや、風見の眉が吊り上がり――]
133: 1926| [47] [渡瀬]
134: 1929| [45] [「あっ！」]
135: 1934| [45] [――渡瀬の襟首を掴み、壁に押し付けた。]
136: 1960| [47] [風見]
137: 1963| [45] [「命のかかったこの現場で、そんな甘い考えが通用すると思っているのですか！」]
138: 1971| [47] [風見]
139: 1974| [45] [「『自分なりに頑張りました』とか『一生懸命やりました』とか、そうした意思は意味をもちません！」]
140: 1982| [47] [風見]
141: 1985| [45] [「今求められるのは、正しい行動とそれを選び出す冷静さです！」]
142: 1993| [47] [風見]
143: 1996| [45] [「私たちは犬死しに来たんじゃありません！　命を救うために来たのですよ！」]
144: 2004| [47] [渡瀬]
145: 2007| [45] [「……！」]
146: 2033| [47] [風見]
147: 2036| [45] [「ユウリさんを発見した時も、隊長は自らの力量も現場の危険性も顧みず、炎の中に飛び込もうとしましたね？」]
148: 2044| [47] [風見]
149: 2047| [45] [「恐らくそれもあなたなりに、ユウリさんを助けようと思った結果の行動でしょう。しかし――」]
150: 2055| [47] [風見]
151: 2058| [45] [「『要救助者を助けるために、自分の命を捨てるような奴は、英雄なんかじゃない。ただのバカ者だ』！」]
152: 2084| [47] [風見]
153: 2087| [45] [「これはかつて、隊長がご自分で仰った言葉じゃありませんか！」]
154: 2113| [47] [風見]
155: 2116| [45] [「そんなことも忘れてしまったあなたは、ただの一般人と同じです！」]
156: 2121| [47] [渡瀬]
157: 2122| [45] [「…………」]
158: 2127| [45] [渡瀬は何も言い返す事ができなかった。]
159: 2132| [45] [自分がいかに無力で浅はかだったのか、思い知らされたような気がしたのだ。]
160: 2137| [45] [がっくりとうなだれ、力なく呟く。]
161: 2145| [47] [渡瀬]
162: 2148| [45] [「す……すまなかった……」]
163: 2156| [47] [渡瀬]
164: 2159| [45] [「オレの軽率な行動のせいで、みんなを危険な目に遭わせちまって……」]
165: 2185| [47] [風見]
166: 2188| [45] [「……わかっていただければよいのです」]
167: 2196| [47] [風見]
168: 2199| [45] [「ですが隊長、私が今言ったことは絶対に忘れないで下さいね」]
169: 2240| [45] [風見が渡瀬の襟首から、手を離して言った。]
170: 2245| [45] [傍らの洵が、おずおずと口を挟む。]
171: 2253| [47] [洵]
172: 2256| [45] [「……副隊長。今日の隊長は仕方ないよ、いつもとは違うんだから」]
173: 2282| [47] [風見]
174: 2285| [45] [「そうですね。本来であれば、あんな軽率な行動は決してしない方でしたから」]
175: 2290| [45] [その言葉が渡瀬の心に染みた。]
176: 2295| [45] [確かに今日の自分は、いつもの自分と違うのだろう。]
177: 2300| [45] [ならばせめて過去の自分から、学びたいと思った。]
