  0:   98| [55] [√After Chapter7]
  1:  113| [45] [――渡瀬がパイプに開けた穴から、５０ｍほど進んだところ。]
  2:  118| [45] [水流の止まったパイプの中――]
  3:  123| [45] [そこに渡瀬は、立ち尽くしていた。]
  4:  128| [47] [渡瀬]
  5:  129| [45] [（……畜生……！）]
  6:  134| [45] [渡瀬の行く手を阻むものがあった。]
  7:  139| [45] [闇が濃く、何があるのかは見えない。]
  8:  144| [45] [だがもうわかっていた。そこに何があるのか。]
  9:  149| [45] [図面にも記されていた『強制循環ポンプ』。]
 10:  154| [45] [――それがパイプ内を、完全に塞いでいるのだ！]
 11:  159| [47] [渡瀬]
 12:  160| [45] [（どうして、ここまで来て！）]
 13:  186| [45] [渡瀬はポンプを殴りつけた。]
 14:  191| [45] [それは隔壁のように硬く、びくともしない。]
 15:  196| [45] [とうてい人力でどうにかなりそうにはなかった。]
 16:  222| [47] [渡瀬]
 17:  223| [45] [（くそ！　壊れろ！　壊れろ！）]
 18:  249| [47] [渡瀬]
 19:  250| [45] [（これさえなきゃ、湖まで行けるんだ！）]
 20:  276| [47] [渡瀬]
 21:  277| [45] [（皆を助ける事ができるんだ！！）]
 22:  282| [45] [渡瀬は必死でそれを叩いた。だが水中では力が入らない。]
 23:  287| [45] [やがて息が苦しくなってきた。]
 24:  292| [47] [渡瀬]
 25:  293| [45] [（まずい……！）]
 26:  298| [45] [ボンベの残量にはまだ余裕があるが、水温５３℃の中で運動をした事により、心肺に負荷がかかっているのだ。]
 27:  303| [45] [急速に絶望感が湧き上がってくる。]
 28:  308| [45] [防護服の中に熱がこもり、頭が茹る。]
 29:  313| [45] [このままここにいても、死を待つだけだ。]
 30:  339| [47] [渡瀬]
 31:  340| [45] [（ちくしょう……！！）]
 32:  345| [45] [渡瀬はポンプを蹴り飛ばし――]
 33:  389| [45] [そしてもと来た道を、戻り始めた。]
 34:  572| [47] [渡瀬]
 35:  575| [45] [「――ぷはぁ！」]
 36:  580| [45] [熱水から上がった渡瀬は、面体を脱ぎ捨てた。]
 37:  591| [45] [パイプの上によじ登り、そしてハシゴを下る。]
 38:  657| [47] [風見]
 39:  660| [45] [「……隊長！？」]
 40:  665| [45] [振り返ると風見が、こちらに駆けてくるのが見えた。]
 41:  691| [47] [風見]
 42:  694| [45] [「もう戻られたのですか！？」]
 43:  702| [47] [渡瀬]
 44:  705| [45] [「……すまない、橘……！」]
 45:  713| [47] [渡瀬]
 46:  716| [45] [「パイプの中に障害物があった……鹿鳴湖までは、辿り着けない……！」]
 47:  742| [47] [風見]
 48:  745| [45] [「――！」]
 49:  771| [47] [風見]
