  0:   39| [55] [√Before Chapter 7]
  1:   47| [45] [--At the ruined factory, after the professor had said that she would do something about Yuuri's situation--]
  2:   52| [45] [They first headed home.]
  3:  112| [47] [Natsuhiko]
  4:  113| [45] ["..."]
  5:  172| [47] [Yuuri]
  6:  173| [45] ["..."]
  7:  196| [45] [Natsuhiko and Yuuri walked silently hand-in-hand.]
  8:  201| [45] [The professor walked a few steps ahead of the two as she spoke on the phone with someone.]
  9:  209| [47] [Miyoko]
 10:  212| [45] ["--Yes, there's the possibility of neglect..."]
 11:  220| [47] [Miyoko]
 12:  223| [45] ["Does Article 14 of the BC Law not apply?"]
 13:  231| [47] [Miyoko]
 14:  234| [45] ["... Then at least a security department citation for the parental guardians..."]
 15:  239| [45] [Natsuhiko's mother spoke in a firm voice.]
 16:  244| [45] [But what she was talking about was too difficult for the kids to understand.]
 17:  249| [45] [However, they at least had the vague idea that the situation was serious.]
 18:  254| [45] [Eventually, Yuuri cast down her eyes and murmured.]
 19:  262| [47] [Yuuri]
 20:  265| [45] ["... Hey, Natsuhiko."]
 21:  273| [47] [Natsuhiko]
 22:  276| [45] ["Hmm...?"]
 23:  302| [47] [Yuuri]
 24:  305| [45] ["Thanks for everything today. It was so fun."]
 25:  310| [47] [Natsuhiko]
 26:  311| [45] ["..."]
 27:  316| [45] [Natsuhiko's chest tightened as she thanked him.]
 28:  321| [45] [He said he'd protect Yuuri, but he couldn't fulfill his promise.]
 29:  326| [45] [He even borrowed strength from his mother, but he had no idea how far that would get him.]
 30:  331| [45] [Perhaps dragging Yuuri along this late at night only made things worse.]
 31:  336| [45] [He had seen how horribly furious her parents would get at her after she'd return home.]
 32:  344| [47] [Natsuhiko]
 33:  347| [45] ["... I'm sorry, Yuuri."]
 34:  373| [47] [Yuuri]
 35:  376| [45] ["Huh?"]
 36:  384| [47] [Natsuhiko]
 37:  387| [45] ["... I couldn't do anything."]
 38:  395| [47] [Natsuhiko]
 39:  398| [45] ["I couldn't do anything to help you..."]
 40:  403| [45] [Yuuri shook her head at those words.]
 41:  429| [47] [Yuuri]
 42:  432| [45] ["Don't say that..."]
 43:  440| [47] [Yuuri]
 44:  443| [45] ["We may have only run away from home for a short time, but it was really fun for me."]
 45:  451| [47] [Yuuri]
 46:  454| [45] ["We walked hand-in-hand, we talked a lot... we made precious memories."]
 47:  480| [47] [Yuuri]
 48:  483| [45] ["... That's all I need to..."]
 49:  488| [45] [Yuuri sealed her lips at that.]
 50:  493| [45] [Natsuhiko looked up to the sky to prevent his tears from falling down.]
 51:  537| [47] [Natsuhiko]
 52:  538| [45] ["..."]
 53:  543| [45] [Stars shined throughout the night sky.]
 54:  548| [45] [Yuuri looked up at the stars too.]
 55:  556| [47] [Yuuri]
 56:  559| [45] ["... The stars sure are pretty, huh?"]
 57:  567| [47] [Natsuhiko]
 58:  570| [45] ["... Yeah."]
 59:  575| [45] [And thus they ended up looking up at the sky together.]
 60:  580| [45] [Yuuri pointed to some particularly bright stars and spoke.]
 61:  588| [47] [Yuuri]
 62:  591| [45] ["Hey, Natsuhiko, do you know those stars?"]
 63:  599| [47] [Natsuhiko]
 64:  602| [45] ["Which stars?"]
 65:  610| [47] [Yuuri]
 66:  613| [45] ["Those two stars beside the Milky Way..."]
 67:  621| [47] [Yuuri]
 68:  624| [45] ["They're called Orihime and Hikoboshi."]
 69:  632| [47] [Natsuhiko]
 70:  635| [45] ["Yeah... I've heard of them."]
 71:  643| [47] [Yuuri]
 72:  646| [45] ["Hikoboshi is your star, isn't it, Natsuhiko? Your names do sound the same."]
 73:  651| [45] [Yuuri smiled slightly as she spoke.]
 74:  656| [45] [Natsuhiko gathered the courage to answer her.]
 75:  664| [47] [Natsuhiko]
 76:  667| [45] ["Yeah... Now if only 'Orihime' was called 'Yuuriboshi', right?"]
 77:  675| [47] [Yuuri]
 78:  678| [45] ["Mmm, it's too bad, but I'm not a princess like Orihime."]
 79:  686| [47] [Natsuhiko]
 80:  689| [45] ["Ah, but it wouldn't be good anyway. Those two stars are separated from each other, after all."]
 81:  697| [47] [Yuuri]
 82:  700| [45] ["... Yeah. But..."]
 83:  708| [47] [Yuuri]
 84:  711| [45] ["You see, even if those two stars are separated, they can meet each other once a year."]
 85:  719| [47] [Yuuri]
 86:  722| [45] ["And because they've made that promise, they're not sad."]
 87:  749| [47] [Yuuri]
 88:  752| [45] ["... And I'm not sad either. I can always go to the park whenever I want to see you, Natsuhiko."]
 89:  760| [47] [Yuuri]
 90:  763| [45] ["That sounds like a way better deal than what Orihime and Hikoboshi get."]
 91:  768| [45] [--He knew that those words were her earnest attempt to sound like everything was okay.]
 92:  773| [45] [He was quietly assaulted by regret and helplessness.]
 93:  778| [45] [It wasn't as if seeing her in the park again and again could save Yuuri.]
 94:  783| [45] [Age, family, social standing-- those completely worthless things had separated them. Just like how the Heavenly River of the Milky Way separated the two stars.]
 95:  788| [45] [So Natsuhiko firmly grasped Yuuri's hand.]
 96:  901| [47] [Natsuhiko]
 97:  904| [45] ["... Hey, Yuuri."]
 98:  912| [47] [Yuuri]
 99:  915| [45] ["Huh?"]
100:  923| [47] [Natsuhiko]
101:  926| [45] ["I'll never forget what happened today."]
102:  934| [47] [Natsuhiko]
103:  937| [45] ["I'll never forget looking at the stars with you."]
104:  942| [45] [Natsuhiko swore to never forget his regrets.]
105:  947| [45] [He swore an oath upon his heart.]
106:  952| [45] [Yuuri smiled back at him.]
107:  960| [47] [Yuuri]
108:  963| [45] ["... I won't forget what happened today either."]
109:  971| [47] [Yuuri]
110:  974| [45] ["I'm so happy you said you'd protect me, Natsuhiko..."]
111:  979| [45] [Yuuri gazed at Natsuhiko.]
112:  984| [45] [As Natsuhiko gazed back, he silently swore.]
113:  989| [45] [--To one day go up to her.]
114:  994| [45] [And protect her forever.]
115:  999| [47] [Natsuhiko]
116: 1000| [45] [(Once I grow up and get stronger...)]
117: 1005| [47] [Natsuhiko]
