  0:   46| [55] [√Before Chapter 7]
  1:   61| [45] [--It was a memory Natsuhiko had sealed away in the deepest depths of his mind.]
  2:   69| [47] [Natsuhiko]
  3:   72| [45] ["H... huh...!?"]
  4:   77| [45] [His voice spilled out of his lips on its own.]
  5:   82| [47] [Natsuhiko]
  6:   83| [45] [(Yuuri... died back then...!?)]
  7:   88| [45] [The moment the memory came back, he recalled each and every truth tied to it.]
  8:   93| [45] [How Yuuri's funeral service went about quietly.]
  9:   98| [45] [How Natsuhiko was unable to attend.]
 10:  103| [45] [And how Yuuri's parents did not die in a traffic accident at all. Rather, they took advantage of their daughter's death to move out of the city--]
 11:  146| [47] [Natsuhiko]
 12:  147| [45] [(... Then...)]
 13:  152| [45] [Natsuhiko pondered.]
 14:  157| [47] [Natsuhiko]
 15:  158| [45] [(In that case, who's the Yuuri standing right there--?)]
 16:  202| [45] [He timidly looked up.]
 17:  207| [45] [He tried to look at Yuuri, who he knew was standing in front of him.]
 18:  212| [45] [But as she stood there, her body--]
 19:  364| [47] [Natsuhiko]
 20:  367| [45] ["----...!!"]
 21:  397| [45] [--was faint and hazy.]
 22:  414| [47] [Natsuhiko]
 23:  417| [45] ["... Yuuri."]
 24:  422| [45] [He called her name.]
 25:  427| [45] [In response, Yuuri just looked at him sadly-- and murmured.]
 26:  435| [47] [Yuuri]
 27:  438| [45] ["Now you understand why I said I couldn't go with you, don't you...?"]
 28:  446| [47] [Natsuhiko]
 29:  449| [45] ["...!"]
 30:  454| [45] [That very moment, the facade Natsuhiko had believed to be the truth started crumbling down.]
 31:  462| [47] [Natsuhiko]
 32:  465| [45] ["... No..."]
 33:  568| [45] [His mind suddenly recalled words he had once heard.]
 34:  576| [47] [Salyu]
 35:  579| [45] ["The brain at times believes that hallucinations are real."]
 36:  605| [47] [Salyu]
 37:  608| [45] ["Since the hallucination 'exists' to that person, they feel no fear nor doubt."]
 38:  616| [47] [Natsuhiko]
 39:  619| [45] ["Even though it's a hallucination...?"]
 40:  645| [47] [Salyu]
 41:  648| [45] ["Even though it's a hallucination."]
 42:  707| [45] ["Hallucination."]
 43:  712| [45] [That word reverberated in his head.]
