  0:   56| [55] [√Double Chapter5]
  1:   68| [45] [――夏彦たちが制御室に着いた時、そこにはすでに宇喜多とましろの姿があった。]
  2:  101| [47] [サリュ]
  3:  104| [45] [「ましろ！！」]
  4:  143| [45] [サリュがましろを見るなり、彼女に駆け寄る。]
  5:  169| [47] [サリュ]
  6:  172| [45] [「ましろ！　あぁ、どうしてこんな……」]
  7:  177| [45] [サリュは泣きそうな顔で、ましろを見つめた。]
  8:  182| [45] [ましろは輸血が終わったらしく、輸血キットは外されていたが、まだ意識が戻らないようだ。]
  9:  187| [45] [サリュの呼び声に答える事はない。]
 10:  214| [47] [サリュ]
 11:  217| [45] [「誰がましろを、こんなに傷つけたの！？」]
 12:  225| [47] [夏彦]
 13:  228| [45] [「それは……！」]
 14:  253| [45] [夏彦が言いよどんだ時、さらに渡瀬・恵那・洵が帰ってきた。]
 15:  258| [45] [渡瀬は担いでいた洵を降ろして言う。]
 16:  291| [47] [渡瀬]
 17:  294| [45] [「……夏彦」]
 18:  299| [47] [夏彦]
 19:  300| [45] [「……」]
 20:  305| [45] [夏彦はなぜか何も言えなかった。]
 21:  310| [45] [沈黙が訪れる前に、悠里が声を上げる。]
 22:  336| [47] [悠里]
 23:  339| [45] [「これで、８人揃いましたね……」]
 24:  365| [47] [恵那]
 25:  368| [45] [「えぇ、あとは橘さんだけ――」]
 26:  373| [45] [恵那がそう言いかけた時、サリュがそれを遮った。]
 27:  403| [47] [サリュ]
 28:  406| [45] [「待って」]
 29:  414| [47] [夏彦]
 30:  417| [45] [「！？」]
 31:  443| [47] [サリュ]
 32:  446| [45] [「私は正直、全然状況がわからない……誰でも構わないから、説明を要求する」]
 33:  472| [47] [サリュ]
 34:  475| [45] [「なぜましろは、こんな重傷を負っているの？」]
 35:  501| [47] [サリュ]
 36:  504| [45] [「恵那は何者なの？　なぜ私たちに心を閉ざしていたの？」]
 37:  512| [47] [サリュ]
 38:  515| [45] [「宇喜多は内通者だったの？　違うの？」]
 39:  523| [47] [サリュ]
 40:  526| [45] [「洵は善意のレスキュー隊員なの？　それともテロリストの仲間なの？」]
 41:  552| [47] [サリュ]
 42:  555| [45] [「そして――その男、『ワタセ』」]
 43:  594| [45] [サリュは渡瀬を睨みつけた。]
 44:  602| [47] [サリュ]
 45:  605| [45] [「あなたがテロリストだという事だけは、疑う余地はないけれど……」]
 46:  631| [47] [渡瀬]
 47:  634| [45] [「……！」]
 48:  642| [47] [サリュ]
 49:  645| [45] [「ましろを傷つけたのは、あなたなの？」]
 50:  671| [47] [サリュ]
 51:  674| [45] [「だとしたら、私はやっぱり、あなたを許す事ができない」]
 52:  679| [45] [サリュの押し殺した声が、部屋の中に響いた。]
 53:  687| [47] [夏彦]
 54:  690| [45] [「ま、待て、落ち着けサリュ」]
 55:  716| [47] [サリュ]
 56:  719| [45] [「落ち着けって？　これが落ち着いていられるわけがない」]
 57:  745| [47] [サリュ]
 58:  748| [45] [「答えて、ワタセ。あなたは今日、何をしたの」]
 59:  776| [47] [渡瀬]
 60:  779| [45] [「……俺は……」]
 61:  784| [45] [渡瀬は苦々しい表情で、黙り込んだ。]
 62:  837| [47] [夏彦]
 63:  838| [45] [（まずい……こうなる事は予想できたのに……！）]
 64:  869| [45] [サリュの気持ちもわかる。]
 65:  902| [45] [だがここで時間を取られているわけにはいかない。]
 66:  907| [47] [夏彦]
 67:  908| [45] [（一から説明したら、とんでもなく時間がかかる！）]
 68:  913| [47] [夏彦]
 69:  914| [45] [（だいたい口で説明して、わかってもらえるか！？）]
 70:  947| [45] [迷う夏彦の前で、渡瀬がそっと口を開く。]
 71:  975| [47] [渡瀬]
 72:  978| [45] [「……サリュ、お前の言う通りだ……」]
 73: 1019| [47] [夏彦]
 74: 1022| [45] [「ッ！　やめろ渡瀬！」]
 75: 1027| [45] [夏彦の制止にも関わらず、渡瀬は続ける。]
 76: 1053| [47] [渡瀬]
 77: 1056| [45] [「俺がその子を、傷つけたんだ」]
 78: 1064| [47] [渡瀬]
 79: 1067| [45] [「どういう事情があったにせよ、俺がその子を撃ったのは事実だ」]
 80: 1075| [47] [渡瀬]
 81: 1078| [45] [「すまない……！」]
 82: 1152| [47] [サリュ]
 83: 1155| [45] [「――ッ！」]
 84: 1160| [45] [一瞬、サリュの小さな体から、強烈な殺気が溢れた気がした。]
 85: 1186| [47] [サリュ]
 86: 1189| [45] [「許さない！」]
 87: 1194| [45] [瞬間、その場にいる皆がサリュを抑えようとした。]
 88: 1227| [47] [恵那]
 89: 1230| [45] [「やめなさい三ノ宮さん！　しかたない事情があったのよ！」]
 90: 1257| [47] [洵]
 91: 1260| [45] [「そ、そうだよルイーズちゃん！」]
 92: 1287| [47] [宇喜多]
 93: 1290| [45] [「この男は確かにテロリストだが、その一方で――」]
 94: 1299| [47] [サリュ]
 95: 1302| [45] [「うるさい！　どんな事情があっても、この男だけは許すわけにはいかない！」]
 96: 1322| [45] [サリュは怒声を上げ、渡瀬に殴りかかった。]
 97: 1389| [47] [渡瀬]
 98: 1392| [45] [「ッ！！」]
 99: 1479| [45] [サリュの拳が、渡瀬の顔を打つ。腹に蹴りが叩き込まれる。]
100: 1484| [45] [渡瀬はサリュに殴られるままにしていた。]
101: 1489| [45] [恵那が必死でサリュを捕まえ、悠里が悲痛な声を上げる。]
102: 1522| [47] [悠里]
103: 1525| [45] [「お願い、やめてッ！」]
104: 1533| [47] [悠里]
105: 1536| [45] [「隊長さんがましろんを撃ったのは、ＢＣのせいなの！　ＢＣで悪意を――」]
106: 1570| [47] [サリュ]
107: 1573| [45] [「うるさいうるさいうるさい！」]
108: 1578| [45] [サリュは誰の制止でも止まらなかった。]
109: 1662| [45] [夏彦は必死に考える。]
110: 1700| [47] [夏彦]
111: 1701| [45] [（サリュにわかってもらう事はできないのか！？　今日ここで起きた出来事の全貌を！）]
112: 1734| [45] [しかし言葉では言い尽くせない事が大半だろう。]
113: 1788| [45] [渡瀬がテロリストになった理由だけではない。]
114: 1840| [45] [悠里が何を想って９年間の幽閉に耐えたか。]
115: 1892| [45] [ましろが何を想って、９年間夏彦を見続けてきたか。]
116: 1944| [45] [洵や恵那や宇喜多が、今この瞬間までどのように行動してきたか――。]
117: 1959| [47] [夏彦]
118: 1960| [45] [（その全てを説明することなんて不可能だ！）]
119: 1965| [45] [言葉では想いの一片も、伝える事はできないのだ。]
120: 1970| [45] [――だが、そう考えた時。]
121: 1975| [45] [夏彦の耳に、先ほどの悠里の言葉が蘇った。]
122: 1980| [47] [夏彦]
123: 1981| [45] [（……ＢＣ！？）]
124: 1986| [47] [夏彦]
125: 1987| [45] [（そうだ、ＢＣなら――言葉にならない想いも、全て伝える事ができる！）]
126: 1992| [47] [夏彦]
127: 1993| [45] [（しかも、この場にいる全員に！）]
128: 1998| [45] [その閃きが、瞬時に集中力に転化した。]
129: 2003| [45] [かつて授業で聞いた事がある。]
130: 2073| [45] [『ＢＣで伝えられる事は、声や感情だけじゃない』]
131: 2078| [45] [『理論上は視覚や、他の感覚も伝える事ができる』]
132: 2083| [45] [『そして大量の情報を、一気に伝える事もできる』]
133: 2099| [47] [夏彦]
134: 2100| [45] [（そうだ、センシズシンパシーの逆！）]
