  0:   56| [55] [√Before Chapter 3]
  1:   71| [47] [Natsuhiko]
  2:   72| [45] [(--!!)]
  3:   77| [45] [Natsuhiko came to his senses.]
  4:  109| [47] [Natsuhiko]
  5:  110| [45] [(Where am I!?)]
  6:  115| [45] [Right before his eyes were two rescue squad members collapsed on the floor.]
  7:  178| [45] [As well as Salyu, the one who put them there.]
  8:  202| [45] [Natsuhiko and Mashiro stared in shock at the current situation.]
  9:  249| [47] [Natsuhiko]
 10:  250| [45] [(C-calm down...! This is no time to space out!)]
 11:  255| [47] [Natsuhiko]
 12:  256| [45] [(Why would Salyu kick down some rescue squad members!?)]
 13:  261| [45] [Natsuhiko was horribly confused.]
 14:  266| [45] [And as he thought about the current situation, the conclusion he arrived at was--]
 15:  271| [47] [Natsuhiko]
 16:  272| [45] [(N-no way...!)]
 17:  277| [47] [Natsuhiko]
 18:  278| [45] [(Salyu betrayed us!?)]
 19:  283| [45] [Natsuhiko's heart swelled with doubt.]
 20:  288| [45] [There wasn't even a hint at all these last few days that she'd do such a thing.]
 21:  293| [47] [Natsuhiko]
 22:  294| [45] [(B-but... there's no other possibility, is there...!?)]
 23:  299| [45] [The answer Natsuhiko arrived at only confused him all the more.]
 24:  304| [45] [But he knew what had to be done.]
 25:  386| [47] [Natsuhiko]
 26:  389| [45] ["Y-Yuuri, Mashiro... let's get away from here!"]
 27:  430| [47] [Mashiro]
 28:  433| [45] ["Huh!?"]
 29:  441| [47] [Yuuri]
 30:  444| [45] ["Hikorin, what's wrong!?"]
 31:  452| [47] [Natsuhiko]
 32:  455| [45] ["I'll explain later, just run for now!"]
 33:  460| [45] [Natsuhiko grabbed Yuuri and Mashiro by the hand and ran.]
 34:  568| [45] [As they ran into the passageway, Mashiro and Yuuri shook their hands out of Natsuhiko's grip.]
 35:  626| [47] [Mashiro]
 36:  629| [45] ["Hold on, Natsuhiko! Why are we running away!?"]
 37:  662| [47] [Yuuri]
 38:  665| [45] ["And why did you leave that girl behind--"]
 39:  673| [47] [Natsuhiko]
 40:  676| [45] ["What else could I have done!?"]
 41:  684| [47] [Natsuhiko]
 42:  687| [45] ["She attacked a rescue squad, for God's sake! She has to be bad news!"]
 43:  713| [47] [Mashiro]
 44:  716| [45] ["Wh... what do you mean by that!?"]
 45:  724| [47] [Natsuhiko]
 46:  727| [45] ["Salyu was just -pretending- to be on our side, wasn't she!?"]
 47:  735| [47] [Natsuhiko]
 48:  738| [45] ["How else could you explain what just happened!?"]
 49:  764| [47] [Mashiro]
 50:  767| [45] ["You've got to be kidding... Is that how you saw Salyu all this time!?"]
 51:  772| [45] [Mashiro shouted as she pressed Natsuhiko.]
 52:  780| [47] [Mashiro]
 53:  783| [45] ["There's no way she was pretending! Salyu's always been persevering for our sake, you know!"]
 54:  791| [47] [Mashiro]
 55:  794| [45] ["Remember the second time we went to the PRC!? And the time we were chased into the abandoned factory!?"]
 56:  802| [47] [Mashiro]
 57:  805| [45] ["How dare you doubt Salyu when she's been fighting for us all this time!?"]
 58:  813| [47] [Natsuhiko]
 59:  816| [45] ["Well, sure, she may have done all that, but that could've all been a cover-up for all we--"]
 60:  842| [47] [Mashiro]
 61:  845| [45] ["Natsuhiko! Cut it out!"]
 62:  853| [47] [Mashiro]
 63:  856| [45] ["Are you going to doubt someone again!? Like when you doubted me!?"]
 64:  882| [47] [Mashiro]
 65:  885| [45] ["I hate you when you get like that, Natsuhiko! Just believe in Salyu, for crying out loud!"]
 66:  893| [47] [Natsuhiko]
 67:  896| [45] ["..."]
 68:  901| [45] [Tears welled up in Mashiro's eyes.]
 69:  906| [45] [When Natsuhiko looked away on reflex, his eyes happened to meet with Yuuri's.]
 70:  961| [47] [Yuuri]
 71:  964| [45] ["Hikorin, that's no good..."]
 72:  972| [47] [Natsuhiko]
 73:  975| [45] ["Wh-what's no good?"]
 74:  983| [47] [Yuuri]
