  0:   65| [55] [√After Chapter5]
  1:   69| [45] [恵那はじっと渡瀬を見つめ――苦々しく言った。]
  2:   95| [47] [恵那]
  3:   98| [45] [「ご立派ね……でも、本当にそれでいいと思う？」]
  4:  106| [47] [渡瀬]
  5:  109| [45] [「え？」]
  6:  135| [47] [恵那]
  7:  138| [45] [「宇喜多さんの事をよく知りもしないのに、無条件に信じるなんて危険だわ」]
  8:  164| [47] [恵那]
  9:  167| [45] [「命がかかってる状況なのよ。怪しい人は疑うべきじゃないかしら？」]
 10:  172| [45] [恵那が訴えかけるような目で見つめてくる。]
 11:  177| [45] [しかし渡瀬は首を振った。]
 12:  185| [47] [渡瀬]
 13:  188| [45] [「いや、それでもオレは誰も疑いたくない」]
 14:  196| [47] [渡瀬]
 15:  199| [45] [「誰かを疑いながら、人命救助なんかできないだろ？」]
 16:  225| [47] [恵那]
 17:  228| [45] [「助けようとしている相手が、悪人かもしれないのに？」]
 18:  236| [47] [恵那]
 19:  239| [45] [「極端な話……人殺しだったとしても？」]
 20:  244| [45] [問いかける恵那の表情は、真剣そのもので――]
 21:  249| [45] [だから渡瀬も一切の嘘を交えず、本音で答えた。]
 22:  257| [47] [渡瀬]
 23:  260| [45] [「……助けるだろうな」]
 24:  268| [47] [渡瀬]
 25:  271| [45] [「『こいつは悪人だから助けない』とか『こいつは善人だから助けよう』とか、一瞬でも思ってしまったら――」]
 26:  279| [47] [渡瀬]
 27:  282| [45] [「その時からオレは、レスキュー隊員の資格を失う気がする。そうはなりたくないんだよ」]
 28:  287| [45] [その言葉に、恵那が表情を歪ませる。]
 29:  313| [47] [恵那]
 30:  316| [45] [「……バカよ、あなた」]
 31:  324| [47] [渡瀬]
 32:  327| [45] [「なんとでもいえばいいさ。だがオレは疑うより、騙される方がマシ――」]
 33:  353| [47] [恵那]
 34:  356| [45] [「いいえ、それじゃダメよ！　そんな考えじゃ、命を落としかねないわよ？」]
 35:  364| [47] [渡瀬]
 36:  367| [45] [「っ！？」]
 37:  372| [45] [突然の言葉に、渡瀬は言葉を失う。]
 38:  377| [45] [恵那は目を伏せて、呟いた。]
 39:  403| [47] [恵那]
 40:  406| [45] [「……あなたに似た人を、私は知っているわ」]
 41:  414| [47] [渡瀬]
 42:  417| [45] [「似た人……？」]
 43:  443| [47] [恵那]
 44:  446| [45] [「私の父よ」]
 45:  454| [47] [恵那]
 46:  457| [45] [「人間は『信じる心』を失ったら終わりだって……それが父の持論だった」]
 47:  465| [47] [渡瀬]
 48:  468| [45] [「いい親父さんじゃないか」]
 49:  494| [47] [恵那]
 50:  497| [45] [「そうね、でも――」]
 51:  505| [47] [恵那]
 52:  508| [45] [「父は、それが原因で亡くなったわ」]
 53:  516| [47] [渡瀬]
 54:  519| [45] [「な、亡くなった……？」]
 55:  545| [47] [恵那]
 56:  548| [45] [「殺されたのよ」]
 57:  556| [47] [渡瀬]
 58:  559| [45] [「……っ！」]
 59:  564| [45] [渡瀬は言葉を失った。]
 60:  569| [45] [聞いてはいけないことを、聞いてしまったような気がした。]
 61:  574| [45] [それでも恵那は、淡々と続きを語る。]
 62:  600| [47] [恵那]
 63:  603| [45] [「私の父は、犯罪者の更正を指導する『保護観察官』という仕事をしていてね……」]
 64:  611| [47] [恵那]
 65:  614| [45] [「社会の表には出ない地味な仕事だけど、父はその仕事に使命感を持って、真摯に取り組んでいたの」]
 66:  622| [47] [渡瀬]
 67:  625| [45] [「そんな親父さんが、どうして……？」]
 68:  651| [47] [恵那]
 69:  654| [45] [「……ある時、父が新たに担当した保護観察対象者が、稀に見る凶悪犯でね」]
 70:  662| [47] [恵那]
 71:  665| [45] [「誰もが匙を投げた、危険人物よ」]
 72:  691| [47] [恵那]
 73:  694| [45] [「それでも父はその対象者に、正面から向き合い、更正の手助けをしようとした」]
 74:  720| [47] [恵那]
 75:  723| [45] [「……でも、それがよくなかったのね。相手に感情移入しすぎた父は、警戒を怠ってしまって……」]
 76:  749| [47] [恵那]
 77:  752| [45] [「ある夜、心を許したその対象者に刺されて……！」]
 78:  757| [45] [奥歯を噛み、恵那が悔しそうに目を伏せる。]
 79:  762| [45] [かすれた声が、渡瀬の口から漏れた。]
 80:  770| [47] [渡瀬]
 81:  773| [45] [「……犯人は……？」]
 82:  799| [47] [恵那]
 83:  802| [45] [「とっくに捕まって裁かれたわ。父の死は……無駄死にに近かったのかもね」]
 84:  807| [45] [恵那は顔を上げ、渡瀬を真っ直ぐ見つめて言った。]
 85:  833| [47] [恵那]
 86:  836| [45] [「私は父の生き方を尊敬しているし、今でも父のことが大好きだわ」]
 87:  844| [47] [恵那]
 88:  847| [45] [「父とは少し違うけれど、『教師』という社会に貢献する仕事にもついた」]
 89:  873| [47] [恵那]
 90:  876| [45] [「だけど父のように、無条件に人を信じる事ができないの……それは危険だって思ってしまうのよ」]
 91:  902| [47] [恵那]
 92:  905| [45] [「……だから、あなたにも……」]
 93:  910| [45] [恵那はそれまでとは、どこか違う表情を浮かべていた。]
 94:  915| [45] [鋼のように硬そうで、反面ひどく脆そうな――渡瀬はそれを見て、静かに答える。]
 95:  923| [47] [渡瀬]
 96:  926| [45] [「……先生、オレはそれでも……おっさんを含め、皆の事を信じたいよ」]
 97:  934| [47] [渡瀬]
