  0:   77| [55] [√Before Chapter1]
  1:   85| [45] [学校を出た夏彦たちは、バスに乗って市街の中心部まで出てきていた。]
  2:  140| [45] [バス停留所からすぐの場所に、ショッピングエリアの建物はあった。]
  3:  145| [45] [その中には、うんざりするほどの人が見える。]
  4:  232| [47] [ましろ]
  5:  235| [45] [「ひゃー、こりゃ混んでるねぇ」]
  6:  259| [47] [夏彦]
  7:  262| [45] [「でもせっかく来たんだし、行こう」]
  8:  288| [47] [ましろ]
  9:  291| [45] [「ん、虎穴に入らずんばなんとやらだね」]
 10:  324| [45] [夏彦はましろと共に、勇んでショッピングエリアに乗り込んだ。]
 11:  347| [45] [――そして約１時間後――]
 12:  407| [45] [建物を出るなり、ましろが伸びをしながら言った。]
 13:  433| [47] [ましろ]
 14:  436| [45] [「いやぁ、ついつい買いすぎちゃったねぇ」]
 15:  444| [47] [夏彦]
 16:  447| [45] [「買いすぎちゃったね～じゃないよ。余計なものまで買いすぎだろ？」]
 17:  452| [45] [両手に袋を抱えた夏彦が不平を漏らす。]
 18:  457| [45] [ましろは食料品の他にも、ショッピングエリア内の中古オモチャ屋に立ち寄り、買い物をしていた。]
 19:  462| [45] [昔のアニメのフィギュアや雑誌、データディスクなど、夏彦にはよくわからない品ばかりだ。]
 20:  470| [47] [夏彦]
 21:  473| [45] [「まったく、人に荷物持たせてると思って……」]
 22:  499| [47] [ましろ]
 23:  502| [45] [「だって！　貴重なお宝がいっぱいあったんだよ？」]
 24:  528| [47] [ましろ]
 25:  531| [45] [「例えばこの『アニメイズ２０２０年４月号』！」]
 26:  539| [47] [ましろ]
 27:  542| [45] [「今じゃ伝説と呼ばれてる、某アニメ監督の特集記事が載っててさ～」]
 28:  547| [45] [ましろはさきほど買った、１０年前のアニメ雑誌について語り始めた。]
 29:  574| [47] [ましろ]
 30:  577| [45] [「監督の代表作といえば、国営放送アニメ『超能力少女ビヨンド☆びよんど』……」]
 31:  603| [47] [ましろ]
 32:  606| [45] [「その幻のラジオドラマ版が、付録のデータディスクにまるっと収録！」]
 33:  614| [47] [ましろ]
 34:  617| [45] [「さらに監督の貴重なインタビューと、設定資料なども３０ページ掲載！」]
 35:  643| [47] [ましろ]
 36:  646| [45] [「それが当時の定価で売ってるんだもの、これはもう買うしか！」]
 37:  654| [47] [夏彦]
 38:  657| [45] [「むぅ……凄いのかもしれないけど、価値がぜんぜんわからない」]
 39:  683| [47] [ましろ]
 40:  686| [45] [「だめだねぇ夏彦？　『目の前にある大切なものが見えないなんて、あなたは悲しい人ね』だよ」]
 41:  694| [47] [夏彦]
 42:  697| [45] [「なんだそれ？」]
 43:  723| [47] [ましろ]
 44:  726| [45] [「『ビヨびよ』の名台詞。アニメ版第１３話にて」]
 45:  780| [47] [夏彦]
 46:  783| [45] [「あ、そーですか。どうでもいいけど」]
 47:  788| [45] [ましろはこうして、アニメや漫画のセリフをしょっちゅう引用する悪癖がある。]
 48:  793| [45] [だが前後がわからないから、全く心に響かない。いわゆる『名台詞』なんて、大抵はそんなものだ。]
 49:  801| [47] [夏彦]
 50:  804| [45] [「全く……いい女子高生のくせにオタクなんだから」]
 51:  830| [47] [ましろ]
 52:  833| [45] [「ふふーん。そんな言葉、市民権を得すぎて今や死語だもんねー」]
 53:  849| [47] [夏彦]
 54:  852| [45] [「まぁ色々と趣味を持っているのは、ちょっと羨ましい感じもするけどさ」]
 55:  878| [47] [ましろ]
 56:  881| [45] [「無趣味だもんねぇ夏彦は。どう、これを機に足を踏み入れるのは？」]
 57:  907| [47] [ましろ]
 58:  910| [45] [「マンガに映画、ゲームにアニメ、色々と夏彦に教え込むのも楽しそうだな……きひひ……」]
 59:  918| [47] [夏彦]
 60:  921| [45] [「わざわざ教え込まなくったって、少しはぼくも知ってるぞ。子供の頃にはアニメも見てたからな」]
 61:  930| [47] [夏彦]
 62:  933| [45] [「『超感覚戦士ビヨンダー』とか、あと……『ビヨンダー』とか」]
 63:  959| [47] [ましろ]
 64:  962| [45] [「ビヨンダーしか知らないじゃん！　まぁ夏彦、子供の頃あれ大好きだったもんねぇ」]
 65:  970| [47] [夏彦]
 66:  973| [45] [「さすがにもう、ああいうの見たりはしないけどな。しょせんはお子様向けだから」]
 67:  999| [47] [ましろ]
 68: 1002| [45] [「あーあ寂しいねぇ、夏彦は少年の心を忘れちゃったんだね」]
 69: 1014| [47] [夏彦]
 70: 1017| [45] [「なんだ、じゃあ『趣味人』とでも呼べばいいのか？」]
 71: 1043| [47] [ましろ]
 72: 1046| [45] [「そうそう、趣味は人生を豊かにするよ？」]
 73: 1072| [47] [ましろ]
 74: 1075| [45] [「夏彦もどう、これを機に足を踏み入れるのは？」]
 75: 1101| [47] [ましろ]
 76: 1104| [45] [「マンガに映画、ゲームにアニメ、色々と夏彦に教え込むのも楽しそうだな……きひひ……」]
 77: 1112| [47] [夏彦]
 78: 1115| [45] [「そうやって趣味を押し付けない。お前の悪い癖だぞ」]
 79: 1141| [47] [ましろ]
 80: 1144| [45] [「ちぇっ、お堅いねぇ」]
 81: 1149| [45] [心から残念そうにしているましろに、夏彦は苦笑した。]
 82: 1200| [45] [――彼女はサバサバしていて少年っぽく、夏彦ともウマが合う。]
 83: 1205| [45] [面倒見がいい姉御肌の彼女に、助けられることだって少なくない。]
 84: 1210| [47] [夏彦]
 85: 1211| [45] [（いい奴なんだけど……このオタク趣味だけは困ったもんだ）]
 86: 1216| [45] [生来の少年っぽさが、年齢を重ねるにつれ、特殊な方向に作用してしまったようだ。]
 87: 1235| [47] [夏彦]
 88: 1238| [45] [「……まぁいいさ、それよりそろそろ帰ろう。荷物多いし」]
 89: 1264| [47] [ましろ]
 90: 1267| [45] [「あ、そうだねゴメン」]
 91: 1375| [45] [近くにあったバス停に、２人は歩み寄った。]
 92: 1471| [47] [夏彦]
 93: 1474| [45] [「次のバス、いつ？」]
 94: 1500| [47] [ましろ]
 95: 1503| [45] [「えーっと……１０分後くらいだね」]
 96: 1511| [47] [夏彦]
 97: 1514| [45] [「よかった、そんなに待たなくてすむな」]
 98: 1566| [45] [２人はそこに立ち、バスを待った。]
 99: 1571| [45] [通りを眺めながら、ましろが呟く。]
100: 1597| [47] [ましろ]
101: 1600| [45] [「それにしてもさぁ、平日なのに人多すぎだよね」]
102: 1608| [47] [夏彦]
103: 1611| [45] [「最近、街の人口自体が増えてるっていうからな」]
104: 1616| [45] [夏彦は周囲の街並みを見渡した。]
105: 1803| [45] [――ここ『鹿鳴市』は、小規模な地方都市である。]
106: 1808| [45] [だがその中には３００を超える研究機関があり、１万人を超える研究者が居住している。]
107: 1813| [45] [この街は日本の先端科学をリードする、研究学園都市なのだ。]
108: 1818| [45] [研究分野は多岐に渡る。代表的なものは――]
109: 2047| [45] [・原子力科学]
110: 2051| [45] [・生物学]
111: 2055| [45] [・物理学]
112: 2068| [45] [・医学]
113: 2072| [45] [・ライフサイエンス]
114: 2076| [45] [・地球環境科学技術]
115: 2126| [45] [・宇宙研究開発]
116: 2130| [45] [・地震／防災研究]
117: 2180| [45] [・情報科学]
118: 2184| [45] [・材料工学]
119: 2234| [45] [・レーザー工学]
120: 2238| [45] [・クリーンエネルギー]
121: 2242| [45] [・ナノテクノロジー]
122: 2292| [45] [そして――ＢＣ。]
123: 2448| [45] [とりわけ原子力科学とＢＣについては、国からも多額の助成金が出て、研究を後押ししている。]
124: 2453| [45] [今やエネルギー不足は世界的な問題となっているにも関わらず、安全かつ高品質なエネルギー供給源はどの国も確保できていない。]
125: 2457| [45] [２１世紀初頭まで世界中で行われていたような、従来の原子力発電ではもう駄目なのだ。]
126: 2462| [45] [早急に核融合の実現などの、革新的な成果が望まれている。]
127: 2467| [45] [それゆえ政府や研究者たちは、今なお原子力科学に力を入れていた。]
128: 2575| [45] [――その一方で、全く別の理由で力が入れられているのが、ＢＣだった。]
129: 2580| [45] [ＢＣの研究は、まだ極めて未発達の分野であり、原理などに不明の部分が多い。]
130: 2584| [45] [だが得体の知れないものを、得体の知れないもののまま、放置しておくわけにはいかない。]
131: 2589| [45] [この後どのように進歩していくかわからないが、無限の可能性があるとも言える。]
132: 2594| [45] [だからこそ一刻も早く、科学的見地から、その秘密を解き明かさなければならないのだ。]
133: 2709| [45] [――そのためかＢＣの研究者はもちろん、コミュニケーターもこの街では、税金などの面でかなり優遇される。]
134: 2714| [45] [夏彦もましろも、その恩恵を受けているのだ。]
135: 2810| [47] [ましろ]
136: 2813| [45] [「やっぱり、コミュニケーターの数も増えてるのかな？」]
137: 2821| [47] [夏彦]
138: 2824| [45] [「らしいよ。まぁぼくらにとっては住みやすい街だからな」]
