  0:   85| [55] [√After Chapter 3]
  1:   92| [47] [Jun]
  2:   95| [45] ["W-what do you mean by 'something'...?"]
  3:  103| [47] [Kazami]
  4:  106| [45] ["Moribe, use the air jack and the engine cutter!"]
  5:  114| [47] [Jun]
  6:  117| [45] ["But aren't they in Area 2? We don't have time to go all the way back for the--"]
  7:  125| [47] [Kazami]
  8:  128| [45] ["Yes we do! It shouldn't take that long if you go through Area 1 to get there!"]
  9:  133| [45] [That was exactly what Watase had been thinking-- his instincts had been right after all.]
 10:  141| [47] [Kazami]
 11:  144| [45] ["Moribe, please bring them here ASAP!"]
 12:  152| [47] [Jun]
 13:  155| [45] ["Roger! I'll be back in two minutes tops, so hang in there, Captain!"]
 14:  169| [47] [Kazami]
 15:  172| [45] ["Ms. Tsubakiyama, Mr. Ukita, help me try to get as much debris off as possible until Moribe returns!"]
 16:  180| [47] [Ena]
 17:  183| [45] ["Okay, let's get started now!"]
 18:  191| [47] [Ukita]
 19:  194| [45] ["Y-yeah!"]
 20:  202| [47] [Kazami]
 21:  205| [45] ["Start moving this debris off!"]
 22:  231| [45] [Jun left the factory as Kazami, Ena, and Ukita started removing the debris.]
 23:  236| [45] [But a minute later--]
 24:  241| [45] [Watase's arms started shaking rapidly.]
 25:  249| [47] [Watase]
 26:  252| [45] ["Khh...!"]
 27:  257| [45] [He couldn't imagine how many kilograms he was holding up.]
 28:  262| [45] [His spread elbows creaked, feeling like they'd snap like twigs at any second.]
 29:  267| [47] [Watase]
 30:  268| [45] [(Moribe... please hurry up...!)]
 31:  273| [45] [Yuuri's faced scrunched up grimly as if she could tell what Watase was feeling.]
 32:  321| [47] [Yuuri]
 33:  324| [45] ["I'm so sorry... it's all my fault that you got trapped here too..."]
 34:  332| [47] [Watase]
 35:  335| [45] ["Y-you dummy... don't... apologize for nothing..."]
 36:  343| [47] [Yuuri]
 37:  346| [45] ["O-okay..."]
 38:  354| [47] [Yuuri]
 39:  357| [45] ["... But why..."]
 40:  365| [47] [Yuuri]
 41:  368| [45] ["Why are you going this far to save my life?"]
 42:  376| [47] [Watase]
 43:  379| [45] ["W-why? Well..."]
 44:  384| [45] [It was then that Watase remembered--]
 45:  485| [85] [{Don't stop! Save her!}]
 46:  486| [86] [Auditory Hallucination]
 47:  487| [86] [{Don't stop! Save her!}]
 48:  594| [45] [--the voice he'd heard in his head shortly after he'd woken up.]
 49:  599| [47] [Watase]
 50:  600| [45] [(I see... so ever since I heard that voice, I've been...)]
 51:  608| [47] [Yuuri]
 52:  611| [45] ["C-Captain Kasasagi...?"]
 53:  616| [45] [Yuuri looked confused at Watase's sudden silence.]
 54:  621| [45] [It was at that moment that they heard Jun's voice.]
 55:  635| [47] [Jun]
 56:  638| [45] ["Sorry to keep you all waiting! What's the situation!?"]
 57:  646| [47] [Watase]
 58:  649| [45] ["Pretty... bad... to be honest... h-hurry up!"]
 59:  657| [47] [Kazami]
 60:  660| [45] ["Understood! Moribe, get the air jack ready ASAP!"]
 61:  668| [47] [Jun]
 62:  671| [45] ["It's on standby now! Your orders!?"]
 63:  679| [47] [Kazami]
 64:  682| [45] ["First, cut along this line from here to there with the engine cutter!"]
 65:  690| [47] [Kazami]
 66:  693| [45] ["Put the air jack in the newly created hole after that! Then lift the debris up and get those two out of there!"]
 67:  701| [47] [Jun]
 68:  704| [45] ["Roger! Ms. Tsubakiyama, Mr. Ukita, get back now!"]
