  0:  147| [55] [√After Chapter5]
  1:  160| [47] [渡瀬]
  2:  163| [45] [「ぐっ……うぅ……」]
  3:  177| [45] [飛びかけた意識を繋ぎ、渡瀬は眼を開けた。]
  4:  182| [45] [あたりはもうもうと、粉塵に包まれている。]
  5:  187| [47] [渡瀬]
  6:  188| [45] [（なんだ、何が起きたんだ……？）]
  7:  193| [45] [ボヤが何かに引火し、爆発が起きたらしい。]
  8:  198| [45] [しかしその何かとは何だったのか――]
  9:  203| [47] [渡瀬]
 10:  204| [45] [（まさか……）]
 11:  209| [45] [そう思った時、渡瀬の身体の下で声が聞こえた。]
 12:  217| [47] [風見]
 13:  220| [45] [「う、うぅ……」]
 14:  225| [45] [風見だった。彼女は渡瀬に庇われ、床に倒れ伏していた。]
 15:  306| [47] [渡瀬]
 16:  309| [45] [「ッ！？　大丈夫か橘！」]
 17:  335| [47] [風見]
 18:  338| [45] [「た、隊長……？」]
 19:  343| [45] [風見は、揺れる瞳で渡瀬を見て――苦痛に顔を歪ませた。]
 20:  404| [47] [風見]
 21:  407| [45] [「うっ！」]
 22:  415| [47] [渡瀬]
 23:  418| [45] [「ど、どうした！？」]
 24:  426| [47] [風見]
 25:  429| [45] [「……あ、脚が……っ」]
 26:  437| [47] [渡瀬]
 27:  440| [45] [「っ！？」]
 28:  445| [45] [見れば風見の左ふくらはぎに、１５ｃｍほどの鉄片が突き刺さっている。]
 29:  450| [45] [それがぽろりと抜け落ち、見る間に血が滲んできた。]
 30:  458| [47] [渡瀬]
 31:  461| [45] [「これは……！」]
 32:  466| [45] [そのとき階段室の方から声がした。]
 33:  474| [47] [宇喜多]
 34:  477| [45] [「おーい２人ともー！　大丈夫かねー！」]
 35:  482| [45] [どうやら宇喜多は無事だったらしい。]
 36:  490| [47] [渡瀬]
 37:  493| [45] [「橘、ちょっと待っててくれ。すぐ戻る」]
 38:  498| [45] [渡瀬はそう言い置くと、階段室へ走った。]
 39:  599| [45] [非常階段は爆発の影響で、無残に崩れ落ちていた。]
 40:  604| [45] [見上げると地下１階の扉を開けて、宇喜多がこちらを見下ろしている。]
 41:  612| [47] [渡瀬]
 42:  615| [45] [「おっさん、無事か！」]
 43:  695| [47] [宇喜多]
 44:  698| [45] [「あぁ、幸いね！　そっちはどうかね！」]
 45:  706| [47] [渡瀬]
 46:  709| [45] [「橘が負傷した！」]
 47:  735| [47] [宇喜多]
 48:  738| [45] [「なんだって！？　それで怪我の状態は！？」]
 49:  746| [47] [渡瀬]
 50:  749| [45] [「命に別状はないが、足をやられてる！　近くの部屋に連れてって、手当てしようと思う！」]
 51:  757| [47] [渡瀬]
 52:  760| [45] [「おっさんはどうする！？」]
 53:  786| [47] [宇喜多]
 54:  789| [45] [「階段がこうじゃ降りられん！　僕はこの階から進んで、次のエリアの捜索をしておくよ！」]
 55:  797| [47] [渡瀬]
 56:  800| [45] [「わかった！　だったらこいつを持っていってくれ！」]
 57:  805| [45] [渡瀬はプロキオンを、階上へ向けて放った。]
 58:  831| [47] [宇喜多]
 59:  834| [45] [「受け取った！　それじゃあ僕は先に行くよ！」]
 60:  842| [47] [渡瀬]
 61:  845| [45] [「あぁ、くれぐれも気をつけてな！」]
 62:  888| [45] [宇喜多とのやり取りを終え、渡瀬は急いで風見の元へ戻った。]
 63: 1065| [47] [風見]
 64: 1068| [45] [「……う……くっ……」]
 65: 1073| [45] [風見は１人で起き上がろうとしていた。]
 66: 1078| [45] [だが破片の刺さった足が痛むらしく、苦痛に顔を歪めるばかりだ。]
 67: 1086| [47] [渡瀬]
 68: 1089| [45] [「馬鹿、怪我人が無理するんじゃない！」]
 69: 1115| [47] [風見]
 70: 1118| [45] [「だ、大丈夫です……これくらいの傷――へ、平気です……」]
 71: 1134| [47] [渡瀬]
 72: 1137| [45] [「それのどこが平気なんだよ！　いいからオレの背中におぶされ！」]
 73: 1142| [45] [渡瀬はそう言うと、風見に背をむけてしゃがんだ。]
 74: 1168| [47] [風見]
 75: 1171| [45] [「しかし、それでは捜索に支障が……！」]
 76: 1179| [47] [渡瀬]
 77: 1182| [45] [「そんなこと言ってる場合か？　今のお前は負傷者なんだ、四の五の言わずに言う通りにしろ」]
 78: 1208| [47] [風見]
 79: 1211| [45] [「は、はい……」]
 80: 1254| [45] [風見が渡瀬の背に体重を預ける。]
 81: 1259| [45] [その体の重みと柔らかさを感じながら、渡瀬は手近な部屋へと急いだ。]
 82: 1270| [47] [渡瀬]
 83: 1273| [45] [「それのどこが平気なんだよ！　いいからオレの肩につかまれ！」]
 84: 1278| [45] [渡瀬はそう言うと、風見の腕を肩に巻いた。]
 85: 1304| [47] [風見]
 86: 1307| [45] [「しかし、それでは捜索に支障が……！」]
 87: 1315| [47] [渡瀬]
 88: 1318| [45] [「馬鹿、お前の治療が先だ！」]
 89: 1379| [45] [風見が渡瀬の肩に体重を預ける。]
 90: 1384| [45] [その体の重みを支えながら、渡瀬は手近な部屋へと急いだ。]
