  0:   43| [55] [√Double Chapter7]
  1:   61| [45] [――それらの想い出は一瞬のうちに過去となり、新たな日々は続いていく。]
  2:   68| [45] [――それらの出来事は一瞬のうちに過去となり、新たな日々は続いていく。]
  3:   75| [45] [そして辿り着いた『今日』は――]
  4:   80| [45] [事件からちょうど１年が過ぎた、２０３１年９月１６日。]
  5:  141| [45] [『俺』は、久しぶりに……]
  6:  146| [45] [鹿鳴市を訪れていた。]
  7:  185| [85] [　%N　%N　%N　%N　%N]
  8:  189| [47] [【――笠鷺渡瀬の今――】]
  9:  273| [45] [……暖かな風が、木々を揺らす。]
 10:  278| [45] [その風を頬に感じながら、俺はゆっくりと遊歩道を歩く。]
 11:  283| [45] [左手には花束を。]
 12:  288| [45] [そして右手には――最愛の女の手を握って。]
 13:  315| [47] [風見]
 14:  318| [45] [「いい天気ね……」]
 15:  326| [47] [渡瀬]
 16:  329| [45] [「あぁ、のどかで静かで……ムショじゃ味わえなかったよ」]
 17:  334| [45] [俺はようやく得た自由を、心から享受していた。]
 18:  339| [45] [閉じ込められる事もなく、誰に操られるでもなく、自分の足で歩いている。]
 19:  344| [45] [そんな当たり前の事が、なんだかありがたく思える。]
 20:  352| [47] [渡瀬]
 21:  355| [45] [「出所をこの日に間に合わせてくれて、先生に感謝しなきゃな」]
 22:  382| [47] [風見]
 23:  385| [45] [「そうね……」]
 24:  390| [45] [風見がわずかに目を伏せる。]
 25:  395| [45] [彼女の横顔は、いつにも増して綺麗に見えた。]
 26:  403| [47] [渡瀬]
 27:  406| [45] [「……出てきたばかりなのに、忙しくしててごめんな」]
 28:  414| [47] [渡瀬]
 29:  417| [45] [「あれから１年が過ぎても、やらなきゃならない事がいくつもあるんだ」]
 30:  444| [47] [風見]
 31:  447| [45] [「いいえ……そんな事、気にしないで」]
 32:  474| [47] [風見]
 33:  477| [45] [「あなたが生きているだけで……一緒に生きていけるだけで、私は幸せなんだから」]
 34:  485| [47] [渡瀬]
 35:  488| [45] [「風見……」]
 36:  493| [45] [俺と風見は見つめ合う。]
 37:  498| [45] [と――その時、ずっと前の方から声がした。]
 38:  562| [47] [洵]
 39:  565| [45] [「もう、なーにやってんのさ２人とも！」]
 40:  571| [45] [見れば洵が、俺たちを睨んでいた。]
 41:  577| [45] [見れば洵が、俺たちを睨んでいる。]
 42:  652| [45] [相変わらずのオレンジの制服。]
 43:  657| [45] [洵は俺と風見が辞めた今も、シリウスにいるのだ。]
 44:  715| [47] [洵]
 45:  718| [45] [「早くしないと、昼休み終わっちゃうだろ！？　抜けてきてんだから、ほら早く！」]
 46:  726| [47] [渡瀬]
 47:  729| [45] [「おいおい、そう急かすなよ。こんな日に」]
 48:  762| [47] [風見]
 49:  765| [45] [「あなたは相変わらず元気ねぇ」]
 50:  791| [47] [洵]
 51:  794| [45] [「なにのんきなこと言ってんだよ。こんな日だからこそ、元気な姿を見せてあげたいんじゃん」]
 52:  799| [45] [その言葉に、俺たちは目を見開く。]
 53:  825| [47] [風見]
 54:  828| [45] [「……そうね……」]
 55:  836| [47] [渡瀬]
 56:  839| [45] [「それじゃそろそろ、あの子に会いに行くか」]
 57:  865| [47] [風見]
 58:  868| [45] [「えぇ」]
 59:  894| [47] [洵]
 60:  897| [45] [「うん」]
 61:  902| [45] [俺たちはそう言って、再び歩き出す。]
 62:  907| [45] [公園の奥、森の向こうにある――鹿鳴霊園を目指して。]
 63:  975| [45] [――今日は凪沙の一周忌。]
 64:  980| [45] [俺たちは万難を排し、彼女の墓参りに来たのだ。]
 65:  985| [45] [そして凪沙が眠っている、橘家の墓の前に行くと――]
 66: 1039| [47] [渡瀬]
 67: 1042| [45] [「おっ」]
 68: 1047| [45] [そこに見知った顔があった。]
 69: 1075| [47] [恵那]
 70: 1078| [45] [「あら、遅かったわね？」]
 71: 1104| [47] [宇喜多]
 72: 1107| [45] [「おや、珍しい人も来てるじゃないか」]
 73: 1112| [45] [先生と、宇喜多のおっさんだ。]
 74: 1117| [45] [一足先に来て、凪沙の墓前に線香を上げてくれていたらしい。]
 75: 1143| [47] [洵]
 76: 1146| [45] [「椿山さん、宇喜多さん！　来てくれたの！？」]
 77: 1172| [47] [風見]
 78: 1175| [45] [「お忙しいところを、わざわざ……」]
 79: 1201| [47] [恵那]
 80: 1204| [45] [「いいのよ、これ以上に重要な用事なんてそうないもの」]
 81: 1230| [47] [宇喜多]
 82: 1233| [45] [「そうとも……１年目のケジメだよ」]
 83: 1238| [45] [先生たちが微笑んで言う。]
 84: 1252| [45] [俺たちは笑みを返し、それから凪沙の墓前に花を供えた。]
 85: 1283| [47] [洵]
 86: 1286| [45] [「……それにしても２人とも、久しぶりだね～。ここんところどうしてたの？」]
 87: 1312| [47] [宇喜多]
 88: 1315| [45] [「僕は出所後、天川博士に声をかけてもらってね。今は有志を集めて、クリーンなＢＣ研究所の設立計画を練ってるよ」]
 89: 1341| [47] [宇喜多]
 90: 1344| [45] [「在りし日の超心研のような、ね」]
 91: 1370| [47] [恵那]
 92: 1373| [45] [「私は政令指定機密都市６箇所を行ったり来たりよ。もー忙しいったらないわ」]
 93: 1399| [47] [風見]
 94: 1402| [45] [「やはり他の機密都市でも、同様の問題が？」]
 95: 1428| [47] [恵那]
 96: 1431| [45] [「鹿鳴市ほどじゃないけどね。まぁ多かれ少なかれ、叩けばホコリが出てきたわ」]
 97: 1439| [47] [渡瀬]
 98: 1442| [45] [「……Ｑの件もあるしな」]
 99: 1468| [47] [洵]
100: 1471| [45] [「平和なようでいて、問題だらけなんだね、この国……」]
101: 1476| [45] [洵の言葉に、恵那がため息混じりにいった。]
102: 1502| [47] [恵那]
103: 1505| [45] [「……人っていうのは、こういう大きな事件でも起きない限り、その事に気付けないのよね」]
104: 1513| [47] [恵那]
105: 1516| [45] [「問題がどこかにある気がしていても、それを探る気は起きない……」]
106: 1524| [47] [恵那]
107: 1527| [45] [「社会が複雑になるにつれて、問題も複雑化していく」]
108: 1535| [47] [恵那]
109: 1538| [45] [「それに関わる人も増えて、それぞれの正義とか事情とかが絡んでいくと、そのうち誰が悪いのかわからなくなるものね」]
110: 1543| [45] [――確かにそういう側面はあるかもしれない。]
111: 1597| [45] [ラボの事件もそうだ。]
112: 1602| [45] [あんなデタラメな事件が起きてしまった原因は、ラボの幹部連中のせいなのか、その上の鹿鳴市の議員たちのせいなのか。]
113: 1607| [45] [ラボの取引先だという、なんとかって製薬会社のせいなのか。]
114: 1657| [45] [悪いのは地下で死んだ２人の研究員たちだったのか、それとも見て見ぬフリをした大多数の上級研究員たちだったのか。]
115: 1709| [45] [さらに遡ればアリス・アンフラメや、その両親や、アリスを迫害した人々にも原因があると言える。]
116: 1714| [45] [アリスのＢＣ能力を開発したという『安曇衛士』や、ラボの設立を促した先生の父親『椿山室長』にも一因があるかもしれない。]
117: 1766| [45] [関わる人間は際限なく増え、責任は無限に薄まっていく。]
118: 1771| [45] [１人１人の悪意はたかが知れているのだろう。]
119: 1776| [45] [だが誰かが抱いた悪意は周囲に伝染していき、増幅され、淀んで腐っていく。]
120: 1781| [45] [問題の内部にいる人間ほど、それに気付かないものなのかもしれない……。]
121: 1838| [47] [洵]
122: 1841| [45] [「……それでも問題があるんなら、なんとか正さなきゃならないじゃん？」]
123: 1867| [47] [宇喜多]
124: 1870| [45] [「うむ。だが問題の存在を知ったとしても、是正する勇気は持ちにくい」]
125: 1878| [47] [渡瀬]
126: 1881| [45] [「その勇気を持てたとしても、方法を決定的に間違う事もあるしな」]
127: 1904| [45] [俺とおっさんは、苦い笑みを交わした。]
128: 1909| [45] [風見が悲しげに呟く。]
129: 1935| [47] [風見]
130: 1938| [45] [「……何かを犠牲にするまで、人はそれに気付けないとしたら……」]
131: 1946| [47] [風見]
132: 1949| [45] [「私たちは、これからも色んなものを、失い続けなければならないんでしょうか」]
133: 1972| [47] [渡瀬]
134: 1973| [45] [「……」]
135: 1999| [47] [風見]
136: 2002| [45] [「だとしたら、凪沙の死は……その過程で起きた、仕方のない出来事だったんでしょうか？」]
137: 2010| [47] [渡瀬]
138: 2013| [45] [「そんなわけないだろ」]
139: 2018| [45] [俺は即座に、風見の問いに答えた。]
140: 2026| [47] [渡瀬]
141: 2029| [45] [「被害者が『仕方ない』なんて思っちゃ駄目だ……絶対に駄目だ」]
142: 2037| [47] [渡瀬]
143: 2040| [45] [「許しちゃいけない奴ってのはいるんだ。あらゆる問題には、必ず元凶がいるはずなんだよ」]
144: 2048| [47] [渡瀬]
145: 2051| [45] [「関わった人間が多いなら、全員が責任を負えばいい」]
146: 2077| [47] [恵那]
147: 2080| [45] [「あら、ずいぶん偉そうな事を」]
148: 2106| [47] [洵]
149: 2109| [45] [「元テロリストのくせに～」]
150: 2117| [47] [渡瀬]
151: 2120| [45] [「あぁ、俺は最悪のテロリスト野郎さ。１年前の事件だけ見りゃ、誰より非難されるべき男だ」]
