  0:   77| [55] [√Before Chapter 1]
  1:   85| [45] [That night--]
  2:  142| [45] [Natsuhiko and Mashiro told Yuuri about the incident as they gathered around the dinner table.]
  3:  289| [47] [Yuuri]
  4:  292| [45] ["... So that's what happened..."]
  5:  318| [47] [Mashiro]
  6:  321| [45] ["Man, it was sooo shocking!"]
  7:  344| [45] [Despite how tense Mashiro was right after the accident, she was now back to her cheerful self, excitedly telling the tale.]
  8:  370| [47] [Mashiro]
  9:  373| [45] ["And right after we realized we'd witnessed the scene of an accident, Natsuhiko suddenly used telepathy!"]
 10:  381| [47] [Mashiro]
 11:  384| [45] ["Two huge events happened one after another! I was so shook up!"]
 12:  410| [47] [Yuuri]
 13:  413| [45] ["Huh? Hikorin used telepathy?"]
 14:  421| [47] [Natsuhiko]
 15:  424| [45] ["Yeah... somehow I used it back then."]
 16:  450| [47] [Yuuri]
 17:  453| [45] ["Just then? You can't use it anymore?"]
 18:  479| [47] [Mashiro]
 19:  482| [45] ["Seems like it. I guess it's that fight or flight response sorta thing."]
 20:  505| [45] [After Natsuhiko had seemingly gained the ability of telepathy, he tried to use it again on Mashiro on the way back.]
 21:  510| [45] [But Natsuhiko was unable to send even the feeblest of messages, much less reproduce the large-scale telepathy he used back there.]
 22:  518| [47] [Natsuhiko]
 23:  521| [45] ["Well, it's not a big deal. If there's something I want to convey, I can just convey it with my voice, after all."]
 24:  547| [47] [Mashiro]
 25:  550| [45] ["Man, you really don't have any interest in BC, do you?"]
 26:  576| [47] [Mashiro]
 27:  579| [45] ["I mean, you usually don't even cry sour grapes over not being able to use BC~"]
 28:  605| [47] [Yuuri]
 29:  608| [45] ["Hmm... well, I don't see a problem. Talking's more fun, anyway."]
 30:  616| [47] [Natsuhiko]
 31:  619| [45] ["Got that right."]
 32:  645| [47] [Mashiro]
 33:  648| [45] ["Hmm? Looks like the BC-challenged gotta stick up for each other, huh... Now you're making me feel like the odd man out."]
 34:  845| [45] [Just as Mashiro implied, Yuuri was completely incapable of using BC as well.]
 35:  850| [45] [She had Rank C Aptitude, but hadn't practiced much at all.]
 36:  855| [45] [Yuuri didn't seem to like BC all that much either, so Natsuhiko quickly tried to change the subject.]
 37:  915| [47] [Natsuhiko]
 38:  918| [45] ["... But still, today sure was ridiculous, huh. It's really rare for accidents to happen in this city."]
 39:  960| [47] [Mashiro]
 40:  963| [45] ["Sure is. I wonder how Mr. Ukita still got into an accident, though..."]
 41:  972| [47] [Natsuhiko]
 42:  975| [45] ["Beats me. Maybe there was a system error in his car's ADS?"]
 43: 1078| [45] [Rokumei City was the first city in the nation to adopt trial runs of ADS-- that is, Automatic Driving Systems.]
 44: 1083| [45] [Cars inside the city were all equipped with that system. You just entered a desired address and your car safely took you to your destination.]
 45: 1143| [47] [Mashiro]
 46: 1146| [45] ["But I thought ADS failures were exceptionally rare? I heard they have an accident rate of only 4%% compared to human drivers."]
 47: 1154| [47] [Natsuhiko]
 48: 1157| [45] ["Meaning it's still not 0%%, right? I guess you still can't expect perfection even if you rely on computers for everything."]
