  0:   44| [55] [√Double Chapter4]
  1:   56| [45] [――――――]
  2:   61| [45] [――――]
  3:   66| [45] [――]
  4:  110| [45] [――夏彦たちは、現実に戻ってきた。]
  5:  144| [47] [悠里]
  6:  147| [45] [「……ひこりん、サリュちゃん、大丈夫？」]
  7:  152| [45] [悠里の声がひどく遠く感じる。]
  8:  185| [45] [夏彦は答えず、ただ歯噛みしていた。]
  9:  190| [47] [夏彦]
 10:  191| [45] [（……サリュは……）]
 11:  196| [47] [夏彦]
 12:  197| [45] [（……ぼくらの中で、一番辛い過去を……！）]
 13:  202| [45] [サリュの記憶の中で見てきた全てが、夏彦の胸を締め付ける。]
 14:  207| [45] [そして、そんな夏彦の目の前で――サリュは、涙を流していた。]
 15:  234| [47] [サリュ]
 16:  237| [45] [「……知らない方が、きっと幸せだった」]
 17:  245| [47] [夏彦]
 18:  248| [45] [「……ごめん……！」]
 19:  253| [45] [夏彦は後悔した。悠里の言葉に従っていれば良かったと。]
 20:  258| [45] [だが、サリュはすぐに首を振って続ける。]
 21:  284| [47] [サリュ]
 22:  287| [45] [「……謝る必要はない」]
 23:  295| [47] [サリュ]
 24:  298| [45] [「それでも何も知らないより、知った方がきっといい」]
 25:  306| [47] [サリュ]
 26:  309| [45] [「色々考えるのはそのあとでいい。そうでしょ夏彦？」]
 27:  314| [45] [サリュが泣きながら微笑む。]
 28:  319| [45] [それは彼女の記憶の中で見た、天川博士の表情に良く似ていた。]
 29:  327| [47] [サリュ]
 30:  330| [45] [「私の人生が灰色だったとしても、この数日間の想い出は、彩りに満ちていた」]
 31:  338| [47] [サリュ]
 32:  341| [45] [「その想い出があれば、どんな過去にも耐えられるから……」]
 33:  360| [45] [彼女は眼を瞑り、ぽつりと呟いた。涙が彼女の頬を伝い、床に落ちる。]
 34:  365| [45] [彼女が無理しているのは、夏彦にもわかった。初めて見る彼女の涙が、それを何より物語っていた。]
 35:  370| [47] [夏彦]
 36:  371| [45] [（くそ……彼女を支える術はないか？）]
 37:  376| [45] [サリュは夏彦に『叶うならば支えてほしい』と言った。]
 38:  381| [45] [そんなサリュのために、してあげられる事があるとするなら――]
 39:  386| [47] [夏彦]
 40:  387| [45] [（そうだ……彼女に、ぼくの心を……！）]
 41:  392| [45] [これは能力の濫用じゃない。恐らく、正しい使い道だ。]
 42:  397| [45] [夏彦はそう信じながら、サリュの手をそっと握った。]
 43:  405| [47] [夏彦]
 44:  408| [45] [「……サリュ」]
 45:  434| [47] [サリュ]
 46:  437| [45] [「っ……！」]
 47:  442| [45] [びくっと身を強張らせるサリュを見つめ、夏彦は彼女にテレパシーを送る。]
 48:  498| [45] [サリュに対する感謝と親愛と、それら全ての想いを込めて。]
 49:  506| [47] [夏彦]
 50:  509| [45] [《君と一緒に過ごした数日は、ぼくにとっても大切な想い出になった……》]
 51:  517| [47] [夏彦]
 52:  520| [45] [《君に出会えてよかったよ。ぼくも君のおかげで、少しだけ変われたんだ》]
 53:  546| [47] [夏彦]
 54:  549| [45] [《だけど楽しいのは、この数日だけじゃないよ》]
 55:  557| [47] [夏彦]
 56:  560| [45] [《これからきっと、たくさんいい事がある。ぼくらが君と、ずっと一緒にいるから……》]
 57:  586| [47] [サリュ]
 58:  589| [45] [「……」]
 59:  594| [45] [サリュは何も言わなかった。ただ黙って、夏彦の手を握り返してきた。]
 60:  633| [45] [その言葉に、夏彦はサリュの手をそっと握って答える。]
 61:  641| [47] [夏彦]
 62:  644| [45] [「この数日だけじゃないよ……これからきっと、たくさんいい事がある」]
 63:  652| [47] [夏彦]
 64:  655| [45] [「ぼくらが君と、ずっと一緒にいるから」]
 65:  678| [47] [サリュ]
 66:  679| [45] [「……」]
 67:  684| [45] [サリュは何も言わなかった。]
 68:  689| [45] [ただ黙って、夏彦の手を握り返してきた。]
 69:  713| [45] [悠里もそこに手を重ね、言う。]
 70:  744| [47] [悠里]
 71:  747| [45] [「……脱出しようね、皆で」]
 72:  755| [47] [悠里]
 73:  758| [45] [「ましろんも一緒に、４人であの家に帰ろう」]
 74:  784| [47] [サリュ]
 75:  787| [45] [「……ん」]
 76:  792| [45] [サリュがうなずいて、涙を拭く。]
 77:  799| [45] [夏彦もうなずき、呟いた。]
 78:  813| [47] [夏彦]
 79:  816| [45] [「あとは、橘さんが戻れば脱出できるけど……」]
 80:  849| [47] [夏彦]
 81:  852| [45] [「ふぅ……やっぱり問題なかったな」]
 82:  857| [45] [ほっと一息つく夏彦に、サリュが怪訝そうな声を上げる。]
 83:  884| [47] [サリュ]
 84:  887| [45] [「問題？　なんの事？」]
 85:  895| [47] [夏彦]
 86:  898| [45] [「いや、なんでもないよ。サリュはやっぱり、頼れる仲間だなって事さ」]
 87:  924| [47] [サリュ]
 88:  927| [45] [「……？　ふぅん」]
 89:  932| [45] [夏彦はサリュに微笑みかけ、それから話を変えた。]
 90:  940| [47] [夏彦]
 91:  943| [45] [「あとは、橘さんが戻れば脱出できるけど……」]
 92:  970| [47] [悠里]
 93:  973| [45] [「うん、でも……」]
 94:  981| [47] [悠里]
 95:  984| [45] [「外には、保安六課がいるかもしれない」]
 96: 1016| [47] [夏彦]
 97: 1019| [45] [「えっ？」]
 98: 1045| [47] [悠里]
 99: 1048| [45] [「隔壁が閉じてから、もう１０時間近く経つよね。だったらラボ側も、被験体の逃走について手を打ってるはず」]
100: 1074| [47] [悠里]
101: 1077| [45] [「わたしたちは保安課にマークされてる。このまま隔壁が開いたら――」]
102: 1085| [47] [夏彦]
103: 1088| [45] [「保安六課に捕まって、また幽閉されてしまうか……！」]
104: 1093| [45] [考えてみれば、外がいまどんな状況にあるのか、この場の誰も知らないのだ。]
105: 1101| [47] [夏彦]
106: 1104| [45] [「外の様子が知りたいな。ＢＣで誰かに連絡できないか？」]
107: 1130| [47] [悠里]
108: 1133| [45] [「外にはたくさん人がいるだろうけど、信用できる知り合いとなると……いそうにないよ」]
109: 1139| [45] [渡瀬たちの上司『司令長』という男は信用できるかもしれないが、向こうは夏彦たちを知らないだろう。]
110: 1144| [45] [だいいち、固有脳波形がわからないので、指向性テレパシーは送れない。]
111: 1170| [47] [サリュ]
112: 1173| [45] [「……あの、ＢＣの事はよくわからないけど、天川博士と連絡はできないの？」]
113: 1181| [47] [夏彦]
114: 1184| [45] [「そうか、母さんか！」]
115: 1189| [45] [確かに天川博士なら信用できるし、ラボの外に待機している可能性も高い。]
116: 1194| [45] [だが悠里は首を振る。]
117: 1220| [47] [悠里]
118: 1223| [45] [「わたしもそう思って、閉じ込められた当初、何度も連絡してたんだけど……繋がらなかったの」]
119: 1231| [47] [夏彦]
120: 1234| [45] [「隔壁のせいかな？」]
121: 1260| [47] [悠里]
122: 1263| [45] [「そうかもしれない。ＷＸ粒子のエネルギー量がこれだけ高まっていれば、外にも通信できると思ったんだけど……」]
123: 1268| [45] [だが、もう１度試してみる価値はありそうだ。]
124: 1330| [45] [夏彦はそう思い、精神を集中した。]
125: 1344| [47] [夏彦]
126: 1347| [45] [《――母さん、聞こえるかい？　ぼくだ、夏彦だ》]
127: 1352| [45] [続いてエンパシーを試みる。返答はない。]
128: 1360| [47] [夏彦]
129: 1363| [45] [《――もし聞こえていたら、答えを念じてくれ。それをぼくがエンパシーで聞く》]
130: 1373| [47] [夏彦]
131: 1376| [45] [《いきなりこんなこと言われて戸惑うかもしれないけど、ぼくはＢＣ能力に目覚めたんだ》]
132: 1385| [47] [夏彦]
133: 1388| [45] [《母さんももう知ってると思うけど、ぼくはＢＣ能力に目覚めたんだ》]
134: 1393| [45] [さらにエンパシーを試みる。返答はない。]
135: 1401| [47] [夏彦]
136: 1404| [45] [《母さんの助けが必要なんだよ。もし聞こえていたら――脱出に、手を貸してくれ》]
137: 1409| [45] [もう１度エンパシーを試みる。]
138: 1414| [45] [すると、３回目で――]
139: 1440| [47] [美夜子]
140: 1443| [45] [《夏彦！　夏彦なの！？》]
141: 1448| [45] [博士の声が、頭に響いた。]
142: 1453| [47] [夏彦]
143: 1456| [45] [《母さん！　やっぱりいたのか！》]
144: 1486| [47] [美夜子]
145: 1489| [45] [《いるわ！　あぁ、本当に夏彦なのね！》]
146: 1513| [47] [美夜子]
147: 1516| [45] [《私はもう心配で、胸が張り裂けるかと……！》]
148: 1521| [47] [夏彦]
149: 1522| [45] [（やった、成功だ！）]
150: 1527| [45] [夏彦は悠里たちにＯＫサインを見せて、博士との通信を続けた。]
151: 1535| [47] [夏彦]
152: 1538| [45] [《母さん、悠里とずっと通信できてなかったみたいだけど、何かあったのか？》]
153: 1562| [47] [美夜子]
154: 1565| [45] [《テロ発生直後の爆発に巻き込まれて、病院で治療を受けていたの》]
155: 1570| [47] [美夜子]
156: 1573| [45] [《つい２時間ほど前に戻ってきて、今は…――…―――》]
157: 1611| [45] [そこで不意に、博士の声は途切れた。]
158: 1619| [47] [夏彦]
159: 1622| [45] [《母さん！？　声が聞こえないよ！？》]
160: 1646| [47] [美夜子]
161: 1649| [45] [《―…―えない！？　これでどう！？》]
162: 1657| [47] [夏彦]
163: 1660| [45] [《あ、聞こえた。何が起きてるんだ？》]
164: 1684| [47] [美夜子]
165: 1687| [45] [《床に頭を押しつけてみたら、通信できるようになったわ》]
166: 1741| [47] [美夜子]
167: 1744| [45] [《すでに知ってるかもしれないけど、地下１階と地上１階を隔てる床と隔壁には、分厚いＢＣ絶縁体が使われてるの》]
168: 1749| [47] [美夜子]
169: 1752| [45] [《今はＷＸ粒子エネルギー量が高まっているから、なんとか通信できるみたいだけど――》]
170: 1757| [47] [美夜子]
171: 1760| [45] [《一定の閾値を下回ったら、再び通信不可能になるわ》]
172: 1765| [47] [夏彦]
173: 1766| [45] [（……！）]
174: 1797| [45] [ではせっかく繋がったのに、すぐに通信が途切れてしまう可能性が高いらしい。]
