  0:   50| [55] [√Double Chapter7]
  1:   86| [85] [　%N　%N　%N　%N　%N]
  2:   90| [47] [【――椿山恵那との記憶――】]
  3:  170| [45] [――ラボを脱出した後、渡瀬はそのまま警察に出頭した。]
  4:  175| [45] [風見や洵は止めたが、渡瀬はそれを聞き入れなかった。]
  5:  180| [45] [まず法の手で正式に裁かれなければ、何も始まらないと思ったのだ……。]
  6:  187| [45] [そして、それから１２日が過ぎた。]
  7:  192| [45] [渡瀬は某留置場で、名前の代わりに『００８７番』という番号を振られ、審議の日を待っていた。]
  8:  197| [47] [渡瀬]
  9:  198| [45] [（……退屈だ）]
 10:  203| [45] [渡瀬は思想犯専用の独居房で、ため息をつく。]
 11:  208| [45] [話し相手もいないし、審議の日までやる事はない。]
 12:  213| [45] [できる暇つぶしと言えばせいぜい筋トレくらいだが、１日中やっているわけにもいかない。]
 13:  218| [47] [渡瀬]
 14:  219| [45] [（早く審議の日にならねぇかな……）]
 15:  224| [45] [そう思った時、房の外から看守の声がした。]
 16:  229| [47] [看守]
 17:  232| [45] [「――８７番、面会だ」]
 18:  240| [47] [渡瀬]
 19:  243| [45] [「面会？　俺に？」]
 20:  248| [45] [風見だろうか、あるいは洵か。]
 21:  253| [45] [ともかく渡瀬は、看守に連れられ、面会室に向かった。]
 22:  299| [45] [そこで待っていたのは――]
 23:  383| [47] [恵那]
 24:  386| [45] [「久しぶりね、隊長さん」]
 25:  394| [47] [渡瀬]
 26:  397| [45] [「先生……」]
 27:  402| [45] [意外な客に、渡瀬は驚いた。]
 28:  410| [47] [渡瀬]
 29:  413| [45] [「どうしたんだ？　こんなところにわざわざ」]
 30:  421| [47] [恵那]
 31:  424| [45] [「あらご挨拶ね。あなたに会いたくて、せっかくやってきたのに」]
 32:  447| [47] [渡瀬]
 33:  450| [45] [「っ……」]
 34:  498| [47] [恵那]
 35:  501| [45] [「というのは冗談。実はあなたに、相談があってね」]
 36:  509| [47] [渡瀬]
 37:  512| [45] [「相談って？」]
 38:  520| [47] [恵那]
 39:  523| [45] [「私たちの捜査に、協力して欲しいのよ」]
 40:  603| [85] [　%N　%N　%N]
 41:  607| [47] [――恵那はそう言って、話し始めた。]
 42:  615| [47] [『Ｑの撲滅に協力する代わり、刑期を大幅短縮する』]
 43:  623| [47] [という提案を……。]
 44:  685| [47] [恵那]
 45:  688| [45] [「――つまり、一種の司法取引よ」]
 46:  696| [47] [恵那]
 47:  699| [45] [「日本には司法取引のシステムはないけど、裁判に関する諸制度を応用する事で、それに近い事ができるわ」]
 48:  707| [47] [渡瀬]
 49:  710| [45] [「なるほど……」]
 50:  715| [45] [恵那の話を聞き終えた渡瀬は、その事について考えた。]
 51:  720| [45] [『仲間を売る』という罪悪感はない。]
 52:  725| [45] [Ｑが無分別な破壊活動を行い、その結果皆の人生を歪ませた組織だとわかった以上、その撲滅は渡瀬の望みでもある。]
 53:  773| [47] [恵那]
 54:  776| [45] [「どう？　悪い話じゃないと思うけど」]
 55:  784| [47] [渡瀬]
 56:  787| [45] [「あぁ、確かに悪くはない」]
 57:  795| [47] [渡瀬]
 58:  798| [45] [「しかし、気になる点が１つ――」]
 59:  806| [47] [渡瀬]
 60:  809| [45] [「先生はどうして、そこまでしてくれるんだ？」]
 61:  857| [47] [恵那]
 62:  860| [45] [「え？」]
 63:  868| [47] [渡瀬]
 64:  871| [45] [「俺はＱの末端構成員だぞ。俺の協力なんかなくたって、捜査にさほど支障はないだろ」]
 65:  879| [47] [渡瀬]
 66:  882| [45] [「なのにどうしてわざわざ、こんな取引を？」]
 67:  890| [47] [恵那]
