  0:   59| [55] [√Before Chapter5]
  1:   74| [47] [夏彦]
  2:   75| [45] [（――……）]
  3:   80| [45] [気づけば夏彦は、ラボの中に戻っていた。]
  4:  159| [45] [傍らには悠里とましろがいる。]
  5:  164| [45] [ましろが涙を流しているのを見て、夏彦は現在の状況を思い出した。]
  6:  169| [47] [夏彦]
  7:  170| [45] [（そうだ、今は……！）]
  8:  175| [45] [『第４エリア』から『第５エリア』に向かう途中、前後を炎に挟まれたのだ。]
  9:  180| [45] [この通路の先は、火に塞がれている。]
 10:  185| [45] [引き返して『第４エリア』に行っても、そこは炎上している。]
 11:  190| [45] [絶体絶命の状況だった。]
 12:  195| [47] [夏彦]
 13:  196| [45] [（くっ……ど、どうする！？）]
 14:  201| [45] [考えてもいい方法は思いつかない。]
 15:  206| [45] [時間が無為に過ぎていく。]
 16:  214| [47] [悠里]
 17:  217| [45] [「ひ、ひこりん……！」]
 18:  222| [45] [悠里が夏彦の袖を掴み、不安げに言う。]
 19:  230| [47] [悠里]
 20:  233| [45] [「このままここにいたら、大変な事になる……！」]
 21:  241| [47] [夏彦]
 22:  244| [45] [「……い、いや待て、悠里」]
 23:  270| [47] [悠里]
 24:  273| [45] [「え？」]
 25:  281| [47] [夏彦]
 26:  284| [45] [「行く事も戻る事もできない……だったら……」]
 27:  292| [47] [夏彦]
 28:  295| [45] [「ここで救助を待とう……」]
 29:  321| [47] [悠里]
 30:  324| [45] [「救助って……！　そんなの、来るの？」]
 31:  329| [45] [悠里の声は否定的だった。]
 32:  334| [47] [夏彦]
 33:  335| [45] [「……」]
 34:  340| [45] [夏彦は何も答えられない。]
 35:  472| [45] [時間はなおも過ぎていく。]
 36:  477| [45] [ふと時計を見ると、壊れたはずの時計は、いつの間にかまた時を刻んでいた。]
 37:  521| [45] [日付も狂ってしまったのか、『９月１４日』を指している。]
 38:  526| [45] [それを見て夏彦は、苦々しく思った。]
 39:  531| [47] [夏彦]
 40:  532| [45] [（あの日、過去を乗り越えようと思ったのに……）]
 41:  537| [47] [夏彦]
 42:  538| [45] [（結局、乗り越えられなかったのか……？）]
 43:  547| [45] [――やがて通路の向こうから、煙が漂ってきた。]
 44:  552| [45] [やがてましろが、ぽつりと言う。]
 45:  575| [47] [ましろ]
 46:  578| [45] [「……ねぇ、夏彦」]
 47:  586| [47] [夏彦]
 48:  589| [45] [「え……？」]
 49:  597| [47] [ましろ]
 50:  600| [45] [「正直、ヤバいっぽいね……」]
 51:  605| [47] [夏彦]
 52:  606| [45] [「……」]
 53:  611| [45] [黙り込む夏彦の表情は、よほど沈んでいたのだろう。]
 54:  616| [45] [ましろはそっと夏彦の手を握って言う。]
 55:  624| [47] [ましろ]
 56:  627| [45] [「……最後になるかもしれないから……言っておきたい事があるんだ」]
 57:  635| [47] [夏彦]
 58:  638| [45] [「え……？」]
 59:  661| [47] [ましろ]
 60:  664| [45] [「あの……一昨日のこと……」]
 61:  672| [47] [ましろ]
 62:  675| [45] [「夏彦はさ、私を信じて、一緒にテロリストを探してくれたよね」]
 63:  683| [47] [ましろ]
 64:  686| [45] [「ずっと私、エンパシー使えないって嘘ついてたのに、許してくれたよね？」]
 65:  694| [47] [夏彦]
 66:  697| [45] [「……あぁ」]
 67:  720| [47] [ましろ]
 68:  723| [45] [「……本当に、嬉しかったよ」]
 69:  731| [47] [ましろ]
 70:  734| [45] [「……ありがとう、夏彦」]
 71:  739| [45] [その言葉に、胸が締め付けられた。]
 72:  744| [45] [ましろの言葉が、まるで最期の言葉のように思えて――]
 73:  752| [47] [夏彦]
 74:  755| [45] [「……！」]
 75:  760| [45] [夏彦はましろの手を握り返す。]
 76:  765| [45] [煙はさらに満ちていく。周囲の温度が上がっていく。]
 77:  770| [45] [やがて悠里が悲しげに呟いた。]
 78:  796| [47] [悠里]
 79:  799| [45] [「……ひこりん……」]
 80:  807| [47] [悠里]
 81:  810| [45] [「こんな終わり方、嫌だよね……」]
 82:  815| [47] [夏彦]
 83:  816| [45] [「……」]
 84:  824| [47] [悠里]
 85:  827| [45] [「ひこりんなら、正しい道を探せると思ったのに……」]
 86:  835| [47] [悠里]
 87:  838| [45] [「ましろんたちと手を取り合って、現実を乗り越えられると思ったのに……！」]
 88:  846| [47] [夏彦]
 89:  849| [45] [「……ごめん」]
 90:  854| [45] [夏彦は悠里の手も握った。]
 91:  898| [45] [３人は手を繋ぎ、そこに佇んだ。]
 92:  903| [45] [――どれくらいそうしていたのだろうか。]
