  0:   50| [55] [√Double Chapter 2]
  1:   62| [45] [Even after Watase had left the shelter-- Natsuhiko glared at the shut door for a while.]
  2:   67| [45] [Yuuri accosted him.]
  3:   93| [47] [Yuuri]
  4:   96| [45] ["Hikorin... why did you talk like that to Captain Kasasagi?"]
  5:  104| [47] [Natsuhiko]
  6:  107| [45] ["I'm sorry... I lost my temper... When I saw how badly injured Mashiro was, I just couldn't forgive Watase for it..."]
  7:  133| [47] [Yuuri]
  8:  136| [45] ["Huh!? So Mashiron's injuries really were because of Captain Kasasagi?"]
  9:  144| [47] [Natsuhiko]
 10:  147| [45] ["Yeah, Watase shot her before he lost his memories."]
 11:  170| [45] [Natsuhiko gave Yuuri a summary of the events that led him up to here:]
 12:  222| [45] [After Yuuri erased her phantom, Watase caught up to Mashiro and Natsuhiko and shot them...]
 13:  271| [45] [At the end of that struggle, Natsuhiko passed out in Area N.]
 14:  320| [45] [Afterwards, he saw the six-hour escape drama through Watase's five senses--]
 15:  325| [45] [Once Yuuri had heard the entire story, she spoke painfully.]
 16:  358| [47] [Yuuri]
 17:  361| [45] ["So that's what happened..."]
 18:  369| [47] [Natsuhiko]
 19:  372| [45] ["Yeah. So, I know the current 'amnesiac Watase' is almost like a completely different person from the pre-amnesiac Watase, but..."]
 20:  380| [47] [Natsuhiko]
 21:  383| [45] ["I really still can't find it in me to forgive him."]
 22:  427| [45] [It tore his heart apart to look at Mashiro's pale face as she lay on the ground.]
 23:  432| [45] [It seemed that Mashiro had used up the last remaining bit of her strength to send that final telepathy.]
 24:  437| [45] [She had probably passed out as soon as she finished communicating with Natsuhiko.]
 25:  445| [47] [Natsuhiko]
 26:  448| [45] ["Please be okay... Please wake up...!"]
 27:  456| [47] [Yuuri]
 28:  459| [45] ["Yes..."]
 29:  464| [45] [Natsuhiko and Yuuri held Mashiro's hands and prayed.]
 30:  471| [45] [--But they couldn't spend all their time praying.]
 31:  476| [45] [Natsuhiko was worried about Mashiro, but there were many things he needed to confirm if he wanted to escape outside with her.]
 32:  484| [47] [Natsuhiko]
 33:  487| [45] ["... Hey, Yuuri..."]
 34:  555| [47] [Yuuri]
 35:  558| [45] ["Hmm?"]
 36:  566| [47] [Natsuhiko]
 37:  569| [45] ["Mashiro and I know next to nothing about LABO."]
 38:  577| [47] [Natsuhiko]
 39:  580| [45] ["We don't know the true meaning behind what happened here today."]
 40:  588| [47] [Natsuhiko]
 41:  591| [45] ["But Yuuri, you've been here in LABO, so do you know anything about what's going on?"]
 42:  641| [45] [When he saw Yuuri's memories, he learned that LABO was a BC research facility.]
 43:  646| [45] [But there were still many mysteries left unsolved.]
 44:  697| [47] [Natsuhiko]
 45:  700| [45] ["What was that thing in Area N-- that 'WX particle amplifier'?"]
 46:  718| [47] [Natsuhiko]
 47:  721| [45] ["If there's no nuclear reactor, then what's spreading through the facility?"]
 48:  729| [47] [Natsuhiko]
 49:  732| [45] ["What's the phenomenon that they've been calling a 'meltdown'?"]
 50:  785| [47] [Natsuhiko]
 51:  788| [45] ["What does the Procyon really measure? Exactly what kind of drug is AD actually?"]
 52:  793| [47] [Yuuri]
 53:  794| [45] ["..."]
 54:  802| [47] [Natsuhiko]
 55:  805| [45] ["I've come up with several questions, but..."]
 56:  813| [47] [Natsuhiko]
 57:  816| [45] ["Do you know any of the answers, Yuuri?"]
 58:  881| [45] [Yuuri softly nodded.]
 59:  907| [47] [Yuuri]
 60:  910| [45] ["... Yes, I know everything."]
 61:  918| [47] [Yuuri]
 62:  921| [45] ["I've learned all sorts of things through my nine-year stay at LABO."]
 63:  947| [47] [Yuuri]
 64:  950| [45] ["Including truths that have been withheld from society... and things I would rather not have known."]
 65:  976| [47] [Yuuri]
 66:  979| [45] ["Once you know the truth, there might be no going back, okay? Are you still sure you want to know?"]
 67:  987| [47] [Natsuhiko]
 68:  990| [45] ["... Fine by me."]
 69:  998| [47] [Natsuhiko]
 70: 1001| [45] ["Tell me, Yuuri. Tell me what exactly is going on here."]
 71: 1006| [45] [Yuuri quietly began to answer Natsuhiko's question.]
 72: 1032| [47] [Yuuri]
 73: 1035| [45] ["... I'll take it all one thing at a time, okay?"]
 74: 1043| [47] [Yuuri]
 75: 1046| [45] ["First, I'll tell you exactly what a 'WX particle' is--"]
 76: 1054| [47] [Yuuri]
 77: 1057| [45] ["But before I get into that, you do know what 'BC particles' are, right, Hikorin?"]
 78: 1065| [47] [Natsuhiko]
 79: 1068| [45] ["Huh? Ah, yeah."]
 80: 1121| [45] [Now that she mentioned it, he remembered what he learned from a class they had earlier.]
 81: 1168| [47] [Ena]
 82: 1171| [45] ["The 'BC particle'-- that's the general term for the elementary particle related to the use of BC."]
 83: 1179| [47] [Ena]
 84: 1182| [45] ["They're elementary particles that are molded and transmitted by the brain activity of all living animals, and thus humans."]
 85: 1190| [47] [Ena]
 86: 1193| [45] ["First of all, these 'BC particles' I've mentioned fill our surroundings and have the capability to move through all matter."]
 87: 1201| [47] [Ena]
 88: 1204| [45] ["Which of course includes your skulls and your brains within..."]
 89: 1212| [47] [Ena]
 90: 1215| [45] ["Also, brain activity itself is 'thought information' which is generated by the brain's electrical signals."]
 91: 1223| [47] [Ena]
 92: 1226| [45] ["This 'thought information' is transmittable to the outside."]
 93: 1260| [47] [Natsuhiko]
 94: 1263| [45] ["I know, but what about them...?"]
 95: 1268| [45] [It was right after he said those words that Natsuhiko picked up on Yuuri's implication.]
 96: 1273| [45] [LABO was a BC research facility, so for her to bring up BC particles meant--]
 97: 1299| [47] [Yuuri]
 98: 1302| [45] ["WX particles are a type of BC particle."]
 99: 1310| [47] [Yuuri]
100: 1313| [45] ["The amount of information, that is to say, the amount of energy transmitted by BC particles normally increases when a Communicator uses BC, but..."]
101: 1321| [47] [Yuuri]
102: 1324| [45] ["The 'WX particle amplifier' can mechanically amplify that energy even in the absence of a Communicator."]
103: 1332| [47] [Yuuri]
104: 1335| [45] ["The BC particles are put into a state of blank information, but extremely high energy, which gives them distinct properties."]
105: 1343| [47] [Yuuri]
106: 1346| [45] ["In this state, they're called 'W-eXtreme particles', or WX particles for short."]
107: 1351| [45] [--Now that she mentioned it, Natsuhiko's mother did talk about something like that in Yuuri's memories.]
108: 1403| [45] [She'd said that BC particles written with information were called "M particles". Particles not written with information were called "W particles".]
109: 1408| [45] [From what Natsuhiko could surmise, it appeared that WX particles were derived from W particles...]
110: 1416| [47] [Natsuhiko]
111: 1419| [45] ["When you say they have distinct properties, what exactly do you mean?"]
112: 1452| [47] [Yuuri]
113: 1455| [45] ["First of all, in conditions where WX particles are spread about, the efficiency of BC usage rapidly increases."]
114: 1463| [47] [Yuuri]
115: 1466| [45] ["For example, they amplify even the weakest of telepathy to strong telepathy."]
116: 1474| [47] [Yuuri]
117: 1477| [45] ["They also allow BC to be used continuously for an extended amount of time."]
118: 1503| [47] [Yuuri]
119: 1506| [45] ["For example, Hikorin, even though today was the first time you used Senses Sympathy, you were able to remain connected to Captain Kasasagi for over six hours, right?"]
120: 1514| [47] [Natsuhiko]
121: 1517| [45] ["Ah...!"]
122: 1522| [45] [Now that she mentioned it, it was quite an amazing feat for him to have pulled off.]
123: 1527| [45] [Especially considering how it took Yuuri an entire month of training as a child to obtain the same ability Natsuhiko obtained in a flash.]
124: 1532| [45] [Natsuhiko's BC ability did indeed advance rapidly-- but apparently he had at least some backing from these WX particles.]
125: 1540| [47] [Yuuri]
126: 1543| [45] ["LABO used the WX particle amplifier to conduct various research and development relating to BC abilities."]
127: 1600| [47] [Yuuri]
128: 1603| [45] ["But you see, it's difficult to use that machine."]
129: 1611| [47] [Yuuri]
130: 1614| [45] ["Machine operation and energy management must be controlled via supercomputer..."]
131: 1622| [47] [Yuuri]
132: 1625| [45] ["... But today, they lost control of it."]
133: 1680| [47] [Yuuri]
134: 1683| [45] ["The WX particle amplifier went haywire."]
135: 1691| [47] [Natsuhiko]
136: 1694| [45] ["Haywire?"]
