  0:   69| [55] [√After Chapter 6]
  1:  136| [45] [Watase destroyed the door opening mechanism located right next to the door once he left the room.]
  2:  179| [47] [Watase]
  3:  180| [45] [(This way, Moribe and the old man can't get into the room... and Teach will be safe.)]
  4:  185| [45] [The auditory hallucination then returned with a vengeance.]
  5:  243| [85] [{Hey, answer me! Why did you knock Prof. Tsubakiyama out!?}]
  6:  244| [86] [Auditory Hallucination]
  7:  245| [86] [{Hey, answer me! Why did you knock Prof. Tsubakiyama out!?}]
  8:  260| [85] [{What the hell are you trying to do!?}]
  9:  261| [86] [Auditory Hallucination]
 10:  262| [86] [{What the hell are you trying to do!?}]
 11:  290| [47] [Watase]
 12:  291| [45] [(Heh... I -really- must be a lunatic if I'm going to actually answer an auditory hallucination...)]
 13:  296| [45] [Watase laughed bitterly, then answered the hallucination.]
 14:  304| [47] [Watase]
 15:  307| [45] ["... There's no point in trying to persuade Moribe and the old man. Worse, we all only have an hour left."]
 16:  315| [47] [Watase]
 17:  318| [45] ["But even so... there's still just one way to save everyone."]
 18:  376| [85] [{What!?}]
 19:  377| [86] [Auditory Hallucination]
 20:  378| [86] [{What!?}]
 21:  406| [45] [Watase took a security card out of his pocket.]
 22:  411| [45] [It was the "Level N" card that the dead girl had on her.]
 23:  416| [45] [The only key that would open the door to Area N--.]
 24:  424| [47] [Watase]
 25:  427| [45] ["... The commander said that the security system's going haywire because of those fires burning on in Area N."]
 26:  435| [47] [Watase]
 27:  438| [45] ["So if I can put out those fires--"]
 28:  446| [47] [Watase]
 29:  449| [45] ["Then that means the security system should stabilize, and the lockdown will be lifted...!"]
 30:  506| [85] [{...!}]
 31:  507| [86] [Auditory Hallucination]
 32:  508| [86] [{...!}]
 33:  523| [85] [{You... you're not actually thinking of going to Area N by yourself, are you?}]
 34:  524| [86] [Auditory Hallucination]
 35:  525| [86] [{You... you're not actually thinking of going to Area N by yourself, are you?}]
 36:  556| [47] [Watase]
 37:  559| [45] ["Bingo."]
 38:  564| [45] [The melted down nuclear reactor was in Area N.]
 39:  569| [45] [The radiation filling that area was no doubt off the charts compared to what they were faced with out here.]
 40:  574| [45] [But in spite of that-- Watase still managed to force a smile.]
 41:  579| [47] [Watase]
 42:  580| [45] [(Hmph... so what?)]
 43:  585| [45] [What he truly feared wasn't death.]
 44:  590| [45] [It was powerlessness. To watch everything come to an end, helpless to stop it.]
