  0:   46| [55] [√After Chapter 3]
  1:   61| [45] [--Several minutes later.]
  2:   66| [45] [The group left the elevator hall and gathered in front of it.]
  3:   71| [45] [Ukita and Yuuri had also been told of Hiyama's death.]
  4:  131| [45] [Ena remained speechless for a while, then barely managed to make out a few words.]
  5:  139| [47] [Ena]
  6:  142| [45] ["... I'm sorry... for your loss."]
  7:  193| [45] [Ukita gazed at Watase as his body shook in fear, then spoke.]
  8:  201| [47] [Ukita]
  9:  204| [45] ["How did this ever happen...!?"]
 10:  271| [45] [Yuuri said nothing. She just quietly leaned against Jun.]
 11:  276| [47] [Yuuri]
 12:  277| [45] ["..."]
 13:  285| [47] [Jun]
 14:  288| [45] ["... It's okay, Yuuri."]
 15:  293| [45] [Jun gently wrapped her arms around Yuuri's shoulders, but the look on her face only made Yuuri more depressed.]
 16:  369| [45] [Kazami soon looked at the rest of the group with red eyes, then wrung out her voice and said:]
 17:  377| [47] [Kazami]
 18:  380| [45] ["... Dying in the line of duty is an unavoidable risk in this line of work."]
 19:  388| [47] [Watase]
 20:  391| [45] ["But Tachibana..."]
 21:  463| [47] [Kazami]
 22:  466| [45] ["Please don't say anything, Captain."]
 23:  471| [45] [Kazami looked at Watase and spoke.]
 24:  479| [47] [Kazami]
 25:  482| [45] ["We can save our grief for after we've rescued the survivors and gotten outside."]
 26:  508| [47] [Kazami]
 27:  511| [45] ["But... for now, we mustn't..."]
 28:  516| [45] [Her voice shook, and her eyes were filled with sorrow.]
 29:  529| [45] [Watase swallowed the words on the tip of his tongue, and settled for a whisper of an answer instead.]
 30:  537| [47] [Watase]
 31:  540| [45] ["... Yeah."]
 32:  545| [45] [When he thought about her feelings, he realized that no words could ever console the pain she had to be going through.]
 33:  556| [47] [Watase]
 34:  559| [45] ["I see... you really are strong, Tachibana."]
 35:  585| [47] [Kazami]
 36:  588| [45] ["That's right... that's because you have to be strong if you want to survive this line of work..."]
 37:  593| [45] [Her voice shook, and her eyes were filled with sorrow.]
 38:  636| [47] [Kazami]
 39:  639| [45] ["You have to do the same, Moribe..."]
 40:  644| [45] [Jun spoke in a teary voice after Kazami called out to her.]
 41:  670| [47] [Jun]
 42:  673| [45] ["But... today was the first time... I've ever lost a coworker on the job..."]
 43:  681| [47] [Jun]
 44:  684| [45] ["And now... it's happened... again..."]
 45:  692| [47] [Kazami]
 46:  695| [45] ["I know. But you have to hold your head high. You discarded your womanhood when you joined Sirius. Remember that."]
 47:  703| [47] [Jun]
 48:  706| [45] ["But... Sis...!"]
 49:  711| [45] [Jun choked back a sob.]
 50:  716| [45] [Kazami didn't scold her for calling her "Sis".]
 51:  721| [47] [Watase]
 52:  722| [45] [(Tachibana... Moribe... they can't take much more of this...)]
 53:  727| [45] [Even the ever firm and reliable Kazami was failing to hide the tremors in her voice.]
 54:  732| [45] [And yet here Watase was, not even sad about his coworker's death.]
 55:  737| [47] [Watase]
 56:  738| [45] [(Goddammit... I have to say something...!)]
 57:  789| [45] [But anything he said would just be rubbing salt in his squadmates' wounds.]
 58:  794| [45] [Watase gritted his teeth in frustration-- but then Ena whispered into his ear.]
 59:  847| [47] [Ena]
 60:  850| [45] ["What are you doing, Captain Kasasagi...!?"]
 61:  858| [47] [Ena]
 62:  861| [45] ["You have to get a hold of yourself."]
 63:  869| [47] [Watase]
 64:  872| [45] ["..."]
 65:  887| [45] [Watase hesitated for a moment-- but then a thought came to him.]
 66:  892| [47] [Watase]
 67:  893| [45] [(That's right... I have to get a hold of myself.)]
 68:  898| [47] [Watase]
 69:  899| [45] [(I have to lead Tachibana and Moribe now...!)]
 70:  908| [47] [Watase]
 71:  909| [45] [(Can I really lead them... with my amnesia?)]
 72:  914| [45] [Watase stood in utter bewilderment, but then Ena turned to him with irritation in her eyes.]
 73:  940| [47] [Ena]
 74:  943| [45] ["Speak up. You're a man, aren't you? And a captain, right?"]
 75:  951| [47] [Ena]
 76:  954| [45] ["Then you're the only one who can lead us all, aren't you?"]
 77:  980| [47] [Ena]
 78:  983| [45] ["It doesn't matter if you've got amnesia or whatever. Man up."]
 79:  988| [45] [It was those words that finally brought Watase to an epiphany.]
 80:  993| [47] [Watase]
 81:  994| [45] [(No, now that I think about it, that was always... my role.)]
 82: 1094| [45] [It was he, the only one not sad about Hiyama's death, who had to lead the group in Kazami's place.]
 83: 1139| [45] [Despite her protests to the contrary, it was clear she was deeply saddened.]
 84: 1144| [45] [Anyone would be after losing two squadmates whom they'd held so dear in just one day.]
 85: 1149| [47] [Watase]
 86: 1150| [45] [(But she can't show it because she needs to put on a brave face for all the survivors here...)]
 87: 1155| [47] [Watase]
 88: 1156| [45] [(And because our mission isn't over yet...!)]
 89: 1161| [45] [What would the survivors think if the rescue squad all broke down in sorrow and grief?]
 90: 1222| [45] [Ena? Ukita? And-- Yuuri?]
 91: 1227| [45] [They would definitely feel that the situation was hopeless. They'd almost certainly descend into despair.]
 92: 1232| [47] [Watase]
 93: 1233| [45] [(Then I have to be strong...)]
 94: 1238| [47] [Watase]
 95: 1239| [45] [(Stronger than anyone... I must be stronger than anyone, both as a man, and as the captain of this squad!)]
 96: 1327| [45] [Even if it was a role he knew nothing about...]
 97: 1332| [45] [Even if he didn't have confidence in his abilities because of his lack of memories--]
 98: 1337| [47] [Watase]
 99: 1338| [45] [(I am... a rescue squad captain.)]
100: 1343| [47] [Watase]
101: 1344| [45] [(I am "Watase Kasasagi", the man who Tachibana and Moribe look up to!)]
102: 1349| [45] [And the moment he thought that-- a raging fire ignited in Watase's heart.]
103: 1354| [45] [A fire that had been lit by Kazami and Jun's tears, as well as Ena's words.]
104: 1396| [47] [Watase]
