  0:   46| [55] [√After Chapter1]
  1:   54| [45] [だが、外周棟に続く連絡通路に入った途端――洵の怒声が聞こえた。]
  2:   62| [47] [洵]
  3:   65| [45] [「素人は素直に、言うこと聞きなって！」]
  4:   73| [47] [恵那]
  5:   76| [45] [「なによ、煙くらい！　レスキューがヘタれてんじゃないわよ！」]
  6:  170| [45] [見れば洵と恵那が、激しく口論していた。]
  7:  175| [45] [宇喜多はそんな２人を見て、困り果てたような表情を浮かべている。]
  8:  183| [47] [渡瀬]
  9:  186| [45] [「ど、どうした！？」]
 10:  289| [47] [風見]
 11:  292| [45] [「守部、なにを騒いでいるのですか！？」]
 12:  318| [47] [洵]
 13:  321| [45] [「あ、副隊長！」]
 14:  393| [47] [洵]
 15:  396| [45] [「この先の外周棟に、煙が漂ってたんだ。火の気があるっぽいんだよ」]
 16:  404| [47] [洵]
 17:  407| [45] [「でも部屋がたくさんあって火元がわからないから、椿山さんたちを安全なところで待機させようとしたんだけど――」]
 18:  435| [47] [恵那]
 19:  438| [45] [「バカ言ってんじゃないわよ！　火の気があるからこそ、全員でさっさと捜索すべきでしょう！」]
 20:  464| [47] [宇喜多]
 21:  467| [45] [「……とまぁ、互いに一歩も引かなくてね」]
 22:  472| [45] [渡瀬は一瞬どちらに与すべきか考え、そして答えを出した。]
 23:  490| [47] [渡瀬]
 24:  493| [45] [「先生、落ち着けって！　普通に考えて、火の気のある所に素人が入るのは危険だろう！」]
 25:  519| [47] [恵那]
 26:  522| [45] [「なんですって！？」]
 27:  548| [47] [洵]
 28:  551| [45] [「いや、記憶ソーシツで現在素人同然の隊長も、こう言ってんだよ？　常識的に考えればわかんじゃん」]
 29:  577| [47] [洵]
 30:  580| [45] [「火気のある場に、一般人を同行させるわけにはいかないんだよ」]
 31:  606| [47] [恵那]
 32:  609| [45] [「２人ともなに言ってるの！？　煙って言ったって、ほんのちょっと――」]
 33:  614| [45] [恵那がそう言いかけた時――風見が鋭く、口を挟んだ。]
 34:  640| [47] [風見]
 35:  643| [45] [「椿山さん、死にたいんですか？」]
 36:  656| [47] [渡瀬]
 37:  659| [45] [「待て守部、先生の言う通りだ！　早く皆で捜索をするべきだろう！」]
 38:  685| [47] [洵]
 39:  688| [45] [「なに？　記憶ソーシツのくせに、あたしに意見するの？」]
 40:  696| [47] [渡瀬]
 41:  699| [45] [「しかし時間も押してるんだぞ？　先生の言う事の方が正しいんじゃないか？」]
 42:  725| [47] [風見]
 43:  728| [45] [「いいえ隊長、ここは守部の判断が妥当です。火気のある場に、一般の方を同行させるわけにはいきません」]
 44:  754| [47] [恵那]
 45:  757| [45] [「副隊長さんまでなに言ってるの？　煙って言ったって、ほんのちょっと――」]
 46:  783| [47] [風見]
 47:  786| [45] [「椿山さん、死にたいんですか？」]
 48:  794| [47] [渡瀬]
 49:  795| [45] [（いや、どちらも正しいような……）]
 50:  800| [45] [そう思う渡瀬の横で、風見が厳しく言う。]
 51:  826| [47] [風見]
 52:  829| [45] [「椿山さん、ここは守部の判断が妥当です。火気のある場に、一般の方を同行させるわけにはいきません」]
 53:  855| [47] [恵那]
 54:  858| [45] [「副隊長さんまでなに言ってるの？　煙って言ったって、ほんのちょっと――」]
 55:  884| [47] [風見]
 56:  887| [45] [「死にたいんですか？」]
 57:  913| [47] [恵那]
 58:  916| [45] [「え……？」]
 59:  942| [47] [風見]
 60:  945| [45] [「死にたくなければ、黙って言う事を聞いて下さい」]
 61:  971| [47] [恵那]
 62:  974| [45] [「……っ」]
 63:  979| [45] [風見の厳しい言葉に、恵那が否応なく息を呑む。]
 64: 1005| [47] [恵那]
 65: 1008| [45] [「……わ、私はただ、捜索を手伝おうと……」]
 66: 1034| [47] [風見]
 67: 1037| [45] [「言葉がきつかった事は謝ります。椿山さんのお気持ちも嬉しく思います」]
 68: 1045| [47] [風見]
 69: 1048| [45] [「ですが、どんな小さな火も侮ってはいけません。災害現場では我々の判断を信じて下さい」]
 70: 1056| [47] [風見]
 71: 1059| [45] [「我々の任務は、全員を無事にここから脱出させる事なんです。だからどうか――」]
 72: 1064| [45] [風見はそう言って、頭を下げた。]
 73: 1069| [45] [恵那が居心地悪そうに、目を逸らす。]
 74: 1095| [47] [恵那]
 75: 1098| [45] [「わかったわよ……プロにお任せするわ」]
 76: 1124| [47] [風見]
 77: 1127| [45] [「ありがとうございます」]
 78: 1210| [45] [その言葉を聞いて、渡瀬の背筋がしゃんと伸びた。]
 79: 1218| [47] [渡瀬]
 80: 1221| [45] [「という事は……オレたちの出番か」]
 81: 1247| [47] [洵]
 82: 1250| [45] [「そうだね、隊長の復帰第一戦だ。勘を取り戻すためにはちょうどいいよ」]
 83: 1277| [47] [風見]
 84: 1280| [45] [「椿山さんと宇喜多さん、ユウリさんは内周棟で待機して下さい」]
 85: 1306| [47] [風見]
 86: 1309| [45] [「見たところ内周棟に、火災の兆候は見られませんが、周囲の安全は常に確認して下さい」]
 87: 1418| [47] [宇喜多]
 88: 1421| [45] [「うむ、任せたまえ」]
 89: 1426| [47] [ユウリ]
 90: 1427| [45] [「……」]
 91: 1435| [47] [恵那]
