  0:   77| [55] [√Before Chapter3]
  1:   85| [45] [その後は特に、印象深い授業などはなかった。]
  2:   90| [45] [昼休みを挟み、午後の授業も滞りなく終え……]
  3:  170| [45] [――放課後になった。]
  4:  181| [45] [夏彦は伸びをしながら、隣の席に声をかける。]
  5:  189| [47] [夏彦]
  6:  192| [45] [「さて、帰るかましろ――」]
  7:  293| [45] [そう言いかけ、言葉に詰まった。]
  8:  298| [45] [サリュが夏彦の方を、じっと見ていたからだ。]
  9:  303| [47] [サリュ]
 10:  304| [45] [「……」]
 11:  312| [47] [夏彦]
 12:  315| [45] [「……あ、そうだよな、サリュも一緒に帰ろうか？」]
 13:  413| [47] [サリュ]
 14:  416| [45] [「……ん」]
 15:  421| [45] [微妙な緊張感と距離感があった。先ほどの不気味な話の事も、少しひっかかっていた。]
 16:  426| [47] [夏彦]
 17:  427| [45] [（なんか話しづらいんだよな……どうしろっていうんだ）]
 18:  453| [47] [ましろ]
 19:  456| [45] [「なーに２人とも、まだギクシャクしてんの？　普通に話しなよ、普通に」]
 20:  464| [47] [夏彦]
 21:  467| [45] [「いや……っていうかましろこそ、なんでそんなに平然としてるんだよ」]
 22:  493| [47] [夏彦]
 23:  496| [45] [「さっきあんなに、サリュの話に怯えてたじゃないか」]
 24:  522| [47] [ましろ]
 25:  525| [45] [「なにそれ、まだそんなこと言ってんの？　色々気にしすぎなんだよ夏彦は」]
 26:  533| [47] [夏彦]
 27:  536| [45] [「そんな事言ったってなぁ……」]
 28:  559| [45] [一度抱いた警戒心は、そう簡単に緩められるものではない。]
 29:  564| [45] [それどころか昨日、今日と強くなるばかりだ。]
 30:  572| [47] [夏彦]
 31:  575| [45] [「だいたい普通に話せって言ったって、共通の話題もないし」]
 32:  601| [47] [ましろ]
 33:  604| [45] [「やれやれ、意固地かつ非コミュなんだから……さーて、どうしたもんかねぇ」]
 34:  609| [45] [ましろは何か考え込むように黙り込み――それからぽんと手を打った。]
 35:  635| [47] [ましろ]
 36:  638| [45] [「よし！　今日は３人で買い物に行こう！」]
 37:  664| [47] [夏彦]
 38:  667| [45] [「え？　一昨日買い物に行ったばかりじゃないか」]
 39:  693| [47] [ましろ]
 40:  696| [45] [「あれは買出し。今日は買い物。サリュも引っ越してきたばかりで、色々物入りでしょ？」]
 41:  722| [47] [サリュ]
 42:  725| [45] [「いや、別に私は――」]
 43:  751| [47] [ましろ]
 44:  754| [45] [「まーまーまーまー遠慮しないで。だいたいまっすぐ帰るのもつまらないじゃん？」]
 45:  780| [47] [ましろ]
 46:  783| [45] [「今日もいい天気だし、買い物日和だよ。行こうじゃないの３人でさ」]
 47:  806| [47] [サリュ]
 48:  807| [45] [「……」]
 49:  833| [47] [サリュ]
 50:  836| [45] [「……夏彦が行くなら、行く」]
 51:  844| [47] [夏彦]
 52:  847| [45] [「え」]
 53:  870| [45] [意外な答えに、夏彦はぎょっとした。]
 54:  875| [45] [ひょっとしてサリュも、警戒を解こうとしているのだろうか。]
 55:  880| [45] [だとしたら夏彦ばかりが強情を張っているのは、さすがにバツが悪すぎる。]
 56:  888| [47] [夏彦]
 57:  891| [45] [「な、なら仕方ないな……」]
 58:  917| [47] [ましろ]
 59:  920| [45] [「よし、決まりね！　それじゃヒアウィゴー！」]
 60:  925| [45] [サリュは無表情に、夏彦はため息をつきながら、その声にうなずいたのだった……。]
 61: 1048| [45] [――夏彦たちはましろに連れられ、センター街にやってきた。]
 62: 1053| [47] [夏彦]
 63: 1054| [45] [（しかし、なんでこんな事に……？）]
 64: 1160| [45] [そう思う夏彦の右には、楽しそうなましろがいる。左にはむすっとしたサリュがいる。]
 65: 1186| [47] [ましろ]
 66: 1189| [45] [「サリュ、何か欲しいものある？」]
 67: 1215| [47] [サリュ]
 68: 1218| [45] [「特にない」]
 69: 1269| [47] [夏彦]
 70: 1270| [45] [（じゃあなんで来たんだよ……）]
 71: 1275| [45] [そう思ったが、夏彦は言わない。ただ黙ってついていくばかりだ。]
 72: 1283| [47] [ましろ]
 73: 1286| [45] [「生活に必要なものって、揃ってるの？」]
 74: 1312| [47] [サリュ]
 75: 1315| [45] [「タオルや歯ブラシ、それと下着などはすでに博士が買ってくれた。それだけあれば充分」]
 76: 1341| [47] [ましろ]
 77: 1344| [45] [「むぅ、質素だねぇ……！」]
 78: 1360| [47] [夏彦]
 79: 1363| [45] [「お嬢様風なのになぁ……」]
 80: 1368| [45] [サリュのそんな一面を知り、夏彦は意外に思ったが――]
 81: 1373| [45] [そこでふと、ある事が気にかかった。]
 82: 1381| [47] [夏彦]
 83: 1384| [45] [「ちょっと待て……服は？」]
 84: 1425| [47] [サリュ]
 85: 1428| [45] [「え」]
 86: 1436| [47] [夏彦]
 87: 1439| [45] [「昨日、家でも制服着てたな。ひょっとして制服以外持ってないのか？」]
 88: 1465| [47] [サリュ]
 89: 1468| [45] [「それが何か？」]
 90: 1494| [47] [夏彦]
 91: 1497| [45] [「やっぱり……母さんの事だから、サリュの服装の事には頭が回らなかったんだな」]
 92: 1505| [45] [そんなやり取りを、夏彦は聞き流していたが――]
 93: 1510| [45] [やがてふと、ましろが何かに気づいたように声を上げた。]
 94: 1536| [47] [ましろ]
 95: 1539| [45] [「あれ、ちょっと待って……？　服はどうしたの、サリュ？」]
