  0:   46| [55] [√After Chapter 4]
  1:   61| [45] [The team took a quick look through Area 5 just to be safe, then moved on to the factory--]
  2:  105| [45] [The large, messy room was as still as a grave.]
  3:  113| [47] [Watase]
  4:  116| [45] ["No one here from what I can see..."]
  5:  193| [47] [Ukita]
  6:  196| [45] ["But there's also a possibility that Yuuri went running this way."]
  7:  204| [47] [Ena]
  8:  207| [45] ["And besides, there might be something here that we can use..."]
  9:  215| [47] [Watase]
 10:  218| [45] ["Yeah, and not just AD that we haven't found yet."]
 11:  223| [45] [Just because they'd found a ton of AD didn't change the fact they didn't have enough for everyone.]
 12:  228| [45] [And their time was still just as limited as always.]
 13:  233| [47] [Watase]
 14:  234| [45] [(We need to be more careful to make sure we don't waste any time from this point onwards...)]
 15:  239| [45] [Watase spoke with that thought in mind.]
 16:  247| [47] [Watase]
 17:  250| [45] ["Okay then, this place is pretty big, so let's split up to search it."]
 18:  258| [47] [Watase]
 19:  261| [45] ["I'll go check this section. Old man, you search the upper section, and Teach, you search the middle section."]
 20:  287| [47] [Ena]
 21:  290| [45] ["Okay, leave it to me."]
 22:  316| [47] [Ukita]
 23:  319| [45] ["Roger."]
 24:  362| [45] [The team nodded at each other and began searching every nook and cranny of the factory.]
 25:  367| [45] [--They investigated for a while before Ena called out.]
 26:  375| [47] [Ena]
 27:  378| [45] ["Captain Kasasagi, over here!"]
 28:  386| [47] [Watase]
 29:  389| [45] ["Hmm?"]
 30:  394| [45] [Watase ran over to Ena.]
 31:  457| [47] [Ena]
 32:  460| [45] ["What do you think this is?"]
 33:  465| [45] [Watase looked down at Ena's feet to find a lot of scorched vinyl lumps lying there.]
 34:  470| [45] [Each one was about the size of a person.]
 35:  478| [47] [Watase]
 36:  481| [45] ["Looks like this thing was burned so badly that you can't even tell what was, but..."]
 37:  486| [45] [Watase picked one of the lumps up and looked it over.]
 38:  491| [45] [It was stiff and covered in soot, so it was extremely difficult to tell what it'd originally been at first--]
 39:  496| [45] [But after examining it for a little while, Watase felt like he was starting to understand what it was.]
 40:  504| [47] [Watase]
 41:  507| [45] ["... Maybe this was originally a 'protection suit'?"]
 42:  533| [47] [Ena]
 43:  536| [45] ["By protection suit... do you mean a radiation suit?"]
 44:  544| [47] [Watase]
