  0:   65| [55] [√After Chapter 6]
  1:   72| [47] [Ena]
  2:   75| [45] ["You said that it's not surprising that on top of your memory impairment, you've been hallucinating thanks to your trips to the contaminated zo--"]
  3:   80| [45] [However, Ena suddenly fell quiet before she finished talking.]
  4:  103| [47] [Ena]
  5:  104| [45] ["..."]
  6:  112| [47] [Watase]
  7:  115| [45] ["Hmm? What's wrong?"]
  8:  141| [47] [Ena]
  9:  144| [45] ["Shh. Be quiet."]
 10:  149| [45] [--A second later,]
 11:  160| [45] [they heard footsteps racing down the hallway, only to stop right in front of the office they were hiding in--]
 12:  168| [47] [???]
 13:  171| [45] ["No one's here... Odd, I'm pretty sure that Mr. Ukita was chasing them this way..."]
 14:  176| [45] [It was Jun's voice. She then suddenly started speaking in a pained tone.]
 15:  184| [47] [Jun]
 16:  187| [45] ["... Captain..."]
 17:  195| [47] [Jun]
 18:  198| [45] ["I can't believe this is happening... I trusted him the whole time, and yet he..."]
 19:  203| [47] [Watase]
 20:  204| [45] [(Moribe...!)]
 21:  209| [45] [Watase felt like his heart was being crushed.]
 22:  214| [45] [But then Jun's attitude took a sudden 180.]
 23:  222| [47] [Jun]
 24:  225| [45] ["He'll pay for this...! I'll find that bastard and make him give back the AD he took...!"]
 25:  230| [45] [Watase trembled at the clear hatred in Jun's voice.]
 26:  235| [45] [Right then--]
 27:  249| [47] [Ukita]
 28:  252| [45] ["... Moribe, are you looking for Captain Kasasagi and Ms. Tsubakiyama too?"]
 29:  260| [47] [Jun]
 30:  263| [45] ["Yeah. I mean, you can't take them on by yourself, right?"]
 31:  271| [47] [Ukita]
 32:  274| [45] ["Well, yes, I suppose that's true..."]
 33:  282| [47] [Ukita]
 34:  285| [45] ["By the way... what about Lieutenant Tachibana?"]
 35:  293| [47] [Jun]
 36:  296| [45] ["No, she's not helping out. All that evidence and yet all she's doing is saying%N'just calm down' like a broken record."]
 37:  304| [47] [Ukita]
 38:  307| [45] ["I see..."]
 39:  315| [47] [Ukita]
 40:  318| [45] ["But I'm not sure we can take them on with our bare hands even in a 2 on 2 fight."]
 41:  326| [47] [Jun]
 42:  329| [45] ["Actually, I was considering the same thing, so I was thinking of getting a little something to help even the odds."]
 43:  337| [47] [Ukita]
 44:  340| [45] ["Interesting... and where would it be?"]
 45:  348| [47] [Jun]
 46:  351| [45] ["Over here. Come with me."]
 47:  368| [45] [Their footsteps then vanished in the direction of Area 1.]
 48:  376| [47] [Watase]
 49:  379| [45] ["... This isn't good. It sounds like they could be on their way to get a weapon of sorts."]
 50:  405| [47] [Ena]
 51:  408| [45] ["Then let's take this chance to find another place. It's too dangerous to stay in this area forever."]
 52:  416| [47] [Watase]
 53:  419| [45] ["Good point... Let's go."]
 54:  524| [45] [The two of them made sure there were no signs of anyone in the halls--]
 55:  529| [45] [--then headed in the direction of Area 3, away from Jun and Ukita.]
 56:  578| [45] [They passed right on through Area 3--]
 57:  627| [45] [--and arrived in B1 of Area 4's outer ring.]
 58:  635| [47] [Watase]
 59:  638| [45] ["Now that we've come this far, I think we'll be okay for a while."]
 60:  700| [47] [Ena]
 61:  703| [45] ["Probably..."]
 62:  729| [47] [Ena]
 63:  732| [45] ["But we can't keep running around like this forever."]
 64:  758| [47] [Ena]
 65:  761| [45] ["Hey, why don't we go back to the room where the AD vanished one last time?"]
 66:  769| [47] [Watase]
 67:  772| [45] ["You mean the neuroscience laboratory? Why there?"]
 68:  798| [47] [Ena]
 69:  801| [45] ["I don't know who took the AD--"]
 70:  827| [47] [Ena]
 71:  830| [45] ["But maybe we'll find a clue to their identity if we investigate the room in more detail, right?"]
 72:  838| [47] [Ena]
 73:  841| [45] ["If we can at least find proof in there that we didn't do it, then I think that'll calm those two down a little."]
 74:  849| [47] [Watase]
 75:  852| [45] ["Teach... you're sounding like a detective or an investigator, you know that?"]
 76:  878| [47] [Ena]
 77:  881| [45] ["Really? I think anyone would come up with the same idea in these circumstances."]
 78:  886| [45] [Watase was surprised to see Ena smiling as she said that.]
 79:  891| [47] [Watase]
 80:  892| [45] [(To be able to smile in a situation like this... you've sure got nerves of steel, Teach.)]
 81:  897| [45] [Though that said, Watase agreed with her idea.]
 82:  905| [47] [Watase]
 83:  908| [45] ["Roger that. Then let's head for the neuroscience laboratory right away and investigate the place."]
 84: 1004| [45] [--They now stood before the security gate that led to Area 5.]
 85: 1012| [47] [Watase]
 86: 1015| [45] ["Come to think of it--"]
 87: 1020| [45] [Watase suddenly remembered something as he took out his security card.]
 88: 1082| [47] [Ena]
 89: 1085| [45] ["Hmm? What is it?"]
 90: 1093| [47] [Watase]
 91: 1096| [45] ["Didn't you mention when we were hiding in that office that there was something bothering you?"]
 92: 1104| [47] [Watase]
 93: 1107| [45] ["What was it?"]
 94: 1133| [47] [Ena]
 95: 1136| [45] ["Oh, well..."]
 96: 1141| [45] [Ena paused, then slowly shook her head.]
 97: 1149| [47] [Ena]
 98: 1152| [45] ["I'll save that for another time. We'd be in a whole world of trouble if we came across those two right here and now."]
 99: 1160| [47] [Watase]
100: 1163| [45] ["... Yeah, that's a fair point."]
101: 1168| [45] [Watase nodded in response to Ena's comment-- but at that moment...]
102: 1252| [45] [The security gate started opening even though Watase hadn't slid his card in yet.]
103: 1270| [45] [A strange noise suddenly echoed through the passageway.]
104: 1275| [45] [It was Ena who realized what it was first.]
105: 1301| [47] [Ena]
106: 1304| [45] ["--M-Ms. Moribe!?"]
107: 1404| [45] [Watase turned and found himself face to face with Jun, bleeding from her head and wielding an engine cutter.]
108: 1412| [47] [Watase]
109: 1415| [45] ["--!!"]
110: 1420| [45] [Watase was rendered speechless. But a second later--]
111: 1481| [45] [Jun suddenly swung the cutter downwards, cleaving a diagonal slash through Ena's body.]
112: 1619| [47] [Ena]
113: 1622| [45] ["Huh...?"]
114: 1665| [45] [Dark red blood dripped down onto the floor.]
115: 1670| [45] [Ena looked at it with wide eyes.]
116: 1678| [47] [Ena]
117: 1681| [45] ["Wh... what... is this...?"]
118: 1733| [47] [Watase]
119: 1736| [45] ["T-Teach!"]
120: 1741| [45] [Ena's body violently lurched forward. Watase caught her in the nick of time.]
121: 1746| [45] [He couldn't speak.]
122: 1754| [47] [Watase]
123: 1757| [45] ["...!"]
124: 1762| [45] [He could see something white exposed by the giant wound that'd cleaved her flesh.]
125: 1767| [45] [It was Ena's collarbone.]
126: 1772| [45] [Blood came gushing out of it.]
127: 1780| [47] [Ena]
128: 1783| [45] ["C... Captain... Kasasagi... am... I...?"]
129: 1791| [47] [Watase]
130: 1794| [45] ["Don't talk! I'm gonna stop the bleeding right now, you hear!?"]
131: 1799| [45] [Though he knew it was futile, Watase pressed his hands against the wound.]
132: 1804| [45] [Ena's body began to convulse.]
133: 1809| [45] [Her blood kept pouring out in droves without end, filling the passageway with an ever-growing puddle of blood.]
134: 1814| [45] [--It's too late! She's beyond help!]
135: 1819| [45] [In his head, Watase knew that.]
136: 1824| [45] [But he ignored it and kept on encouraging Ena.]
137: 1832| [47] [Watase]
138: 1835| [45] ["It's okay, Teach! It's just a little scratch, that's all!"]
139: 1843| [47] [Watase]
140: 1846| [45] ["So you need to hang in there, okay!?"]
141: 1851| [45] [A heartless voice then cut in.]
142: 1859| [47] [Jun]
143: 1862| [45] ["You're wasting your time... That wound's fatal any way you look..."]
144: 1915| [47] [Watase]
145: 1918| [45] ["Moribe... damn you!!!"]
146: 1923| [45] [Watase glared daggers at Jun.]
147: 1928| [45] [Jun gave Watase a curious look and continued.]
148: 1936| [47] [Jun]
149: 1939| [45] ["What're you so angry about...? It was all Ms. Tsubakiyama's fault, right...?"]
150: 1947| [47] [Watase]
151: 1950| [45] ["You dumbass! Isn't it your duty to save lives?!"]
152: 1958| [47] [Watase]
153: 1961| [45] ["So how could you even -think- about doing something like this--!?"]
154: 1969| [47] [Jun]
155: 1972| [45] ["Oh lay off... you're a fine one to talk, considering you were accomplices with a murderer..."]
156: 1980| [47] [Jun]
157: 1983| [45] ["See all this blood...? It's your accomplice's blood..."]
158: 1991| [47] [Watase]
159: 1994| [45] ["My... accomplice...?"]
160: 1999| [45] [He didn't know what she was talking about.]
161: 2004| [45] [But Jun paid him no heed and kept on talking.]
162: 2012| [47] [Jun]
163: 2015| [45] ["You're so horrible... I hated you before all this, but I was just starting to like you today..."]
164: 2023| [47] [Jun]
165: 2026| [45] ["You got me to trust you once... but then you had to go and betray me like that..."]
166: 2080| [47] [Jun]
167: 2083| [45] ["I swear... I'll make... you pay...!"]
168: 2088| [45] [Jun then pulled the engine cutter's lever.]
169: 2093| [45] [Watase's whole body trembled with fear.]
170: 2098| [45] [But he couldn't leave the dying Ena behind and run for his life.]
171: 2106| [47] [Watase]
172: 2109| [45] ["Stop it, Moribe! Do you even know what you're doing!?"]
173: 2115| [45] [Jun suddenly came to a halt.]
174: 2163| [47] [Jun]
