  0:   89| [55] [√Double Chapter7]
  1:  125| [85] [　%N　%N　%N　%N　%N]
  2:  129| [47] [【――橘風見との記憶――】]
  3:  210| [45] [――刑務所の裏門を潜る渡瀬に、看守がお決まりのセリフを言う。]
  4:  215| [47] [看守]
  5:  218| [45] [「――もうこんなところ、来るんじゃないぞ」]
  6:  226| [47] [渡瀬]
  7:  229| [45] [「もちろんです」]
  8:  237| [47] [渡瀬]
  9:  240| [45] [「……色々お世話になりました」]
 10:  245| [45] [渡瀬はそう言って、深々と頭を下げ……]
 11:  250| [45] [そして踵を返し、約１年ぶりに外の世界に出た。]
 12:  255| [45] [渡瀬は大きく深呼吸する。]
 13:  263| [47] [渡瀬]
 14:  266| [45] [「ふぅうう～……やっぱシャバの空気は美味いぜ」]
 15:  271| [45] [これもお決まりのセリフだが、半分以上は本気だった。]
 16:  279| [47] [渡瀬]
 17:  282| [45] [「さて、これからどうするか……」]
 18:  287| [45] [出られたのはいいが、今夜寝泊りする場所もない。]
 19:  320| [45] [予定では恵那が迎えにきて、当面の仮住まいに案内してくれるはずなのだが――]
 20:  325| [45] [彼女の姿が見当たらない。]
 21:  364| [47] [渡瀬]
 22:  365| [45] [（なんか用事でも入ったのか……？）]
 23:  370| [45] [そう思った時、背後で声がした。]
 24:  380| [47] [？？]
 25:  383| [45] [「渡瀬」]
 26:  406| [47] [渡瀬]
 27:  409| [45] [「っ」]
 28:  468| [45] [はっとして振り返ると、そこには――]
 29:  473| [45] [風見が、立っていた。]
 30:  503| [47] [渡瀬]
 31:  506| [45] [「風見……お前、どうして……？」]
 32:  514| [47] [風見]
 33:  517| [45] [「椿山さんが教えてくれたの。今日、あなたが出てくるって」]
 34:  525| [47] [渡瀬]
 35:  528| [45] [「なに？」]
 36:  539| [45] [恵那が余計な気を利かせたのだ。]
 37:  544| [45] [渡瀬はそれを望んでいないというのに――]
 38:  552| [47] [渡瀬]
 39:  555| [45] [「いや……それよりお前、こんな所に来て大丈夫なのか！？」]
 40:  563| [47] [風見]
 41:  566| [45] [「大丈夫って？」]
 42:  574| [47] [渡瀬]
 43:  577| [45] [「お前、マスコミとか各監査機関とかに目をつけられてんだろ？」]
 44:  582| [45] [風見は現在日本に数名しかいない、能力レベル６コミュニケーターのうちの１人なのだ。]
 45:  587| [45] [その事は世間には伏せられているとはいえ、同時に例のラボの事件の被害者でもある。]
 46:  592| [45] [現在は風見も夏彦たちと同様、隠遁生活を送っているのだと、恵那から聞いていた。]
 47:  597| [45] [だから彼女は渡瀬への面会にも来なかったし、渡瀬も会おうと思ってはいなかったが……。]
 48:  605| [47] [渡瀬]
 49:  608| [45] [「出所したばかりの囚人と会ってたら、どんな記事書かれるかわからないぞ？」]
 50:  616| [47] [風見]
 51:  619| [45] [「構わないわ」]
 52:  627| [47] [渡瀬]
 53:  630| [45] [「そういうわけにいくかよ。超科局の監視だって――」]
 54:  679| [47] [風見]
 55:  682| [45] [「構わないって言ってるでしょ」]
 56:  687| [45] [風見は遮るように、強く言った。]
 57:  692| [45] [言葉を呑む渡瀬を、彼女が見つめる。]
 58:  741| [47] [風見]
 59:  744| [45] [「そんな事、どうだっていいじゃない……！」]
 60:  752| [47] [風見]
 61:  755| [45] [「この日が来るのを……ずっと待ってたんだから」]
 62:  760| [45] [その目にはいつの間にか、涙が滲んでいた。]
 63:  768| [47] [渡瀬]
 64:  771| [45] [「……風見」]
 65:  779| [47] [風見]
 66:  782| [45] [「私がどれだけあなたに会いたかったか、わかってないのね？」]
 67:  790| [47] [風見]
 68:  793| [45] [「２年前いきなり別れ話されて、１年待ってようやくあなたの真意がわかって……」]
 69:  801| [47] [風見]
 70:  804| [45] [「もう１度やりなおせると思ったら、また離れ離れって……」]
 71:  855| [47] [風見]
 72:  858| [45] [「勝手するのもいい加減にしなさい！」]
 73:  866| [47] [渡瀬]
 74:  869| [45] [「っ！」]
 75:  877| [47] [風見]
 76:  880| [45] [「なによ１年ぶりに会ったのに、優しい言葉の一つもかけず、迷惑そうな顔して！」]
 77:  888| [47] [風見]
 78:  891| [45] [「超科局がどうとかマスコミがどうとか！　そんなのホントどうでもいいわよ！」]
 79:  899| [47] [風見]
 80:  902| [45] [「椿山さんにはしょっちゅう会ってるくせに、私には手紙１つよこさないし！」]
 81:  910| [47] [渡瀬]
 82:  913| [45] [「あ、いや……それはすまん」]
 83:  918| [45] [風見は１年分のうっぷんが溜まっているのか、一気にまくし立てた。]
 84:  923| [45] [今までに見た事のない彼女の表情に、渡瀬は戸惑う。]
 85:  961| [47] [風見]
 86:  964| [45] [「だいたいあなたね、ちゃんと約束覚えてるの！？」]
 87:  972| [47] [風見]
 88:  975| [45] [「エンジンルームで私にキスした時、言ったでしょう！」]
 89:  983| [47] [風見]
 90:  986| [45] [「『ここを出たら、また一緒に公園を歩こう』って！」]
 91:  994| [47] [渡瀬]
 92:  997| [45] [「お、覚えてるよ！　覚えてるけど――」]
 93: 1002| [45] [渡瀬は風見をなだめつつ、真顔で言った。]
 94: 1010| [47] [渡瀬]
 95: 1013| [45] [「……風見、わかってるのか？　俺はムショ帰りなんだぞ」]
 96: 1021| [47] [渡瀬]
 97: 1024| [45] [「しかもラボを爆破した元テロリストであり、Ｑから見れば裏切り者だ」]
 98: 1032| [47] [渡瀬]
 99: 1035| [45] [「鹿鳴市にもＱにも、俺を憎む奴や恨む奴、命を狙う奴だっているだろう」]
100: 1043| [47] [渡瀬]
101: 1046| [45] [「俺なんかと一緒にいたら、不幸になるだけだ」]
102: 1093| [47] [風見]
103: 1096| [45] [「馬鹿ね。そんなちんけな脅しで、私があっさり身を引くと思ってるの？」]
104: 1104| [47] [渡瀬]
105: 1107| [45] [「ちんけってお前……」]
106: 1115| [47] [風見]
107: 1118| [45] [「私ね、強くなったのよ」]
108: 1126| [47] [風見]
109: 1129| [45] [「凪沙をまた失って、３ヶ月ほど泣いて暮らしたけど……」]
110: 1137| [47] [風見]
111: 1140| [45] [「あなたがいなくても、乗り越える事ができたの」]
112: 1187| [47] [風見]
113: 1190| [45] [「私はもう、あなたをただ待ち続けるだけの女じゃないわ」]
114: 1198| [47] [風見]
115: 1201| [45] [「あなたが嫌だって言っても、ついていくからね」]
116: 1211| [45] [風見がじっと渡瀬を見つめる。]
117: 1216| [45] [その目には確かに、強い光があったが――]
118: 1221| [47] [渡瀬]
119: 1222| [45] [（……無理してる部分も、あるだろうな）]
120: 1227| [45] [渡瀬はそう感じた。]
121: 1237| [45] [風見は今、日本中のＢＣ関係者からの監視を受けているだろう。]
122: 1242| [45] [夏彦たちがそうであるように。]
123: 1247| [45] [そのプレッシャーの中、独りで耐えられる女などそうはいないはずだ。]
124: 1252| [45] [なのにそれを押し込め、渡瀬に会いに来て、そして初めてこんな感情をさらけ出した。]
125: 1257| [45] [その彼女の覚悟に――渡瀬は心から、敬意を抱いた。]
126: 1267| [47] [渡瀬]
127: 1270| [45] [「……悪かったよ、風見」]
128: 1278| [47] [渡瀬]
129: 1281| [45] [「１年も待たせてごめんな。約束は守るよ」]
130: 1292| [45] [渡瀬はそう言って、風見を見つめる。]
131: 1297| [45] [――彼女は普通の人間ではない。]
132: 1302| [45] [かつて渡瀬が憎悪と殺意を抱いた相手と同じ、レベル６のコミュニケーターだ。]
133: 1307| [45] [いつＮ化するかわからない。制御不能の怪物になるかもしれない。]
134: 1312| [45] [だが、それでも渡瀬は――]
135: 1317| [45] [彼女の想いに、応えようと思った。]
136: 1325| [47] [渡瀬]
137: 1328| [45] [「……ただ、また恋人に戻ろうとは言えないな」]
138: 1375| [47] [風見]
139: 1378| [45] [「えっ……！」]
140: 1386| [47] [渡瀬]
141: 1389| [45] [「恋人じゃ嫌なんだよ」]
142: 1395| [45] [渡瀬はそう言って、風見に歩み寄り――]
143: 1421| [45] [彼女を抱き締めた。]
144: 1429| [47] [渡瀬]
145: 1432| [45] [「結婚しよう、風見」]
146: 1482| [47] [風見]
147: 1485| [45] [「っ……」]
148: 1490| [45] [腕の中の彼女が、息を呑む。]
149: 1536| [45] [そしてやがて安堵したように、微笑んで答えた。]
150: 1544| [47] [風見]
151: 1547| [45] [「――はい」]
