  0:   65| [55] [√After Chapter6]
  1:   72| [47] [恵那]
  2:   75| [45] [「あなたは『記憶障害を起こした上に、汚染区域に入ったから、幻覚を見てもおかしくない』と言ったけど――……」]
  3:   80| [45] [恵那は何かを言いかけ、そこで急に黙り込む。]
  4:  103| [47] [恵那]
  5:  104| [45] [「…………」]
  6:  112| [47] [渡瀬]
  7:  115| [45] [「ん？　どうしたんだ、先生？」]
  8:  141| [47] [恵那]
  9:  144| [45] [「しっ。隊長さん静かに」]
 10:  149| [45] [――その直後、]
 11:  160| [45] [廊下を駆けて来た足音が、２人の潜む部屋の近くで立ち止まり――]
 12:  168| [47] [？？]
 13:  171| [45] [「いない……宇喜多さんが、こっちの方に追いかけて行ったはずなのに……」]
 14:  176| [45] [それは洵の声だった。そして、切なげに彼女は言う。]
 15:  184| [47] [洵]
 16:  187| [45] [「……隊長ぉ……」]
 17:  195| [47] [洵]
 18:  198| [45] [「こんなのってないよ……あたし、ずっと隊長のこと信じてたのに……」]
 19:  203| [47] [渡瀬]
 20:  204| [45] [（守部……！）]
 21:  209| [45] [渡瀬の胸が締め付けられる。]
 22:  214| [45] [だが次の瞬間、洵の声音は激変した。]
 23:  222| [47] [洵]
 24:  225| [45] [「許せない……！　絶対に見つけ出して、ＡＤを取り戻してやるんだから……！」]
 25:  230| [45] [洵の声に込められた明確な憎悪に、渡瀬はぞっと戦慄した。]
 26:  235| [45] [するとそこへ――]
 27:  249| [47] [宇喜多]
 28:  252| [45] [「……守部くん、君も２人を探しに来たのかね？」]
 29:  260| [47] [洵]
 30:  263| [45] [「うん。だって宇喜多さんだけじゃ、２人を相手にできないでしょ？」]
 31:  271| [47] [宇喜多]
 32:  274| [45] [「それは、確かにね……」]
 33:  282| [47] [宇喜多]
 34:  285| [45] [「ところで……副隊長さんは？」]
 35:  293| [47] [洵]
 36:  296| [45] [「ううん、全然ダメ。この期に及んでも『とにかく落ち着け』って、そればっかでさ」]
 37:  304| [47] [宇喜多]
 38:  307| [45] [「そうか……」]
 39:  315| [47] [宇喜多]
 40:  318| [45] [「しかし２対２とは言え、素手ではどうも心もとないな」]
 41:  326| [47] [洵]
 42:  329| [45] [「それならあたしに心当たりがあるから、これからそれを取りに行かない？」]
 43:  337| [47] [宇喜多]
 44:  340| [45] [「ほう……それはどこにあるのかね？」]
 45:  348| [47] [洵]
 46:  351| [45] [「こっち。ついて来て」]
 47:  368| [45] [そして２人の足音は、第１エリア側へ去って行った。]
 48:  376| [47] [渡瀬]
 49:  379| [45] [「……まずいな。あの会話、何か凶器を取りに行ったのかもしれないぞ」]
 50:  405| [47] [恵那]
 51:  408| [45] [「隊長さん、今の内に移動しましょう。いつまでもこのエリアにいるのは危険だわ」]
 52:  416| [47] [渡瀬]
 53:  419| [45] [「そうだな……行こう」]
 54:  524| [45] [通路に人影がない事を確認し――]
 55:  529| [45] [２人は洵たちの行き先とは逆に、第３エリア側へと向かった。]
