  0:   65| [55] [√After Chapter 3]
  1:   98| [45] [The group split up and began searching the area--]
  2:  103| [45] [But then Jun spoke up.]
  3:  129| [47] [Jun]
  4:  132| [45] ["Hold on, Captain. Do you know where the room that was on fire is?"]
  5:  140| [47] [Watase]
  6:  143| [45] ["Yeah, it's that one further down over there. What about it?"]
  7:  169| [47] [Jun]
  8:  172| [45] ["Do you mind helping me search it? I want to play it safe just in case something happens."]
  9:  177| [45] [Watase could feel a slight hint of nervousness in Jun's voice.]
 10:  253| [47] [Watase]
 11:  254| [45] [(Well, it hasn't been that long since she fainted...)]
 12:  259| [45] [No, maybe the reason she was trying to be so proactive was in order to get rid of the fear she still felt from that incident.]
 13:  293| [45] [Once he realized what she was thinking, Watase nodded.]
 14:  301| [47] [Watase]
 15:  304| [45] ["Sure. But be careful. There might still be some gas here."]
 16:  330| [47] [Jun]
 17:  333| [45] ["Roger!"]
 18:  338| [45] [Watase and Jun fired themselves up and went into the room.]
 19:  446| [45] [It had completely burned to a crisp.]
 20:  451| [45] [Jun looked around the scorched room and quietly spoke.]
 21:  514| [47] [Jun]
 22:  517| [45] ["Looks like the fire's been completely put out, but still..."]
 23:  525| [47] [Watase]
 24:  528| [45] ["Any card that was in here must have been burned to ashes."]
 25:  533| [45] [Watase was about to leave the room, but spotted some documents at his feet before he could.]
 26:  538| [45] [They were sopping wet from the sprinkler's extinguishing agents, so the letters were blurred-- but he could still read the word "Disaster" on the front.]
 27:  546| [47] [Watase]
 28:  549| [45] ["Hmm... what's this?"]
 29:  575| [47] [Jun]
 30:  578| [45] ["Let me see."]
 31:  583| [45] [Watase and Jun picked it up and drew their heads close so they could look over it together.]
 32:  621| [45] ["LABO Fire Incident" July 10th, 2021]
 33:  624| [85] [　]
 34:  627| [45] [All relevant parties are most likely already aware of the fire that occurred in this facility three days ago (July 7, 2021).]
 35:  630| [45] [Although the worst possible outcome was averted at the last moment, there were inadequacies found in multiple sec--[text too blurred to make out]--]
