  0:   50| [55] [√Double Chapter 3]
  1:   62| [45] [--Meanwhile, Watase was in the surveillance room--]
  2:   67| [45] [--attempting to fix the broken PA.]
  3:   72| [45] [If he could get it working, they could call together everyone who had been infected by malice. In theory, at least.]
  4:   77| [47] [Watase]
  5:   78| [45] [(... It's been about an hour since they announced that the place was switching to backup power.)]
  6:   83| [47] [Watase]
  7:   84| [45] [(That means the speakers are still online. Yet the PA can't handle facility-wide broadcasts anymore.)]
  8:   89| [47] [Watase]
  9:   90| [45] [(That means that there's a good chance one of the PA system circuits located near the surveillance room has been severed.)]
 10:  141| [45] [He searched the area under that assumption, discovering a burned off cable in the wall of the room that'd been hit by the backdraft earlier.]
 11:  149| [47] [Watase]
 12:  152| [45] ["... This is it! If I can just connect this...!"]
 13:  177| [45] [A thought crossed Watase's mind as he did repairs on it.]
 14:  265| [47] [Watase]
 15:  266| [45] [(We're getting closer and closer to escape... but what're Natsuhiko's thoughts on all this?)]
 16:  271| [45] [Natsuhiko had clearly stated his opposition to the deal Watase had made with Yuuri, but agreed to cooperate for the time being.]
 17:  276| [45] [But what move would he take once they got out of there?]
 18:  300| [47] [Watase]
 19:  301| [45] [(... He can probably erase my memories with just a thought.)]
 20:  306| [47] [Watase]
 21:  307| [45] [(So when this is all over, will he... erase my memories again...?)]
 22:  312| [45] [That suspicion crept its way into Watase's heart.]
 23:  336| [45] [Watase had looked into Communicators the best he could, but their true power was far greater than anything Watase had imagined.]
 24:  341| [45] [There were people out there who could dive into people's minds and manipulate their memories as they saw fit--]
 25:  346| [45] [There was nothing that frightened Watase more than that. Such people frightened him so much, he didn't find it that much of a stretch to label them "monsters".]
 26:  362| [47] [Watase]
 27:  363| [45] [(But even though they're not monsters... it's only natural for them to do that kind of stuff.)]
 28:  368| [47] [Watase]
 29:  369| [45] [(I'd probably do the same thing as Natsuhiko if I were in his shoes.)]
 30:  374| [45] [Of course, Watase could have just hidden his intention to take Yuuri to Q once everything was over.]
 31:  379| [45] [Then he would have kept his true thoughts a secret, worked himself to the bone to save everyone, gained Natsuhiko and Yuuri's trust--]
 32:  384| [45] [Then once they escaped, he would've knocked Natsuhiko unconscious and taken Yuuri away by force.]
 33:  389| [45] [But Watase never wanted to play foul like that. It just wasn't in him.]
 34:  394| [47] [Watase]
 35:  395| [45] [(... Then what do I want? Am I saying that I wanted to make things a bit more fair for Natsuhiko?)]
 36:  400| [47] [Watase]
 37:  401| [45] [(Why am I trying to act like a goody-two shoes now of all times? I'm supposed to be nothing more than a terrorist...)]
 38:  408| [45] [A thought crossed Watase's mind as he repaired it.]
 39:  413| [45] [He was remembering the conversation he just had with Natsuhiko.]
 40:  482| [47] [Watase]
 41:  485| [45] ["Once I've brought everyone here, and the malice erasure's complete, and you no longer have a use for me--"]
 42:  493| [47] [Watase]
 43:  496| [45] ["You're just going to erase my memory again, aren't you?"]
 44:  522| [47] [Natsuhiko]
 45:  525| [45] ["Wh... what makes you say..."]
 46:  612| [45] [--He had figured out Natsuhiko's true intentions from that reaction alone.]
 47:  644| [45] [The boy really had been planning on erasing Watase's memories eventually.]
 48:  649| [47] [Watase]
 49:  650| [45] [(Well, can't blame him... He's no saint, after all.)]
 50:  691| [47] [Watase]
 51:  692| [45] [(Any normal boy out there would want to protect the girl most precious to them.)]
 52:  697| [47] [Watase]
 53:  698| [45] [(I'd probably do the same thing as Natsuhiko if I were in his shoes.)]
 54:  756| [45] [But he was still afraid.]
 55:  788| [45] [He was still afraid of the inevitable moment where Natsuhiko would betray him.]
