  0:   41| [55] [√Before Chapter 5]
  1:   61| [47] [Natsuhiko]
  2:   64| [45] ["!"]
  3:   69| [45] [Every hair on Natsuhiko's body stood on end.]
  4:  152| [45] [He looked to see a brawny man entering the room from the window.]
  5:  157| [47] [Security Guard]
  6:  160| [45] ["Hey! What do you kids think you're doing!?"]
  7:  165| [45] [His outfit suggested he was a security guard for the facility.]
  8:  170| [45] [He seemed to have spotted the kids from the outside while he was patrolling around and shouted out to them.]
  9:  175| [45] [Natsuhiko was somewhat relieved and spoke to the security guard.]
 10:  183| [47] [Natsuhiko]
 11:  186| [45] ["We're sorry. We heard that this facility was possibly being targeted by terrorists, so we came here to inform you."]
 12:  191| [47] [Security Guard]
 13:  194| [45] ["Terrorists...?"]
 14:  199| [45] [The security guard stiffened at that word.]
 15:  204| [47] [Security Guard]
 16:  207| [45] ["Where did you hear that?"]
 17:  215| [47] [Natsuhiko]
 18:  218| [45] ["Oh, uh..."]
 19:  223| [45] [It was doubtful that the security guard would believe Natsuhiko even if he told the truth.]
 20:  228| [45] [Natsuhiko thought for a second before answering.]
 21:  236| [47] [Natsuhiko]
 22:  239| [45] ["We heard that rumor from a friend."]
 23:  247| [47] [Mashiro]
 24:  250| [45] ["Th-that's right. Recently, terrorists have been dispersing objectionable literature around the city..."]
 25:  258| [47] [Natsuhiko]
 26:  261| [45] ["And it looks like they're targeting BC-related facilities. So we believe this place could be in danger, too."]
 27:  266| [47] [Security Guard]
 28:  269| [45] ["I see, I see..."]
 29:  274| [47] [Security Guard]
 30:  277| [45] ["Then allow me to get -all- the details out of you kids."]
 31:  289| [45] [And with that, the security guard violently grabbed at Natsuhiko's arm.]
 32:  297| [47] [Natsuhiko]
 33:  300| [45] ["Ow... what gives!?"]
 34:  305| [47] [Security Guard]
 35:  308| [45] ["Sorry, but please come with me to the security room."]
 36:  313| [45] [The security guard spoke in a stifled voice.]
 37:  318| [45] [And as soon as he heard that, Natsuhiko became suspicious.]
 38:  323| [47] [Natsuhiko]
 39:  324| [45] [(What...!?)]
 40:  329| [45] [The three of them were well-intentioned whistleblowers.]
 41:  334| [45] [And yet the security guard was training his discerning eye onto Natsuhiko--]
 42:  339| [47] [Natsuhiko]
 43:  340| [45] [(It's like he's looking at a culprit!)]
 44:  345| [45] [Taken aback, Natsuhiko shook his hand out of the security guard's grip.]
 45:  353| [47] [Natsuhiko]
 46:  356| [45] ["H-hey, what do you mean 'come to the security room'!?"]
 47:  361| [47] [Security Guard]
 48:  364| [45] ["Well, I've heard that unrest has been spreading through this whole town lately."]
 49:  369| [47] [Security Guard]
 50:  372| [45] ["So we need to strengthen our guard here."]
 51:  377| [45] [The security guard drew even closer to Natsuhiko.]
 52:  385| [47] [Mashiro]
 53:  388| [45] ["H-hey, quit it! You're hurting Natsuhiko, aren't you!?"]
 54:  396| [47] [Salyu]
 55:  399| [45] ["Yes. You should stop resorting to violence."]
 56:  404| [47] [Security Guard]
 57:  407| [45] ["Violence!? I'm just trying to get you kids to talk!"]
