  0:   53| [55] [√Before Chapter 7]
  1:  117| [45] [In the starless darkness--]
  2:  122| [45] [Natsuhiko found himself on the ground.]
  3:  127| [45] [The sound of a watch echoed faintly nearby.]
  4:  132| [45] [Natsuhiko awoke to that sound.]
  5:  140| [47] [Natsuhiko]
  6:  143| [45] ["... Ugh..."]
  7:  151| [47] [Natsuhiko]
  8:  154| [45] ["... Wh... where am I...?"]
  9:  204| [45] [He was still in the ruined factory.]
 10:  354| [45] [Apparently, the men had tied him up while he was out cold.]
 11:  359| [45] [Just how much time had passed since he had lost consciousness?]
 12:  364| [45] [As he pondered that question, he heard people groaning beside him.]
 13:  372| [47] [Mashiro]
 14:  375| [45] ["... Ugh."]
 15:  383| [47] [Salyu]
 16:  386| [45] ["N... Natsuhiko?"]
 17:  391| [45] [It was Mashiro and Salyu.]
 18:  396| [45] [They had both just woken up, it seemed.]
 19:  510| [47] [Natsuhiko]
 20:  513| [45] ["Ah, guys! Are you okay!?"]
 21:  521| [47] [Mashiro]
 22:  524| [45] ["Hmm... I guess I'm okay? I don't hurt anywhere, at least..."]
 23:  532| [47] [Salyu]
 24:  535| [45] ["But it looks like we can't move."]
 25:  543| [47] [Natsuhiko]
 26:  546| [45] ["Huh...?"]
 27:  551| [45] [Natsuhiko finally noticed.]
 28:  562| [45] [His hands and feet were bound by stiff rope.]
 29:  567| [45] [And on closer inspection, Mashiro and Salyu were bound in the same way.]
 30:  575| [47] [Mashiro]
 31:  578| [45] ["Ah, what is this!?"]
 32:  586| [47] [Salyu]
 33:  589| [45] ["I think it's to prevent us from escaping."]
 34:  597| [47] [Natsuhiko]
 35:  600| [45] ["Mmgh...! Gh...!"]
 36:  605| [45] [No matter how much strength he put into his arms and legs, the ropes wouldn't budge.]
 37:  610| [47] [Natsuhiko]
 38:  611| [45] [(Dammit... We need to free ourselves and stop those guys...!)]
 39:  616| [45] [As if in response to Natsuhiko's impatience, a strained cry echoed out from the darkness.]
 40:  621| [47] [Alice]
 41:  624| [45] ["Kyuu~...!"]
