  0:   51| [55] [√Double Chapter 1]
  1:   63| [45] [--And at the same time, Natsuhiko made a new decision of his own.]
  2:   68| [47] [Natsuhiko]
  3:   69| [45] [(I'm happy to see Yuuri again... but there are some things I need clarified first.)]
  4:  156| [47] [Natsuhiko]
  5:  157| [45] [(If Mr. Ukita's an enemy, then what about Prof. Tsubakiyama!?)]
  6:  206| [45] [There were several unnatural aspects to Ena's actions, especially how she wasn't%N"opening her heart" to them--]
  7:  223| [45] [Natsuhiko resolved himself and sent her telepathy.]
  8:  284| [47] [Natsuhiko]
  9:  287| [45] [{--Professor, can you hear me? It's me, Natsuhiko Tenkawa.}]
 10:  295| [47] [Natsuhiko]
 11:  298| [45] [{I'm still here in LABO. Where are you, Professor?}]
 12:  303| [45] [He followed up with empathy-- and immediately heard Ena's mental voice.]
 13:  362| [47] [Ena]
 14:  365| [45] [{M-Mr. Tenkawa!? Was that Mr. Tenkawa's telepathy just now!?}]
 15:  370| [47] [Natsuhiko]
 16:  371| [45] [(I got through to Prof. Tsubakiyama!)]
 17:  376| [45] [Natsuhiko rejoiced in his mind as he made use of telepathy and empathy to try and hold a conversation with Ena.]
 18:  384| [47] [Natsuhiko]
 19:  387| [45] [{That's right! And I'm reading your mental voice with empathy!}]
 20:  411| [47] [Ena]
 21:  414| [45] [{H-hold on a second...! Nobody told me you could use empathy!}]
 22:  438| [47] [Ena]
 23:  441| [45] [{Don't tell me you falsified your ability level!?}]
 24:  449| [47] [Natsuhiko]
 25:  452| [45] [{!!? N-no, that's not it at all!}]
 26:  460| [47] [Natsuhiko]
 27:  463| [45] [{My ability's just been rapidly advancing these past few days...}]
 28:  527| [47] [Ena]
 29:  530| [45] [{...!}]
 30:  535| [45] [At that very moment, Natsuhiko clearly felt wariness from Ena.]
 31:  543| [47] [Natsuhiko]
 32:  546| [45] [{Professor, are you putting up your guard!?}]
 33:  551| [45] [When he tried using empathy,]
 34:  580| [47] [Ena]
 35:  583| [45] [{... --'m not p--...!}]
 36:  588| [45] [Ena's mental voice was coated with noise.]
 37:  596| [47] [Natsuhiko]
 38:  599| [45] [{P-Professor! Are you closing your heart again!?}]
 39:  609| [47] [Ena]
 40:  612| [45] [{--...---rry... --..--...--}]
 41:  617| [47] [Ena]
 42:  620| [45] [{--GF--... ene... --'s--...--...}]
 43:  625| [47] [Ena]
 44:  628| [45] [{...--...--...}]
 45:  646| [47] [Natsuhiko]
 46:  649| [45] [{Please wait! Professor! Professor!}]
 47:  654| [45] [--Natsuhiko tried to speak to her, but he could no longer hear Ena's mental voice.]
 48:  669| [47] [Natsuhiko]
 49:  670| [45] [(Dammit... Prof. Tsubakiyama really does have a wall around her heart...!)]
 50:  675| [47] [Natsuhiko]
 51:  676| [45] [(Is there nobody we can trust...!?)]
 52:  681| [45] [Considering how her heart was closed, perhaps it would be too dangerous to blindly trust her.]
 53:  686| [47] [Natsuhiko]
 54:  687| [45] [(... Guess I've got no choice. Let's not count on Prof. Tsubakiyama for now.)]
 55:  692| [47] [Natsuhiko]
 56:  693| [45] [(Who else could we trust...?)]
 57:  698| [45] [Ena was suspect, and Kazami, Jun, and Ukita were completely out of the question.]
 58:  785| [47] [Natsuhiko]
 59:  786| [45] [(It's gotta be Salyu, then.)]
 60:  850| [45] [Natsuhiko focused his mind and sent telepathy to Salyu.]
 61:  911| [47] [Natsuhiko]
 62:  914| [45] [{Salyu, can you hear me!? Answer me if you can!}]
 63:  919| [45] [But when he tried to use empathy--]
 64:  924| [47] [Natsuhiko]
 65:  925| [45] [(... Huh?)]
 66:  930| [45] [There was no response from Salyu.]
 67:  968| [45] [She was either out of Natsuhiko's empathy range, or--]
 68:  973| [47] [Natsuhiko]
 69:  974| [45] [(Don't tell me... she's been knocked out this whole time after falling from the staircase!?)]
 70:  979| [45] [He didn't think Kazami would attack her, but he felt Salyu would be in danger if she were still unconscious.]
 71:  984| [47] [Natsuhiko]
 72:  985| [45] [(I gotta get to Salyu quick--)]
 73:  992| [45] [The moment that thought crossed his mind--]
 74: 1042| [45] [--he suddenly heard a voice echo in his head.]
 75: 1099| [85] [{... Na...}]
 76: 1100| [86] [???]
 77: 1101| [86] [{... Na...}]
 78: 1116| [85] [{... Natsu... hiko...}]
 79: 1117| [86] [???]
 80: 1118| [86] [{... Natsu... hiko...}]
 81: 1164| [47] [Natsuhiko]
 82: 1167| [45] ["!?"]
 83: 1172| [45] [It sounded like telepathy coming from Mashiro.]
 84: 1177| [45] [But she was supposed to have escaped!]
 85: 1191| [47] [Natsuhiko]
 86: 1194| [45] [{M-Mashiro! Why am I getting telepathy from you!?}]
 87: 1202| [47] [Natsuhiko]
 88: 1205| [45] [{Didn't you escape!?}]
 89: 1234| [47] [Mashiro]
 90: 1237| [45] [{H... huh...? A response...?}]
 91: 1242| [47] [Mashiro]
 92: 1245| [45] [{... Or am I hearing things...?}]
 93: 1253| [47] [Natsuhiko]
 94: 1256| [45] [{You're not just hearing things! It's me! I'm using telepathy!}]
 95: 1264| [47] [Natsuhiko]
 96: 1267| [45] [{Hang in there, Mashiro! What happened!?}]
 97: 1291| [47] [Mashiro]
 98: 1294| [45] [{Ah... I'm sorry, my head's all hazy...}]
 99: 1299| [47] [Mashiro]
100: 1302| [45] [{Uh... you see... I...}]
101: 1307| [47] [Mashiro]
102: 1310| [45] [{I still... haven't actually... escaped from LABO...}]
103: 1318| [47] [Natsuhiko]
104: 1321| [45] [{Wh... why not!? Weren't you able to escape through the cargo lift!?}]
105: 1345| [47] [Mashiro]
106: 1348| [45] [{Well... the lift did get to the surface level...}]
107: 1353| [47] [Mashiro]
108: 1356| [45] [{But there was a wall or something... blocking the way right outside the lift... so I couldn't get out.}]
109: 1379| [47] [Natsuhiko]
110: 1382| [45] [{...!}]
111: 1387| [45] [Natsuhiko's eyes widened at those words.]
