  0:   44| [55] [√Double Chapter 7]
  1:   55| [45] [--]
  2:   60| [45] [----]
  3:   65| [45] [------His consciousness was in an endless darkness.]
  4:   76| [47] [???]
  5:   77| [45] [(Where am I...?)]
  6:   82| [45] [He didn't know.]
  7:   87| [45] [His head was a total blank.]
  8:   92| [47] [???]
  9:   93| [45] [(What is this...?)]
 10:   98| [45] [He couldn't remember a thing.]
 11:  103| [47] [???]
 12:  104| [45] [(How did this happen?)]
 13:  109| [45] [He desperately tried to figure out why.]
 14:  114| [45] [Soon enough, a mysterious voice whispered in the corners of his mind.]
 15:  119| [45] [It whispered but one word: "awaken"--]
 16:  127| [47] [Me]
 17:  130| [45] ["..."]
 18:  138| [47] [Me]
 19:  141| [45] ["... Mmm..."]
 20:  204| [45] [--I wake up in some place I've never seen before.]
 21:  209| [47] [Me]
 22:  210| [45] [(...?)]
 23:  215| [47] [Me]
 24:  216| [45] [(Where am I...?)]
 25:  227| [45] [With that thought in mind, I look around. I find myself lying in some sort of bed.]
 26:  232| [45] [Immaculate white sheets and the wafting scent of antiseptics... Looks like I'm in a hospital room of some sort.]
 27:  237| [45] [Just then, two women look down on my face.]
 28:  298| [47] [Woman 1]
 29:  301| [45] ["Ah...! You've finally come to, haven't you!?"]
 30:  310| [47] [Woman 2]
 31:  313| [45] ["Th-thank God! Captain, do you know who I am?"]
 32:  318| [45] [Looks like those two know me.]
 33:  323| [45] [But I don't remember them at all. Not in the slightest.]
 34:  334| [47] [Me]
 35:  337| [45] ["Who are...?"]
 36:  345| [47] [Me]
 37:  348| [45] ["No, more importantly, where am I...?"]
 38:  359| [45] [Their expressions freeze upon hearing my question.]
 39:  368| [47] [Woman 1]
 40:  371| [45] ["C-Captain...!"]
 41:  380| [47] [Woman 2]
 42:  383| [45] ["S... so he's really got amnesia again...!?"]
 43:  388| [47] [Me]
 44:  389| [45] [(Amnesia...?)]
 45:  438| [45] [Once I hear that, I try to think about myself.]
 46:  443| [45] [But-- my brain's a complete blank slate.]
 47:  448| [45] [Stunned, I frantically launch a barrage of questions at the women.]
 48:  484| [47] [Me]
 49:  487| [45] ["What the hell is this!? What's going on!? I can't remember anything!"]
 50:  495| [47] [Woman 1]
 51:  498| [45] ["..."]
 52:  506| [47] [Me]
 53:  509| [45] ["Y-you guys know, right!? Who in the world am I!?"]
 54:  554| [45] [After a brief period of silence, they answer my question.]
 55:  595| [47] [Woman 1]
 56:  598| [45] ["You're... a rescue squad captain."]
 57:  606| [47] [Me]
 58:  609| [45] ["A rescue squad...?"]
 59:  617| [47] [Woman 1]
 60:  620| [45] ["Yes... you were brought to this hospital after getting injured during a mission."]
 61:  628| [47] [Woman 1]
 62:  631| [45] ["It's likely you lost your memories due to that injury..."]
 63:  657| [47] [Woman 2]
 64:  660| [45] ["You see, you risked your life to save everyone."]
 65:  668| [47] [Woman 2]
 66:  671| [45] ["You ran all the way through poisonous gas... and used your own body as a shield to protect a girl from falling debris."]
 67:  679| [47] [Me]
 68:  682| [45] ["I did all that...?"]
 69:  708| [47] [Woman 1]
 70:  711| [45] ["Yes... because you were like a model rescue worker."]
 71:  719| [47] [Me]
 72:  722| [45] ["...!?"]
 73:  727| [45] [Something about what they're saying just feels off for some reason.]
 74:  732| [45] [It just didn't sound accurate.]
 75:  737| [47] [Me]
 76:  738| [45] [(I'm... a rescue squad captain...?)]
 77:  743| [47] [Me]
 78:  744| [45] [(--No! That's not true! I can tell!)]
 79:  749| [45] [I'm bursting with the overwhelming sense that I've failed to accomplish something.]
 80:  757| [47] [Me]
 81:  760| [45] ["... Hey guys, can you be honest with me?"]
 82:  801| [47] [Woman 2]
 83:  804| [45] ["Huh?"]
 84:  812| [47] [Me]
 85:  815| [45] ["I'm not that admirable of a person, am I?"]
 86:  823| [47] [Me]
 87:  826| [45] ["It's like I'm more... no, I can't put it into words, but...!"]
 88:  852| [47] [Woman 2]
 89:  855| [45] ["Wh-what are you talking about!?"]
 90:  881| [47] [Woman 1]
 91:  884| [45] ["She's right! You are a genuine rescue squad captain, through and through!"]
 92:  889| [45] [--Their attempts to gloss things over is all the proof I need to come to a conclusion:]
 93:  894| [45] ["These women are lying."]
 94:  952| [45] [Just then--]
 95: 1023| [47] [Me]
 96: 1026| [45] ["--!?"]
 97: 1031| [45] [A scene from what I believe to be my past flashes through my head for a second.]
 98: 1038| [47] [Me]
 99: 1039| [45] [(That's right! There's something-- something I had to do for her sake!)]
