  0:   44| [55] [√Double Chapter3]
  1:   56| [45] [――――――]
  2:   61| [45] [――――]
  3:   66| [45] [――]
  4:  153| [45] [――夏彦と悠里は、現実に戻ってきた。]
  5:  158| [45] [宇喜多はまだ気絶している。]
  6:  163| [45] [傍らの渡瀬が、夏彦たちを見て尋ねてきた。]
  7:  189| [47] [渡瀬]
  8:  192| [45] [「……終ったのか？」]
  9:  200| [47] [夏彦]
 10:  203| [45] [「あぁ……どのくらい時間かかった？」]
 11:  229| [47] [渡瀬]
 12:  232| [45] [「なに、ほんの５分ほどだ」]
 13:  237| [45] [客観的に見れば、わずかな時間の出来事だっただろう。]
 14:  242| [45] [その間に夏彦たちは、被験体Ｎと２度目の遭遇を果たし、そして彼女を消滅させたのだ。]
 15:  335| [45] [と――そこで不意に夏彦の頭に、痛みが走った。]
 16:  378| [47] [夏彦]
 17:  381| [45] [「ぐっ……！」]
 18:  392| [45] [夏彦は頭を押さえ、壁にもたれた。]
 19:  442| [47] [悠里]
 20:  445| [45] [「っ？　ど、どうしたのひこりん？」]
 21:  453| [47] [夏彦]
 22:  456| [45] [「あ、頭が……！」]
 23:  497| [47] [渡瀬]
 24:  500| [45] [「何！？　大丈夫か、夏彦！？」]
 25:  508| [47] [夏彦]
 26:  511| [45] [「う、ぐぅ……！」]
 27:  516| [45] [それは今朝、このラボに来た時に感じた頭痛に似ていた。]
 28:  521| [45] [だがそれとも微妙に違う。]
 29:  577| [45] [脳を揺さぶられるような、奇妙な不快感が、痛みと共に襲ってくる。]
 30:  582| [45] [それに伴い、五感も曖昧にぼやけた。]
 31:  590| [47] [夏彦]
 32:  593| [45] [「な、なんだこれ……！？　まるで、頭に焼けた泥でも流し込まれたみたいな……！」]
 33:  619| [47] [渡瀬]
 34:  622| [45] [「頭に泥って……！」]
 35:  648| [47] [悠里]
 36:  651| [45] [「ま、まさか……Ｎちゃんと接触した、後遺症が……？」]
 37:  659| [47] [夏彦]
 38:  662| [45] [「っ……！」]
 39:  667| [45] [悠里の言葉に、夏彦は息を呑んだ。]
 40:  672| [45] [――考えてみれば、それは非常に有り得る話だ。]
 41:  753| [45] [被験体Ｎは、接触した人間の人格を瞬時に壊し、別人のように変えてしまう。]
 42:  758| [45] [それと接触する事は、即ち彼女に侵食される危険性を伴うのだ。]
 43:  833| [45] [事実、渡瀬の中にいた被験体Ｎも、宇喜多の中にいた被験体Ｎも、夏彦を侵食しようとしていた。]
 44:  838| [45] [その悪意を夏彦は振り払い、彼女を消してきたのだが――]
 45:  862| [47] [夏彦]
 46:  863| [45] [（でも、彼女と連続して接触するのは……思った以上に、危険な事なんじゃないのか！？）]
 47:  868| [45] [夏彦は自分を取り込もうとしている相手と、この短時間の間に２度も対決したのだ。]
 48:  873| [45] [それは予想以上に、自分の脳と精神に負担をかけたらしい。]
 49:  941| [45] [渡瀬と悠里が心配げに、夏彦の顔を覗き込む。]
 50:  949| [47] [悠里]
 51:  952| [45] [「ひ、ひこりん、大丈夫……！？」]
 52:  960| [47] [夏彦]
 53:  963| [45] [「あ、ああ……大丈夫だ……」]
 54:  968| [45] [夏彦はそう答え、無理に笑って見せた。]
 55:  976| [47] [夏彦]
 56:  979| [45] [「それより……悠里は、大丈夫なのか？」]
 57: 1005| [47] [悠里]
 58: 1008| [45] [「わ、わたしは平気みたい。わたしは宇喜多さんと、直接心を繋いだわけじゃないから……」]
 59: 1016| [47] [悠里]
 60: 1019| [45] [「Ｎちゃんとはひこりんを介して、間接的に接触していただけだから、その影響も少なくて済んだんじゃないかな」]
 61: 1027| [47] [夏彦]
 62: 1030| [45] [「そうか……それなら、よかった」]
 63: 1035| [45] [どうやら夏彦の存在が、いわば緩衝材となっているらしい。]
 64: 1040| [45] [ともあれ悠里が無事ならそれで良い。]
 65: 1142| [45] [そう思いながら頭を振るい、頬を張ると、やがて感覚が戻ってきた。]
 66: 1155| [45] [頭痛はまだ続いていたが、徐々に薄れていっている。]
 67: 1163| [47] [夏彦]
 68: 1166| [45] [「……うん、行けそうだ。もう問題ないよ」]
 69: 1192| [47] [渡瀬]
 70: 1195| [45] [「問題ないって……本当に大丈夫なのか夏彦？　顔が真っ青だぞ？」]
 71: 1203| [47] [渡瀬]
 72: 1206| [45] [「おっさんの他にも、悪意に感染した奴らはいるはずだ。その消去はまだ続くが……やれそうなのか？」]
 73: 1214| [47] [夏彦]
 74: 1217| [45] [「ああ、やれるよ。何人でもどんと来いだ」]
 75: 1222| [45] [夏彦は空元気を振り絞る。]
 76: 1227| [45] [どのみち音を上げていられる状況ではないのだ。夏彦がやらなければ、悠里が代わりにやらざるを得ないのだから。]
 77: 1235| [47] [夏彦]
 78: 1238| [45] [「……それより、おじさんの悪意が消えたかを確かめなきゃ。たぶん大丈夫だとは思うけど……」]
 79: 1264| [47] [渡瀬]
 80: 1267| [45] [「……ああ、そうだな。それじゃ起こしてみるか」]
 81: 1293| [47] [渡瀬]
 82: 1296| [45] [「おっさん！　起きろ、おっさん！」]
 83: 1301| [45] [渡瀬が宇喜多の頬を軽く叩くと、やがて宇喜多がうめき声を上げた。]
 84: 1309| [47] [宇喜多]
 85: 1312| [45] [「……う、ぐ……」]
 86: 1338| [47] [渡瀬]
 87: 1341| [45] [「よし、目覚めたぞ」]
 88: 1375| [47] [宇喜多]
 89: 1378| [45] [「た、隊長さん……？」]
 90: 1383| [45] [宇喜多は空ろな目で、辺りを見回す。]
 91: 1437| [47] [悠里]
 92: 1440| [45] [「宇喜多さん、大丈夫ですか？」]
 93: 1448| [47] [夏彦]
 94: 1451| [45] [「気分は……っていうか、心の中から悪意みたいなものは消えてますか？」]
 95: 1477| [47] [宇喜多]
 96: 1480| [45] [「え、夏彦くんに悠里くんまで？」]
 97: 1488| [47] [宇喜多]
 98: 1491| [45] [「そ、そっちにはましろくんも！　一体どうして……？」]
 99: 1496| [45] [宇喜多は目を丸くしていた。見るからに被験体Ｎの悪意は消えているようだ。]
100: 1501| [45] [夏彦は安心し、それから答える。]
101: 1509| [47] [夏彦]
102: 1512| [45] [「説明すると長くなりますが――」]
103: 1559| [45] [――夏彦はかいつまんで、宇喜多の置かれていた状態について語った。]
104: 1632| [45] [被験体Ｎが、センシズシンパシーという能力によって宇喜多の記憶を操作し、彼の『悪意』を増幅していた事。]
105: 1637| [45] [そして夏彦と悠里も、センシズシンパシーの能力保持者であり、被験体Ｎの悪意を唯一解除できるという事も。]
106: 1676| [45] [それを聞き終えた宇喜多は、苦い顔で呟いた。]
107: 1684| [47] [宇喜多]
108: 1687| [45] [「……つまり僕は……ＢＣによって、人格を書きかえられていたって事か？」]
109: 1695| [47] [夏彦]
110: 1698| [45] [「そう言って差し支えないと思います」]
111: 1724| [47] [宇喜多]
112: 1727| [45] [「そ、そうか……僕らが想像していたよりも、遥かに強力な能力だったんだな」]
113: 1732| [45] [宇喜多は悔いるように言い、それからはっとして渡瀬を見た。]
114: 1758| [47] [宇喜多]
115: 1761| [45] [「じゃあもしかして、隊長さんも！？」]
116: 1788| [47] [渡瀬]
117: 1791| [45] [「ま……そんなところだ」]
118: 1799| [47] [渡瀬]
119: 1802| [45] [「被験体Ｎに悪意を増幅された俺は、夏彦たちを銃撃した」]
120: 1810| [47] [渡瀬]
121: 1813| [45] [「それで夏彦は、自分の身を護るために、俺の記憶を全て消去したんだ」]
122: 1845| [47] [渡瀬]
123: 1848| [45] [「記憶喪失になった俺は、さっきようやく、当の夏彦に記憶を戻してもらったというわけさ」]
124: 1874| [47] [宇喜多]
125: 1877| [45] [「そうか……」]
126: 1882| [45] [宇喜多は複雑な表情を浮かべて呟いた。]
127: 1908| [47] [宇喜多]
128: 1911| [45] [「……あと、誰が悪意に感染しているんだろうか？」]
129: 1919| [47] [夏彦]
130: 1922| [45] [「可能性が濃厚なのは、洵さんと橘さんです」]
131: 1948| [47] [渡瀬]
132: 1951| [45] [「ちょっと待て、サリュはどうなんだ？　あの娘、斧で俺を襲いやがったんだぞ」]
133: 1959| [47] [夏彦]
134: 1962| [45] [「っ……」]
135: 1967| [45] [夏彦は考えた。]
136: 2022| [45] [サリュが少々エキセントリックな性格をしているとしても、そこまでの行動に出るだろうか？]
137: 2027| [47] [夏彦]
138: 2028| [45] [（サリュが悪意に感染しているってのも、有り得ない話じゃない……）]
139: 2033| [45] [正直に言えば、それが怖かった。]
140: 2038| [45] [元々危なっかしいところのあるサリュが、悪意に感染していたとしたら、その行動はまさに予測不能だ。]
141: 2046| [47] [夏彦]
142: 2049| [45] [「じゃあその中で、一番危ないのは誰だ……？」]
143: 2082| [47] [宇喜多]
144: 2085| [45] [「も……守部くんじゃないのか！？」]
145: 2093| [47] [夏彦]
146: 2096| [45] [「え？　洵さんがどうして――」]
147: 2122| [47] [宇喜多]
148: 2125| [45] [「実はぼくは２時間ほど前、彼女を背後から襲って、銃弾を奪ったんだ」]
149: 2133| [47] [夏彦]
150: 2136| [45] [「な、なんですって！？　どうしてそんな事を！」]
151: 2162| [47] [宇喜多]
152: 2165| [45] [「いや……隊長さんに対抗するためには、武器が必要だと思って……」]
153: 2173| [47] [宇喜多]
154: 2176| [45] [「だから彼女は、僕を憎んでいる可能性が高いだろう」]
155: 2196| [47] [夏彦]
156: 2197| [45] [（……！）]
157: 2251| [45] [洵が頭から血を流し、エンジンカッターを手に徘徊していた理由が、ようやくわかった。]
158: 2284| [47] [渡瀬]
159: 2287| [45] [「……しかも、だ。その銃はさっき、先生に奪われた」]
160: 2295| [47] [夏彦]
161: 2298| [45] [「先生に！？」]
162: 2356| [47] [渡瀬]
163: 2359| [45] [「元々先生が持っていたあの銃さ。一度はバラして３つに分けたが、結局全て先生の手に戻ったってわけだ」]
164: 2364| [45] [――夏彦はその言葉に、違和感を覚えた。]
165: 2372| [47] [夏彦]
