  0:   76| [55] [√After Chapter 5]
  1:   84| [45] [Yet he tried to say something-- but then...]
  2:  110| [47] [Kazami]
  3:  113| [45] ["... Captain, did you really lose your memory?"]
  4:  121| [47] [Watase]
  5:  124| [45] ["Tachibana...!?"]
  6:  150| [47] [Kazami]
  7:  153| [45] ["I apologize for asking this, but like Moribe says, your actions are far too incomprehensible."]
  8:  161| [47] [Kazami]
  9:  164| [45] ["You claim that you went down to the basement because you were summoned by Dojima and Hiyama--"]
 10:  172| [47] [Kazami]
 11:  175| [45] ["But normally, you would have contacted me and Moribe and ordered us to go instead."]
 12:  201| [47] [Kazami]
 13:  204| [45] ["Yet that is not what you did."]
 14:  212| [47] [Kazami]
 15:  215| [45] ["Please answer this question: why did you leave the command post and go down to the basement by yourself?"]
 16:  220| [45] [The calculating look in Kazami's eyes pierced Watase's heart.]
 17:  228| [47] [Watase]
 18:  231| [45] ["W-well..."]
 19:  236| [45] [Watase desperately tried to remember in detail what the situation had been back then.]
 20:  241| [45] [But he didn't know anything. His memories of that time were completely gone.]
 21:  246| [47] [Kazami]
 22:  247| [45] ["..."]
 23:  273| [47] [Kazami]
 24:  276| [45] ["... Can you... not answer?"]
 25:  284| [47] [Watase]
 26:  287| [45] ["S-sorry..."]
 27:  313| [47] [Kazami]
 28:  316| [45] ["... Understood."]
 29:  339| [45] [Kazami breathed a heavy sigh, then signaled at Moribe with a glance and spoke.]
 30:  347| [47] [Kazami]
 31:  350| [45] ["Moribe, please get a rope or a wire or something like that.%NWe're going to restrain the Captain."]
 32:  358| [47] [Watase]
 33:  361| [45] ["Huh...?"]
 34:  366| [45] [Restrain?]
 35:  371| [45] [Watase didn't understand the meaning of that phrase for a moment.]
 36:  376| [45] [But that moment was long enough for Jun to pull out a cable lying under the control panel.]
 37:  418| [47] [Jun]
 38:  421| [45] ["... Mr. Ukita, can we use this?"]
 39:  429| [47] [Ukita]
 40:  432| [45] ["Yes, I don't mind in this case."]
 41:  437| [45] [Jun then cut the cable loose with her army knife once she'd received Ukita's consent.]
 42:  442| [45] [Said cable was more than long enough to tie someone up.]
 43:  447| [47] [Watase]
 44:  448| [45] [(... Don't tell me they're...!)]
 45:  456| [47] [Watase]
 46:  459| [45] ["A-are you kidding me...?"]
 47:  464| [45] [Kazami then looked at Watase with a cold look in her eyes and spoke.]
 48:  490| [47] [Kazami]
 49:  493| [45] ["We have no idea what could happen in this situation, and your existence is completely disrupting what little order we have here."]
 50:  501| [47] [Kazami]
 51:  504| [45] ["Therefore, we have to restrain you until you're clear of all suspicion."]
 52:  553| [45] [--They then restrained Watase's body with the cable, tied his hands behind his back, and brought him to a laboratory on B2 of Area 2's outer ring.]
 53:  631| [45] [Kazami looked Watase dead in the eye and spoke.]
 54:  640| [47] [Kazami]
 55:  643| [45] ["... I'll leave my last AD here for you. You should still be able to administer it to yourself in that pose, yes?"]
 56:  649| [45] [Kazami then placed her AD on the floor as if saying that it was the least she could do.]
 57:  654| [45] [Watase's hands were tied behind his back, but he probably could indeed still inject himself with it.]
 58:  659| [45] [But that didn't matter in the slightest to him.]
 59:  668| [47] [Watase]
 60:  671| [45] ["Tachibana... are you sure you're really okay with this?"]
 61:  676| [45] [Watase looked into Kazami's eyes with a heartfelt yet pleading gaze.]
 62:  702| [47] [Kazami]
 63:  705| [45] ["Captain, please don't look at me like that..."]
 64:  713| [47] [Kazami]
 65:  716| [45] ["If we find anything that clears you of suspicion, then I swear I'll come untie you right away, so please..."]
 66:  749| [45] [Kazami said that, then left the laboratory as if she were running away from him.]
 67:  754| [45] [The other members soon followed suit--]
 68:  810| [47] [Ukita]
 69:  813| [45] ["Just sit as still as you can until the lockdown ends."]
 70:  821| [47] [Jun]
 71:  824| [45] ["Captain, don't get any funny ideas, okay? I don't want to do anything worse than this to you."]
 72:  832| [47] [Ena]
 73:  835| [45] ["Captain Kasasagi... I'm sorry."]
 74:  941| [45] [--and left Watase alone in the laboratory.]
 75:  949| [47] [Watase]
 76:  952| [45] ["... Goddammit...!"]
 77:  957| [45] [He instinctively cursed.]
 78:  962| [45] [To be abandoned by the comrades he'd been through thick and thin with felt like being cut off from the world itself.]
 79:  967| [45] [But he could understand why they were nervous.]
 80:  972| [45] [The fact was that his actions before he'd lost his memories truly were simply too unnatural.]
 81:  977| [45] [The incident with Yuuri in particular had been fatal.]
 82: 1071| [47] [Kazami]
 83: 1074| [45] ["... Captain, did you really lose your memory?"]
 84: 1134| [45] [Kazami's cold glare was still burned into his brain.]
 85: 1139| [47] [Watase]
 86: 1140| [45] [(But... what was I supposed to have done...?)]
 87: 1145| [45] [He didn't have an answer to that.]
 88: 1150| [45] [And so time flew by as Watase kept pondering questions like that for a while--]
 89: 1207| [45] [--About an hour had passed.]
 90: 1212| [45] [It was time to take the AD again, but Kazami and the others hadn't come back.]
 91: 1217| [47] [Automatic PA]
 92: 1220| [45] ["--Main and backup power supplies offline."]
 93: 1225| [47] [Automatic PA]
 94: 1228| [45] ["Now switching to emergency power."]
 95: 1233| [45] [Just then, the lights suddenly went out with that announcement, leaving Watase in darkness and confused.]
 96: 1244| [45] [What in the world was happening outside...?]
 97: 1294| [45] [--Two hours passed.]
 98: 1299| [45] [Watase had already thrown up several times, likely due to the effects of radiation exposure.]
 99: 1311| [45] [--An hour passed.]
100: 1316| [45] [Watase had yet to use the AD that'd been left for him, both so that the survivors could use it and so he could prove his innocence.]
101: 1321| [47] [Automatic PA]
102: 1324| [45] ["--Main and backup power supplies offline."]
103: 1329| [47] [Automatic PA]
104: 1332| [45] ["Now switching to emergency power."]
105: 1337| [45] [Just then, the lights suddenly went out with that announcement, leaving Watase in darkness and confused.]
