  0:   76| [55] [√Before Chapter 2]
  1:   83| [45] [------]
  2:   88| [45] [----]
  3:   93| [45] [--]
  4:  101| [47] [Woman]
  5:  104| [45] ["--here."]
  6:  186| [47] [Natsuhiko]
  7:  189| [45] ["... Huh?"]
  8:  242| [45] [Hearing someone call out to him, Natsuhiko suddenly snapped out of his daze.]
  9:  264| [45] [Mashiro was there before his eyes.]
 10:  332| [47] [Natsuhiko]
 11:  333| [45] [(Huh, I'm... at home?)]
 12:  344| [45] [He had the feeling he was somewhere completely different just a moment ago.]
 13:  349| [45] [But-- there's no way he could've gone out this early in the morning. It was probably just his imagination.]
 14:  354| [47] [Natsuhiko]
 15:  355| [45] [(Am I still half asleep...?)]
 16:  392| [47] [Natsuhiko]
 17:  395| [45] ["Um... come again?"]
 18:  403| [47] [Mashiro]
 19:  406| [45] ["What do you mean, 'come again?' You told me to show you my hand, remember?"]
 20:  460| [47] [Natsuhiko]
 21:  463| [45] ["Did I?"]
 22:  471| [47] [Mashiro]
 23:  474| [45] ["Yeah. I tried to pry open a stubborn bottle and hurt my finger."]
 24:  482| [47] [Natsuhiko]
 25:  485| [45] ["Ah, sorry... I forgot."]
 26:  499| [45] [He took a closer look at Mashiro's finger, and sure enough there was a small wound on it.]
 27:  580| [47] [Natsuhiko]
 28:  583| [45] ["Mm, looks painful... I'll put a bandage on it."]
 29:  781| [45] [Natsuhiko took a bandage out of the medicine box and wrapped it around Mashiro's finger.]
 30:  789| [47] [Natsuhiko]
 31:  792| [45] ["You're so careless, Mashiro."]
 32:  818| [47] [Mashiro]
 33:  821| [45] ["Hahah, I'm so ashamed."]
 34:  826| [45] [Natsuhiko finished wrapping the bandage.]
 35:  834| [47] [Natsuhiko]
 36:  837| [45] ["... All right, that should do it."]
 37:  863| [47] [Mashiro]
 38:  866| [45] ["Thanks."]
 39:  985| [47] [Natsuhiko]
 40:  988| [45] ["What, it's not that big a deal. Just stick a bandage on it and it'll heal."]
 41: 1075| [47] [Mashiro]
 42: 1078| [45] ["Yeah. So can I borrow a bandage?"]
 43: 1086| [47] [Natsuhiko]
 44: 1089| [45] ["Sure, they're right in that medicine box."]
 45: 1115| [47] [Mashiro]
 46: 1118| [45] ["Thanks."]
 47: 1246| [45] [Mashiro took a bandage out of the medicine box and wrapped it around her finger.]
 48: 1272| [47] [Mashiro]
 49: 1275| [45] ["Alrighty, guess I'll go whip up some breakfast, then. Hang tight."]
 50: 1308| [45] [And with that, she went back to the kitchen.]
 51: 1573| [45] [--An everyday sight.]
 52: 1578| [45] [A peaceful morning just like the last.]
 53: 1583| [45] [Eventually, Yuuri came out of her room too.]
 54: 1637| [47] [Yuuri]
 55: 1640| [45] ["Hikorin, Mashiron, good morning~"]
 56: 1648| [47] [Natsuhiko]
 57: 1651| [45] ["Ah, good morning, Yuuri."]
 58: 1659| [47] [Mashiro]
 59: 1662| [45] ["Huh? Oh, good morning, Yuuri~"]
 60: 1679| [45] [After an exchange of salutations, Yuuri waited to eat breakfast with the other two.]
 61: 1684| [45] [Natsuhiko enjoyed these leisurely mornings of his.]
 62: 1738| [47] [Mashiro]
 63: 1741| [45] ["--Okay! Food's ready. Help me carry it over~"]
 64: 1749| [47] [Natsuhiko]
